,comment_id,status_id,parent_id,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,comment_message_cleaned,hashtags,urls
0,324838921332206_325309624618469,242079006274865_324838921332206,,2017-12-30 23:14:06,2,2,0,0,0,0,0,0,Good to see the ship in action during a Canadian winter,[],[]
1,320685611747537_324028171413281,242079006274865_320685611747537,,2017-12-27 12:21:12,3,3,0,0,0,0,0,0,"Good job Caitin, I am very happy CCG has renewed its fleet of helicopters! Kudos for your work! Very nice building enlargement at the training centre!",[],[]
2,320681858414579_323731381442960,242079006274865_320681858414579,,2017-12-26 17:04:08,0,0,0,0,0,0,0,0,They're a comfort to see,[],[]
3,320681858414579_323921268090638,242079006274865_320681858414579,,2017-12-27 06:23:41,0,0,0,0,0,0,0,0,That's the picture I eect to see right about now,[],[]
4,320798908402874_324825901333508,242079006274865_320798908402874,,2017-12-29 16:56:37,0,0,0,0,0,0,0,0,"Tyler Petten , Jake Albert John Mitchell",[],[]
5,320798908402874_327276747755090,242079006274865_320798908402874,,2018-01-04 20:17:40,1,1,0,0,0,0,0,0,Can't wait to apply!,[],[]
6,320798908402874_327895281026570,242079006274865_320798908402874,,2018-01-06 11:48:51,0,0,0,0,0,0,0,0,love to..but I am,[],[]
7,320679695081462_323288344820597,242079006274865_320679695081462,,2017-12-25 10:34:54,1,1,0,0,0,0,0,0,"Merry Christmas Lifeboat Stations, Ships Crew and all who support..",[],[]
8,320679695081462_323298561486242,242079006274865_320679695081462,,2017-12-25 11:10:55,1,1,0,0,0,0,0,0,Merry Christmas to the crew on the Henry Larsen today!️,[],[]
9,320679695081462_323322288150536,242079006274865_320679695081462,,2017-12-25 12:44:25,1,1,0,0,0,0,0,0,Bless you all for your service 🇨🇦🇨🇦🇨🇦️️️,[],[]
10,321866441629454_322934881522610,242079006274865_321866441629454,,2017-12-24 12:23:55,0,0,0,0,0,0,0,0,Where is this?,[],[]
11,321866441629454_322992508183514,242079006274865_321866441629454,,2017-12-24 16:16:16,0,0,0,0,0,0,0,0,nan,[],[]
12,321866441629454_323009161515182,242079006274865_321866441629454,,2017-12-24 17:26:42,3,3,0,0,0,0,0,0,Merry Christmas to all MCTSO’s working during the holidays!,[],[]
13,321866441629454_323453241470774,242079006274865_321866441629454,,2017-12-25 22:12:42,0,0,0,0,0,0,0,0,Riley Harris,[],[]
14,321866441629454_323740361442062,242079006274865_321866441629454,321866441629454_323453241470774,2017-12-26 17:53:48,1,1,0,0,0,0,0,0,Ahhhhh!!! hopefully ️,[],[]
