,comment_id,status_id,parent_id,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,comment_message_cleaned,hashtags,urls
0,1285505858222269_1285522684887253,431918433581020_1285505858222269,,2017-12-29 12:08:56,2,0,0,1,1,0,0,0,"Above great advice for vacation or big ticket item (Stashing loonies & twonies also works). If you want to take it up a notch (and guarantee yourself financial freedom in later years) save minimum % of ’take home’ salary, no matter how little you make!",[],[]
1,1285505858222269_1285528684886653,431918433581020_1285505858222269,,2017-12-29 12:14:15,1,1,0,0,0,0,0,0,Thanks government of Canada for such useful incite. Most who don't have savings and need something like this cannot afford $52/wk or $200/m in month . That's why most are broke,[],[]
2,1285505858222269_1285882921517896,431918433581020_1285505858222269,,2017-12-29 22:01:12,0,0,0,0,0,0,0,0,Iven Shobs Bedic let’s do this.,[],[]
3,1285505858222269_1285945628178292,431918433581020_1285505858222269,,2017-12-30 00:08:16,0,0,0,0,0,0,0,0,nan,[],[]
4,1285505858222269_1286022184837303,431918433581020_1285505858222269,,2017-12-30 02:46:35,0,0,0,0,0,0,0,0,[[STICKER]],[],[]
5,1285505858222269_1286404134799108,431918433581020_1285505858222269,,2017-12-30 13:00:25,0,0,0,0,0,0,0,0,,[],[]
6,1285505858222269_1286432878129567,431918433581020_1285505858222269,,2017-12-30 13:49:16,0,0,0,0,0,0,0,0,Good Idea🇬🇧🇺🇸🇯🇵🇩🇪,[],[]
7,1285505858222269_1287059658066889,431918433581020_1285505858222269,,2017-12-31 07:54:26,2,2,0,0,0,0,0,0,Wonder if this is the method Justin uses to save up for trips to the Bahamas.,[],[]
8,1285505858222269_1290465197726335,431918433581020_1285505858222269,,2018-01-04 00:50:45,0,0,0,0,0,0,0,0,"I put dollars by the second week,but i had to buy food !",[],[]
9,1285505858222269_1300154823424039,431918433581020_1285505858222269,,2018-01-14 23:04:30,0,0,0,0,0,0,0,0,"Hello Loan Seekers, Do you need an urgent? If yes worry no more, For we offer all kinds of loan at a low and affordable interest rate. * Are you financially Squeezed? * Do you seek funds to pay off credits and debts * Do you seek finance to set up your own business? * Are you in need of private or business loans for various purposes? * Do you seek loans to carry out large projects/Real Estate * Do you seek funding for various other processes? LOAN APPLICATION INFORMATION FORM * Name: * Age: * State: * Country: * Phone Number: * Loan Amount Needed: * Loan Duration: Contact us now via Email: __________fidelityloanlenderservice.com",[],[]
10,1284746441631544_1291039467668908,431918433581020_1284746441631544,,2018-01-04 14:48:15,0,0,0,0,0,0,0,0,The politicians are worried that you won't have any money they could take from you. That's why they want you to create a budget !,[],[]
11,1284661841640004_1291040124335509,431918433581020_1284661841640004,,2018-01-04 14:49:09,0,0,0,0,0,0,0,0,This office is going to be the busiest in the government !,[],[]
12,1283811278391727_1283869158385939,431918433581020_1283811278391727,,2017-12-27 13:28:29,0,0,0,0,0,0,0,0,Frogtastic WiFi tips Your Money Matters - Government of Canada,['#safety'],[]
13,1283811278391727_1284341668338688,431918433581020_1283811278391727,,2017-12-28 04:53:02,0,0,0,0,0,0,0,0,I would like to say that even people who do not use public Wi-Fi can be hacked too.,[],[]
14,1283811278391727_1285535498219305,431918433581020_1283811278391727,,2017-12-29 12:23:42,0,0,0,0,0,0,0,0,Great tip!,[],[]
15,1283811278391727_1300154940090694,431918433581020_1283811278391727,,2018-01-14 23:04:45,0,0,0,0,0,0,0,0,"Hello Loan Seekers, Do you need an urgent? If yes worry no more, For we offer all kinds of loan at a low and affordable interest rate. * Are you financially Squeezed? * Do you seek funds to pay off credits and debts * Do you seek finance to set up your own business? * Are you in need of private or business loans for various purposes? * Do you seek loans to carry out large projects/Real Estate * Do you seek funding for various other processes? LOAN APPLICATION INFORMATION FORM * Name: * Age: * State: * Country: * Phone Number: * Loan Amount Needed: * Loan Duration: Contact us now via Email: __________fidelityloanlenderservice.com",[],[]
16,1281957625243759_1282066055232916,431918433581020_1281957625243759,,2017-12-25 10:26:39,0,0,0,0,0,0,0,0,Cute picture,[],[]
17,1281957625243759_1282191708553684,431918433581020_1281957625243759,,2017-12-25 13:10:28,0,0,0,0,0,0,0,0,"$300,000 for the cover of the budget - wonder what this cost me?",[],[]
18,1281957625243759_1284114118361443,431918433581020_1281957625243759,,2017-12-27 21:26:07,0,0,0,0,0,0,0,0,It's called christmas,[],[]
19,1281957625243759_1291041317668723,431918433581020_1281957625243759,,2018-01-04 14:50:46,0,0,0,0,0,0,0,0,"You wish us a warm holiday ? Gee,can we afford our heating bills ?",[],[]
