,comment_id,status_id,parent_id,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,comment_message_cleaned,hashtags,urls
0,10159796127550029_10159800510960029,460123390028_10159796127550029,,2017-12-28 13:07:42,1,0,1,0,0,0,0,0,Bel oiseau|,[],[]
1,10159769940560029_10159770335815029,460123390028_10159769940560029,,2017-12-21 10:13:52,0,0,0,0,0,0,0,0,,[],[]
2,10159747336250029_10159748191085029,460123390028_10159747336250029,,2017-12-16 01:10:31,0,0,0,0,0,0,0,0,"Bonjour,j'évolue dans ce secteur très important pour sauver la planète(étudiant) mais j'ai besoin d'une haute formation pour améliorer mes qualités. La page Environnemental et ressources naturelles du Canada n'offre pas des formations professionnelles.l",[],[]
3,10159747336250029_10159751744975029,460123390028_10159747336250029,10159747336250029_10159748191085029,2017-12-16 20:04:46,0,0,0,0,0,0,0,0,"Je m'appelle Carl Lagrange de l'ONU fondateur de ONU environnement, je te propose un abonnement à la NASA environnement que j'ai fondée avec eux,il suive, l'évolution de la couche ,d'ozone et la fonte des glaciers en Antarctique de près ..",[],[]
4,10159747336250029_10159751803820029,460123390028_10159747336250029,10159747336250029_10159748191085029,2017-12-16 20:25:45,0,0,0,0,0,0,0,0,Ok mais comment me joindre à eux?,[],[]
5,10159746201590029_10159750589255029,460123390028_10159746201590029,,2017-12-16 15:03:28,0,0,0,0,0,0,0,0,"Comment rendre les sables bitumineux verts? Avec quels contaminants chimiques ''propres'' faire de la fracturation hydraulique? Faudrait aussi prévoir comment décontaminer des sols, des rivières, des nappes phréatiques... et sauver la biodiversité!",[],[]
6,10159746201590029_10159746531360029,460123390028_10159746201590029,,2017-12-15 16:48:09,0,0,0,0,0,0,0,0,Pourquoi ne pas plu investir dans les énergies renouvelables ???,[],[]
7,10159746201590029_10159750789135029,460123390028_10159746201590029,,2017-12-16 16:11:49,0,0,0,0,0,0,0,0,Avec leurs milliards de profits il faut payer pour ces quèteux,[],[]
8,10159745872315029_10159748218820029,460123390028_10159745872315029,,2017-12-16 01:15:11,0,0,0,0,0,0,0,0,Le Canada cesse de combattre pour améliorer la vie de la planète... Et ça bravo ! ! !,[],[]
9,10159721759415029_10159722273125029,460123390028_10159721759415029,,2017-12-10 10:56:49,1,1,0,0,0,0,0,0,"l'aviation `` exclus de l`accord de paris; contribue à la pollution atmosphérique locale et mondiale sous forme de monoxyde de carbone, d'oxyde nitrique, d'hydrocarbures, de particules, d'oxydes de soufre, d'hydrogène sulfuré, de dioxyde de carbone et d'eau. L'aviation est responsable de B0.4% de l'inventaire national d'oxyde nitrique.",[],[]
10,10159721759415029_10159737955470029,460123390028_10159721759415029,10159721759415029_10159722273125029,2017-12-13 20:15:18,1,1,0,0,0,0,0,0,merci de dire .. y pas grand monde qui commente.. mémée écolo se sent moins seule.,[],[]
11,10159714540765029_10159737961350029,460123390028_10159714540765029,,2017-12-13 20:16:33,0,0,0,0,0,0,0,0,On a vraiment besoin d'écotoxicologue.,[],[]
12,10159714342355029_10159737970845029,460123390028_10159714342355029,,2017-12-13 20:20:07,0,0,0,0,0,0,0,0,Moins spectaculaire cette étude. Tous les contaminants seraient sous les normes... mais les poissons sont en mauvais état. Pourquoi. Perturbateurs endocriniens...la dose ne fait plus le poison?,[],['http://www.mddelcc.gouv.qc.ca/eau/flrivlac/subst-toxiques.htm']
13,10159714100155029_10159714142825029,460123390028_10159714100155029,,2017-12-08 13:59:51,0,0,0,0,0,0,0,0,,['#ScienceMatters'],[]
14,10159703749120029_10159704575340029,460123390028_10159703749120029,,2017-12-06 14:56:33,0,0,0,0,0,0,0,0,Bel exemple à suivre!🤗,[],[]
15,10159700548415029_10159714148975029,460123390028_10159700548415029,,2017-12-08 14:02:29,0,0,0,0,0,0,0,0,,['#EarthScience'],[]
16,10159700047535029_10159701171035029,460123390028_10159700047535029,,2017-12-05 19:00:43,0,0,0,0,0,0,0,0,"Votre système pour réserver est très compliqué. Qui va décider deux jours d’avance d’aller patiner??? Si vous voulez nous décourager d’y aller, vous avez réussi. Et la version française du site est de mauvaise qualité.",[],[]
17,10159695949305029_10159699929795029,460123390028_10159695949305029,,2017-12-05 14:14:16,0,0,0,0,0,0,0,0,La Chine un des pire pays que je connais Soupe de fétus de bébé dans certains restaurants en chine [[PHOTO]],[],[]
18,10159695949305029_10159699949805029,460123390028_10159695949305029,,2017-12-05 14:20:07,0,0,0,0,0,0,0,0,Continuer les Canadiens à donner votre argent à ce beaux pays qui ne respecte rien ni personne,[],[]
19,10159695949305029_10159699931495029,460123390028_10159695949305029,,2017-12-05 14:14:45,0,0,0,0,0,0,0,0,Ils tue des adultes et enfants pour vendre leurs organes [[PHOTO]],[],[]
20,10159695949305029_10159699936500029,460123390028_10159695949305029,,2017-12-05 14:16:28,0,0,0,0,0,0,0,0,Pollution extrême des lac et rivière [[PHOTO]],[],[]
21,10159695949305029_10159699933955029,460123390028_10159695949305029,,2017-12-05 14:15:33,0,0,0,0,0,0,0,0,Produits chimiques déversés dans les lac et rivière [[PHOTO]],[],[]
22,10159695816270029_10159696599950029,460123390028_10159695816270029,,2017-12-04 21:36:55,0,0,0,0,0,0,0,0,Merci de souligner.,[],[]
23,10159694448525029_10159694754425029,460123390028_10159694448525029,,2017-12-04 13:06:24,0,0,0,0,0,0,0,0,"Je ne comprend pas les Canadiens ? Comment pouvez-vous faire affaire avec un pays qui ne respecte rien ni personne ? Connaissez-vous la Chine ? C'est un des pire pays que je connais, nourriture contaminée volontairement - vole d'organe sur les prisonniers - il mange des fétus de bébé - tue des enfants - élève les enfants comment dans l'armée - lac et rivere très pollué - Bizarrement on en entend parler au nouvelle au Canada, les médias et le gouvernement nous cache des choses que tout le monde devait savoir, personne ne devrais faire affaire avec ce pays des horreurs, moi j'habite en Asie depuis une dizaine d'années et à chaque semaine on voie au nouvelle les horreurs en Chine, faite des recherche sur le net vous allez comprendre...(C'est comme la nourriture provenant de la Chine est tres contaminée , les fruits et légumes par les herbicide en grande dose et d'autre produit chimique , et les viandes contaminée par des antibiotiques, et toutes sortes de produits chimiques, et santė Canada ne fait rien??? jusque au ketchup fait de produits chimiques) cette semaine mercredi le décembre sur TV5 un reportage sur le ketchup et les sauces tomates vendus partout dans le monde et faite en Chine...",[],[]
24,10159694448525029_10159694782240029,460123390028_10159694448525029,,2017-12-04 13:12:37,0,0,0,0,0,0,0,0,Comment le Canada peut fermer les yeux sur des horreur pareille ? C'est pour le $$$$,[],[]
25,10159694448525029_10159694759255029,460123390028_10159694448525029,,2017-12-04 13:07:35,0,0,0,0,0,0,0,0,"En Chine dans certains restaurants, soupe au fétus de bébé [[PHOTO]]",[],[]
26,10159694448525029_10159694770605029,460123390028_10159694448525029,,2017-12-04 13:10:14,0,0,0,0,0,0,0,0,[[PHOTO]],[],[]
27,10159694448525029_10159694764090029,460123390028_10159694448525029,,2017-12-04 13:08:52,0,0,0,0,0,0,0,0,Pollution des lac et rivière par les produits chimiques [[PHOTO]],[],[]
28,10159694448525029_10159694768410029,460123390028_10159694448525029,,2017-12-04 13:09:47,0,0,0,0,0,0,0,0,Bonne baignade [[PHOTO]],[],[]
29,10159694448525029_10159699855620029,460123390028_10159694448525029,,2017-12-05 13:58:22,0,0,0,0,0,0,0,0,"Allez voir ce lien c'est un vidéo qui montre une petite partie de la nourriture provenant de Chine qui est contaminée par des produits toxiques , la fabrication de faux oeuf - fausse bière - faux rume - fruit trempé ou asperger d'un produit toxiques etc. 10",[],['https://m.facebook.com/story.php?story_fbid=1394912033971797&id=1000035904187']
30,10159694288655029_10159694807860029,460123390028_10159694288655029,,2017-12-04 13:18:43,0,0,0,0,0,0,0,0,"Je ne comprend pas les Canadiens ? Comment pouvez-vous faire affaire avec un pays qui ne respecte rien ni personne ? Connaissez-vous la Chine ? C'est un des pire pays que je connais, nourriture contaminée volontairement - vole d'organe sur les prisonniers - il mange des fétus de bébé - tue des enfants - élève les enfants comment dans l'armée - lac et rivere très pollué - Bizarrement on en entend parler au nouvelle au Canada, les médias et le gouvernement nous cache des choses que tout le monde devait savoir, personne ne devrais faire affaire avec ce pays des horreurs, moi j'habite en Asie depuis une dizaine d'années et à chaque semaine on voie au nouvelle les horreurs en Chine, faite des recherche sur le net vous allez comprendre...(C'est comme la nourriture provenant de la Chine est tres contaminée , les fruits et légumes par les herbicide en grande dose et d'autre produit chimique , et les viandes contaminée par des antibiotiques, et toutes sortes de produits chimiques, et santė Canada ne fait rien??? jusque au ketchup fait de produits chimiques) cette semaine mercredi le décembre sur TV5 un reportage sur le ketchup et les sauces tomates vendus partout dans le monde et faite en Chine...",[],[]
31,10159694288655029_10159694811520029,460123390028_10159694288655029,,2017-12-04 13:19:46,0,0,0,0,0,0,0,0,Soupe de fétus de bébé dans certains restaurants en chine ...Bonne appétit [[PHOTO]],[],[]
32,10159694288655029_10159694813225029,460123390028_10159694288655029,,2017-12-04 13:20:10,0,0,0,0,0,0,0,0,[[PHOTO]],[],[]
33,10159676572065029_10159688914200029,460123390028_10159676572065029,,2017-12-03 07:29:00,0,0,0,0,0,0,0,0,C'est à soutenir,[],[]
34,10159676572065029_10159677088520029,460123390028_10159676572065029,,2017-11-30 14:28:30,0,0,0,0,0,0,0,0,Nous soutenons.,[],[]
35,10159672729125029_10159674026790029,460123390028_10159672729125029,,2017-11-29 20:28:31,0,0,0,0,0,0,0,0,Et il y a encore des victimes des inondations du printemps qui sont sans logement...,[],[]
36,10159668306860029_10159672095215029,460123390028_10159668306860029,,2017-11-29 11:06:43,1,1,0,0,0,0,0,0,Laura Tremblay,[],[]
37,10159663739180029_10159673543535029,460123390028_10159663739180029,,2017-11-29 17:47:15,0,0,0,0,0,0,0,0,Merci beaucoup!,[],[]
38,10159646391785029_10159652304750029,460123390028_10159646391785029,,2017-11-24 17:32:00,0,0,0,0,0,0,0,0,"et les biosolides avec plein de Triclosan, retardateurs de flammes... on le sait que ça se dégrade... en congénères pires que ça va dans les poissons, dans les nappes phréatiqujes etc vous faites quoi? Sols, Eau, Air, Biodiversité. Environnement Canada... CCME depuis quand on a publié des documents récents sur la problématique?",[],[]
39,10159646159910029_10159646650970029,460123390028_10159646159910029,,2017-11-23 10:38:30,0,0,0,0,0,0,0,0,=️===️ ? 🤔🤧🤮🤢🤐,"['#Aviation', '#GeoIngenierie', '#Pollution', '#Aeorsols']",[]
40,10159646116635029_10159650669325029,460123390028_10159646116635029,,2017-11-24 09:41:41,1,1,0,0,0,0,0,0,"On se fiche un peu de ce que vous dites, on veut savoir ce que vous faites. Pas étonnant que la confiance des citoyens soit basse : nous avons une dissonnance cognitive entre ce qu'on entent et ce qu'on voit.",[],[]
41,10159644510970029_10159645463025029,460123390028_10159644510970029,,2017-11-23 02:18:20,0,0,0,0,0,0,0,0,Ok ok merci me me je suis Algérien e je siuv,[],[]
42,10159638847445029_10159641567625029,460123390028_10159638847445029,,2017-11-22 08:14:43,0,0,0,0,0,0,0,0,"Encore faudrait-il que l'""engagement"" se traduise en actions.",[],[]
43,10159634645625029_10159636759195029,460123390028_10159634645625029,,2017-11-21 04:04:18,0,0,0,0,0,0,0,0,Bravo au Canada pour cette abnégation pour un avenir meilleur de notre belle planète,[],[]
44,10159615963655029_10159615984100029,460123390028_10159615963655029,,2017-11-16 12:05:03,0,0,0,0,0,0,0,0,"""On ne résous pas un problème avec les mêmes schèmes de pensées qui l'ont engendré"" A.E.",[],[]
45,10159615963655029_10159616127620029,460123390028_10159615963655029,,2017-11-16 12:52:30,0,0,0,0,0,0,0,0,y a jamais rien qui arrive pour rien,[],[]
46,10159615963655029_10159619011900029,460123390028_10159615963655029,,2017-11-17 05:17:01,0,0,0,0,0,0,0,0,"Connaît toi, toi même",[],[]
47,10159615963655029_10159625706530029,460123390028_10159615963655029,,2017-11-18 15:22:18,0,0,0,0,0,0,0,0,"L'esprit s'enrichit de ce qu'il reçoit, le coeur de ce qu'il donne.",[],[]
48,10159614810990029_10159614934740029,460123390028_10159614810990029,,2017-11-16 06:44:16,0,0,0,0,0,0,0,0,"En raison de difficultés techniques, il nous est impossible de diffuser en direct.",[],[]
49,10159612330705029_10159614530720029,460123390028_10159612330705029,,2017-11-16 03:01:58,0,0,0,0,0,0,0,0,Est il possible d'avoir un vidéo ou un texte sur l'ee ?,[],[]
50,10159612020725029_10159614515500029,460123390028_10159612020725029,,2017-11-16 02:52:20,0,0,0,0,0,0,0,0,"Sur quel base l'aide est octroyé, les pays subsaharienne ne figurent ils pas dans ce programme ?",[],[]
51,10159611801530029_10159614741370029,460123390028_10159611801530029,,2017-11-16 05:04:25,0,0,0,0,0,0,0,0,Savez-vous quand celui du Lac Castor WMB sera mis à niveau?,[],[]
52,10159611692615029_10159614532115029,460123390028_10159611692615029,,2017-11-16 03:03:07,0,0,0,0,0,0,0,0,Très intéressant,[],[]
53,10159608927065029_10159609667470029,460123390028_10159608927065029,,2017-11-15 01:11:28,0,0,0,0,0,0,0,0,Très intéressant,[],[]
54,10159608874180029_10159610506520029,460123390028_10159608874180029,,2017-11-15 07:04:29,0,0,0,0,0,0,0,0,"MADECTH est une institution Haïtienne oeuvrant dans la protection de L'environnement et la lutte contre le changement Climatique ,ainsi que la promotion pour le Développement durable. Nous avons un nouveau projet baptisé""Café-Vert""! Voici notre adresse electronique: madecth.2004.haiti.com",[],[]
55,10159606734000029_10159607456360029,460123390028_10159606734000029,,2017-11-14 13:43:37,0,0,0,0,0,0,0,0,Hi I like your conutery you help me,[],[]
56,10159602030970029_10159602848815029,460123390028_10159602030970029,,2017-11-13 11:24:14,0,0,0,0,0,0,0,0,Bravo,[],[]
57,10159599947835029_10159602122835029,460123390028_10159599947835029,,2017-11-13 07:59:39,0,0,0,0,0,0,0,0,Difficile de parle d'énergie propre dans le monde a cause de l'asymétrie de l'information sur le progrès techniques,[],[]
58,10159599947835029_10159602075135029,460123390028_10159599947835029,,2017-11-13 07:33:51,0,0,0,0,0,0,0,0,"MADECTH est une institution Haïtienne qui travail dans la lutte contre le changement Climatique,le Développement durable et l'autonomie administrative et financière Des Collectivités Territoriales Haïtienes , ecris à l'adresse electronique suivante : madecth .2004.haiti.com",[],[]
59,10159599947835029_10159602068575029,460123390028_10159599947835029,,2017-11-13 07:30:17,0,0,0,0,0,0,0,0,MADECTH est proche vous Les entreprises Canadiennes. La croissance propre est importante pour l'avenir de planète.,[],[]
60,10159599947835029_10159601109950029,460123390028_10159599947835029,,2017-11-12 23:36:33,1,1,0,0,0,0,0,0,L'énergie propre n'existe pas sauf dans un monde imaginaire!,[],[]
61,10159599947835029_10159600033735029,460123390028_10159599947835029,,2017-11-12 17:34:52,0,0,0,0,0,0,0,0,La situation WIN-WIN ÉCONOMIE ET ÉCOLOGIE À LA FOIS .. POURQUOI PAS.,[],[]
62,10159599947835029_10159602047425029,460123390028_10159599947835029,,2017-11-13 07:23:36,0,0,0,0,0,0,0,0,Alternons vers la technologie propre,[],[]
63,10159596531985029_10159597604660029,460123390028_10159596531985029,,2017-11-12 05:31:11,0,0,0,0,0,0,0,0,Bon gouvernement !,[],[]
64,10159588661745029_10159588690790029,460123390028_10159588661745029,,2017-11-10 06:28:23,0,0,0,0,0,0,0,0,Le Canada ne donne pas ou ne forme pas les étudiants sur les métiers de l'environnement car moi je fais cela mon université mais je veux approfondir mes connaissances.,[],[]
65,10159560616095029_10159576632020029,460123390028_10159560616095029,,2017-11-07 10:20:54,0,0,0,0,0,0,0,0,SUPER!🤗🤗🤗,[],[]
66,10159555896635029_10159557013665029,460123390028_10159555896635029,,2017-11-02 20:10:59,0,0,0,0,0,0,0,0,Malade!,[],[]
67,10159528617485029_10159531153935029,460123390028_10159528617485029,,2017-10-28 01:55:30,0,0,0,0,0,0,0,0,Bonjour très cher j'aimerai en savoir plus sur cette fondation,[],[]
68,10159528617485029_10159558584985029,460123390028_10159528617485029,10159528617485029_10159531153935029,2017-11-03 07:56:46,0,0,0,0,0,0,0,0,Voici le lien de leur site Web : [[SHARE]],['#'],['http://energyminute.ca/#/']
69,10159512095280029_10159515579830029,460123390028_10159512095280029,,2017-10-24 16:33:12,0,0,0,0,0,0,0,0,Évitez les bonbons avec Tartrazine...excitant à déclaration obligatoire... mettez les petits détectives sur ça!,[],[]
70,10159494192805029_10159503946725029,460123390028_10159494192805029,,2017-10-21 19:56:15,0,0,0,0,0,0,0,0,"À Arzt Chirurg, Je vous dis bonne chance et... bienvenu chez-vous!!!",[],[]
71,10159494192805029_10159503141320029,460123390028_10159494192805029,,2017-10-21 16:03:16,0,0,0,0,0,0,0,0,Salut je suis tunisien j'obtiens mon master en géologie appliqué à l'environnement.si possible je veux un sujet de doctorat chez vous et merci,[],[]
72,10159398975045029_10159400362255029,460123390028_10159398975045029,,2017-09-27 18:05:43,0,0,0,0,0,0,0,0,"Si vous cherchez à maximiser votre impact, et à capturer le plus d'émission de CO2 par dollar donné, je vous recommande de considérer l'OBNL Cool Earth:",[],['https://www.givingwhatwecan.org/report/cool-earth/']
73,10159390451520029_10159394681295029,460123390028_10159390451520029,,2017-09-26 11:17:25,1,1,0,0,0,0,0,0,Courtney Kelly you would literally be perfect for this position!,[],[]
74,10159390451520029_10159390914665029,460123390028_10159390451520029,,2017-09-25 13:59:59,1,1,0,0,0,0,0,0,Votre pays est un modèle à suivre,[],[]
75,10159390451520029_10159390504825029,460123390028_10159390451520029,,2017-09-25 11:56:25,1,1,0,0,0,0,0,0,Lyne Mørissette,[],[]
76,10159390451520029_10159391230215029,460123390028_10159390451520029,,2017-09-25 15:20:47,1,0,0,1,0,0,0,0,Marie Boum,[],[]
77,10159377133730029_10159382817975029,460123390028_10159377133730029,,2017-09-23 17:36:10,0,0,0,0,0,0,0,0,Pourquoi des conversations internationnales monsieur Le ministre se sera pas mieux ceux qui la nature ouvre,[],[]
78,10159367944465029_10159381162950029,460123390028_10159367944465029,,2017-09-23 10:19:49,0,0,0,0,0,0,0,0,"Etrange, car Maria et José c'est Marie et Joseph en espagnol! Il ne manque que le messie...",[],[]
79,10159344570035029_10159367574600029,460123390028_10159344570035029,,2017-09-20 12:29:53,0,0,0,0,0,0,0,0,"Comme toujours avec la science du climat, la réponse n’est pas réellement tranchée. Mais nombre de chercheurs estiment que les ouragans se renforceront à mesure que la planète se réchauffe, Irene leur apparaissant comme un signe avant-coureur de cette tendance. Un fait est bel et bien établi : le nombre de cyclones reste stable tandis que leur puissance globale augmente depuis un demi siècle. Ainsi, une étude publiée en août dans la revue Nature montrait-elle, en se basant sur les enregistrements des vitesses maximales des vents, que l’énergie totale dissipée par les ouragans de l’Atlantique Nord et du Pacifique Ouest avait augmenté de % depuis ans. '' pas en cause dans quelle sence on est dac sur le nobre d'ouragant mais jouer au démentie quand c'est semble bien evidans depuit pamal longtemp non y en a pas plus mais il sont plus fort. faudrait précisé la nuance ,",[],['http://ecologie.blog.lemonde.fr/2011/08/30/quel-est-limpact-du-changement-climatique-sur-les-ouragans/']
80,10159344570035029_10159364951840029,460123390028_10159344570035029,,2017-09-19 20:40:30,0,0,0,0,0,0,0,0,Je serais curieux de connaitre les effets de l'activité solaire sur l'atmosphère terrestre. Il semble il y avoir une corrélation entre le début du cycle actif du soleil avec la force des ouragans...,[],[]
81,10159341016610029_10159355542955029,460123390028_10159341016610029,,2017-09-17 19:28:12,1,1,0,0,0,0,0,0,On y va!,[],[]
