,status_id,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,status_message_cleaned,hashtags,urls
0,883120228472315_1488271631290502,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1488271631290502/?type=3,2017-12-30 11:20:06,22,0,1,20,1,1,0,0,0,0,Our scientist discovered a new strain of bacterium that helps fight fungal diseases! It was named in honour of Canada :,[],['http://ow.ly/Lzo230hoEtK']
1,883120228472315_1480418065409192,Agriculture and Agri-Food Canada,link,http://ow.ly/IeNX309QVcm,2017-12-30 10:00:00,14,3,1,14,0,0,0,0,0,0,We're counting down to with our Top posts from the past year! Here is number :,['#Canada150'],[]
2,883120228472315_1487397194711279,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1487397194711279/?type=3,2017-12-29 13:05:07,11,1,1,11,0,0,0,0,0,0,"Artic Science Month is winding down, but our scientists are looking ahead at greenhouse technology- one of the keys to bringing more Canadian agriculture up North!",[],['http://ow.ly/ra3X30hoEmg']
3,883120228472315_1487380794712919,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1487380794712919/?type=3,2017-12-29 12:40:05,2,0,1,2,0,0,0,0,0,0,"A diverse agricultural sector is a strong sector, that’s why it's supported under the Canadian Agricultural Partnership.",[],['http://ow.ly/XfYv30hoKWX']
4,883120228472315_1487361851381480,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1487361851381480/?type=3,2017-12-29 12:10:10,2,1,2,2,0,0,0,0,0,0,Looking for a special New Year’s recipe? Try our delicious Grilled Salmon with Berry Compote:,[],['http://ow.ly/Asbj30hnG8S']
5,883120228472315_1487336418050690,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1487336418050690/?type=3,2017-12-29 11:30:20,7,1,1,7,0,0,0,0,0,0,Learn more about antimicrobial resistance in the latest issue of Agri-info:,[],['http://ow.ly/tCcX30hnFYF']
6,883120228472315_1480417742075891,Agriculture and Agri-Food Canada,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1224495224334812/?type=3,2017-12-29 10:00:00,7,2,1,7,0,0,0,0,0,0,We're counting down to with our Top posts from the past year! Here is number :,['#Canada150'],[]
7,883120228472315_1486530108131321,Lake Whitefish from Hay River | WE ARE THE BEST,video,http://ow.ly/uJvo30hoKTm,2017-12-28 13:15:07,4,0,0,4,0,0,0,0,0,0,"To celebrate , chef Ricardo Larrivée is travelling across Canada to highlight the amazing food our country produces. Join Ricardo this week as he travels to the the Northwest Territories to learn about lake whitefish.",['#Canada150'],['http://ow.ly/uJvo30hoKTm']
8,883120228472315_1486492141468451,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1486492141468451/?type=3,2017-12-28 12:20:05,6,0,3,6,0,0,0,0,0,0,"Winter is here, but thanks to modern Canadian agriculture methods, we can eat a wide variety of foods during the winter months! We’ve come a long way:",[],['http://ow.ly/sQ6y30hoKOm']
9,883120228472315_1486457791471886,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1486457791471886/?type=3,2017-12-28 11:30:21,12,0,2,11,1,0,0,0,0,0,Canadian agriculture is thriving and our scientists are hard at work finding ways to improve it even more! Check out some of their most recent work:,[],['http://ow.ly/Jkwy30hnFQv']
10,883120228472315_1480417142075951,Agriculture and Agri-Food Canada,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1224551867662481/?type=3,2017-12-28 10:00:00,26,2,2,26,0,0,0,0,0,0,We're counting down to with our Top posts from the past year! Here is number :,['#Canada150'],[]
11,883120228472315_1485618344889164,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1485618344889164/?type=3,2017-12-27 12:10:07,19,1,3,19,0,0,0,0,0,0,Canadian cranberries are rising stars in the berry world. Find out why:,[],['http://ow.ly/5QZ830hnFCq']
12,883120228472315_1485588241558841,Agriculture and Agri-Food Canada,link,http://ow.ly/3z5T30hnFqe,2017-12-27 11:30:08,4,0,0,4,0,0,0,0,0,0,Stay up to date with latest photos of agriculture related events and infographics by following us on Flickr:,[],['http://ow.ly/3z5T30hnFqe']
13,883120228472315_1485541471563518,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1485541471563518/?type=3,2017-12-27 10:35:06,66,8,13,64,2,0,0,0,0,0,"Our scientists developed new potato varieties, and Canadian companies have given them names inspired by ! Check them out:",['#Canada150'],['http://ow.ly/F5N830hoE6w']
14,883120228472315_1480416642076001,Agriculture and Agri-Food Canada,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1299308603520140/?type=3,2017-12-27 10:00:00,6,1,0,6,0,0,0,0,0,0,We're counting down to with our Top posts from the past year! Here is number :,['#Canada150'],[]
15,883120228472315_1480416225409376,Agriculture and Agri-Food Canada,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1437665633017769/?type=3,2017-12-26 10:00:00,20,2,0,20,0,0,0,0,0,0,We're counting down to with our Top posts from the past year! Here is number :,['#Canada150'],[]
16,883120228472315_1480416012076064,Agriculture and Agri-Food Canada,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1378977312219935/?type=3,2017-12-25 10:00:00,26,0,0,26,0,0,0,0,0,0,We're counting down to with our Top posts from the past year! Here is number :,['#Canada150'],[]
17,883120228472315_1480414142076251,Agriculture and Agri-Food Canada,link,http://ow.ly/iNAI30bYwIH,2017-12-24 10:00:00,11,0,0,11,0,0,0,0,0,0,We're counting down to with our Top posts from the past year! Here is number :,['#Canada150'],[]
18,883120228472315_1480413838742948,Agriculture and Agri-Food Canada,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1445723398878659/?type=3,2017-12-23 10:00:00,9,0,1,9,0,0,0,0,0,0,We're counting down to with our Top posts from the past year! Here is number :,['#Canada150'],[]
19,883120228472315_1481158592001806,Over Wintering Strategies: New vineyard management practices,video,http://ow.ly/APMz30hozFy,2017-12-22 12:05:10,9,0,1,9,0,0,0,0,0,0,Cold snaps in the winter can be devastating for Canadian vineyards- that's why our scientists are hard at work finding ways to protect against them:,[],['http://ow.ly/APMz30hozFy']
20,883120228472315_1481120765338922,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1481120765338922/?type=3,2017-12-22 11:10:12,7,0,0,6,1,0,0,0,0,0,Find out how our researchers are helping the cranberry industry increase harvests and yields:,[],['http://ow.ly/oL3l30hozz6']
21,883120228472315_1481067065344292,Agriculture and Agri-Food Canada,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1328646340586366/?type=3,2017-12-22 10:04:54,14,1,2,14,0,0,0,0,0,0,"We're counting down to with our Top posts from the past year! To kick things off, here is number :",['#Canada150'],[]
22,883120228472315_1480393262078339,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1480393262078339/?type=3,2017-12-21 14:55:04,1,0,0,1,0,0,0,0,0,0,Read the latest issue of Agri-info to learn why eerts from around the world gathered in Montreal to help specialty crop farmers:,[],['http://ow.ly/qbov30hneLn']
23,883120228472315_1480283658755966,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1480283658755966/?type=3,2017-12-21 12:00:48,17,2,5,15,1,1,0,0,0,0,"Now that winter is here, you may be thinking of hibernating- but soil doesn't! In fact, our scientists have studied what it gets up to under its blanket of snow, and how it affects Canadian agriculture:",['#WinterSolstice'],['http://ow.ly/21J630hneHL']
24,883120228472315_1480218042095861,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1480218042095861/?type=3,2017-12-21 10:35:32,7,2,0,7,0,0,0,0,0,0,"There may already be snow on the ground where you are, but winter officially arrives today! Check out how our scientists help Canada's agricultural sector prepare:",['#WinterSolstice'],['http://ow.ly/JRfh30hndSE']
25,883120228472315_1479273425523656,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1479273425523656/?type=3,2017-12-20 10:23:53,23,2,4,23,0,0,0,0,0,0,Did you know Canada is the second largest producer of cranberries in the world? Learn more about this tart red treat: 0,[],['http://ow.ly/wFAS30hlEs']
26,883120228472315_1478448418939490,Growing Corn in the Cold,video,http://ow.ly/YFWx30hk8hq,2017-12-19 12:20:07,9,0,0,8,1,0,0,0,0,0,"Our scientists worked hard to develop a way to extend the growing season of corn, allowing it to be produced in Newfoundland!",[],['http://ow.ly/YFWx30hk8hq']
27,883120228472315_1478384128945919,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1478384128945919/?type=3,2017-12-19 11:03:19,20,1,10,19,0,0,1,0,0,0,"Have you heard of swath grazing? It’s a winter feeding technique for beef cattle. Crops grown during the summer are cut in September, and are left in the field. This allows cows to continue grazing during the winter months. It’s less work, and it saves money. Celebrate Canadian agriculture and learn more fun facts:",[],['http://ow.ly/IuK330hk7wQ']
28,883120228472315_1477459692371696,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1477459692371696/?type=3,2017-12-18 12:05:06,27,6,4,26,1,0,0,0,0,0,Our scientists work to make sure Canadian agriculture keeps on innovating! Check out some of the science that’s underway:,[],['http://ow.ly/d67n30hiuma']
29,883120228472315_1477381702379495,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1477381702379495/?type=3,2017-12-18 10:31:51,7,2,5,7,0,0,0,0,0,0,A strong sector reflects the diversity of all of our communities.,"['#CdnAg', '#CdnAgPartnership']",['http://ow.ly/aNtc30hitCL']
30,883120228472315_1474573269327005,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1474573269327005/?type=3,2017-12-15 15:01:15,9,2,3,7,1,0,0,0,1,0,Are you hosting friends this weekend? Impress them with our Crispy Pork Ribs with Maple Syrup:,[],['http://ow.ly/uIxi30hfsYy']
31,883120228472315_1474421846008814,Reducing greenhouse gases in dairy production,video,https://youtu.be/5N6AicFD6QU,2017-12-15 11:50:04,11,3,3,9,1,0,0,0,1,0,Different feed for Canadian dairy cows could lead to improved milk yields AND lower greenhouse gas emissions! Learn more about what our scientists are studying:,[],[]
32,883120228472315_1474326136018385,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1474326136018385/?type=3,2017-12-15 10:07:02,2,1,1,2,0,0,0,0,0,0,We recently ran our first survey on what Canadians think about our agricultural sector. Read the results in the latest issue of Agri-info:,[],['http://ow.ly/wevN30hfsDI']
33,883120228472315_1473515746099424,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1473515746099424/?type=3,2017-12-14 15:00:18,11,1,1,11,0,0,0,0,0,0,The Canadian Agricultural Partnership will help advance science and innovation for sustainable and clean growth of the sector :,['#CdnAg'],['ow.ly/WdpP30hegSy']
34,883120228472315_1473426732774992,,status,,2017-12-14 13:10:06,0,0,0,0,0,0,0,0,0,0,"To celebrate , chef Ricardo Larrivée is travelling across Canada to highlight the amazing food our country produces. Join Ricardo this week as he visits a sweet cherry producer in BC's Okanagan Valley.",['#Canada150'],['ow.ly/9A2o30hegLS']
35,883120228472315_1472539242863741,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1472539242863741/?type=3,2017-12-13 15:30:10,29,4,8,28,1,0,0,0,0,0,Did you know Canada is the third largest pork erter in the world? We erted to countries in ! Learn more:,[],['ow.ly/1TGf30hcTUg']
36,883120228472315_1472511526199846,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1472511526199846/?type=3,2017-12-13 14:50:08,26,5,4,26,0,0,0,0,0,0,Our scientist's study found that soil decomposes faster in warmer weather; this may lead to a need for change in how/when Canadian farmers fertilize their fields. Read more about this study: 9,[],['ow.ly/DgPk30hcTL']
37,883120228472315_1472488832868782,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1472488832868782/?type=3,2017-12-13 14:20:10,8,0,5,8,0,0,0,0,0,0,A new process has been shown to improve the flavour and texture of frozen vegetables. Read more in Agri-info:,[],['ow.ly/pU3030hcTCY']
38,883120228472315_1471489436302055,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1471489436302055/?type=3,2017-12-12 14:01:20,4,0,1,4,0,0,0,0,0,0,A new process has been shown to improve the flavour and texture of frozen vegetables. Read more in Agri-info:,[],['http://ow.ly/6ywJ30hbnhm']
39,883120228472315_1471427952974870,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1471427952974870/?type=3,2017-12-12 12:40:12,7,2,1,7,0,0,0,0,0,0,We’re celebrating Canadian agriculture. See how much we’ve grown!,[],[]
40,883120228472315_1471348436316155,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1471348436316155/?type=3,2017-12-12 10:51:01,6,0,0,6,0,0,0,0,0,0,"To commemorate the start of the in Paris, we wanted to highlight the hard work our scientists are doing to reduce the environmental impact of Canada’s agricultural sector:",['#OnePlanetSummit'],['http://ow.ly/dvSp30hb3yr']
41,883120228472315_1470468843070781,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1470468843070781/?type=3,2017-12-11 12:35:03,11,0,3,11,0,0,0,0,0,0,"Did you know that thousands of Canadian farms are using renewable energy sources? Thanks to our scientists, that's not the only way agriculture is reducing its environmental impact:",[],['http://ow.ly/3D4d30h9gOz']
42,883120228472315_1470363476414651,AgricultureCanadaEng,link,http://ow.ly/o2mw30h9gVf,2017-12-11 10:24:04,7,0,1,7,0,0,0,0,0,0,Subscribe to our YouTube channel to see our latest videos on Canadian agriculture:,[],['http://ow.ly/o2mw30h9gVf']
43,883120228472315_1467583393359326,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1467583393359326/?type=3,2017-12-08 13:40:07,7,0,2,7,0,0,0,0,0,0,The Canadian Agricultural Partnership prioritizes helping eand access to domestic and international markets for sector: u,['#CdnAg'],['http://ow.ly/hFux30h6j7']
44,883120228472315_1467543690029963,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1467543690029963/?type=3,2017-12-08 12:50:04,28,2,7,27,1,0,0,0,0,0,"Canada produced over ,000 metric tonnes of greenhouse vegetables in . That’s A LOT of salad! Read up on Canada’s greenhouse veggie industry in our yearly statistics report:",[],['http://ow.ly/dtYC30h6j2q']
45,883120228472315_1467506006700398,Meet a Canadian Pork Farmer,link,http://ow.ly/a21p30h6iF9,2017-12-08 12:00:21,10,1,3,9,1,0,0,0,0,0,"Because of their high standards on the farm, rest assured that the pork we eat is safe and high quality. Meet a Canadian pork farmer: 9",[],['http://ow.ly/a21p30h6iF']
46,883120228472315_1467463023371363,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1467463023371363/?type=3,2017-12-08 11:05:30,8,2,11,8,0,0,0,0,0,0,Did you know that the Canadian Agricultural Loans Act Program can help you get a loan to improve your farm? Learn more from Agri-info:,[],['http://ow.ly/K9so30h6ixR']
47,883120228472315_1466455103472155,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1466455103472155/?type=3,2017-12-07 10:30:27,11,1,1,11,0,0,0,0,0,0,: The first samples of Marquis wheat are sent to the Prairies for final testing. Marquis wheat opens the Prairies to agriculture and allows Canada to start trading internationally. Celebrate years of agriculture and learn more about Canadian wheat.,['#TBT'],[]
48,883120228472315_1465663383551327,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1465663383551327/?type=3,2017-12-06 15:00:18,7,0,1,6,1,0,0,0,0,0,Our scientists are hard at work innovating and adapting our agriculture to a world that keeps on changing! Check out some of their latest achievements:,[],['ow.ly/c7um30h3wRt']
49,883120228472315_1465579930226339,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1465579930226339/?type=3,2017-12-06 13:01:06,3,0,1,3,0,0,0,0,0,0,"Scientists have developed a precision feeding system that gives each pig the exact amount of feed it needs daily, based on its size and growth rate. Find out how this can benefit the environment:",[],['http://ow.ly/IALh30h3wJj']
50,883120228472315_1464680676982931,,status,,2017-12-05 16:10:06,3,0,1,3,0,0,0,0,0,0,Check out the Canadian Agricultural Partnership’s federal initiatives and learn how they support Canadian agriculture : d,[],['http://ow.ly/lNZf30h29p']
51,883120228472315_1464659630318369,,video,https://www.facebook.com/CanadianAgriculture/videos/1464659630318369/,2017-12-05 15:40:31,18,3,2,14,0,0,4,0,0,0,The winner is D) Shortbread! Check out this cookie recipe to include in your holiday baking:,"['#CdnAg', '#NationalCookieDay', '#HeritageGourmet', '#TriviaTuesday']",['ow.ly/8d3z30h28QW']
52,883120228472315_1464640890320243,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1464640890320243/?type=3,2017-12-05 15:15:13,7,0,4,7,0,0,0,0,0,0,Our scientist's study found that warmer soil decomposes the litter within it faster- this may lead to a need for change in how and when applies fertilizers. Celebrate World Soil Day and learn more: u,['#CdnAg'],['http://ow.ly/Cbju30h28x']
53,883120228472315_1464621733655492,The Chemistry of Soil,video,http://ow.ly/s1JX30h28dZ,2017-12-05 14:45:09,15,0,2,15,0,0,0,0,0,0,"Did you know our scientists have been growing and studying wheat at the research centre in Lethbridge, Alberta for years? That soil has provided a century of information!",[],['http://ow.ly/s1JX30h28dZ']
54,883120228472315_1464595263658139,The Biology of Soil,video,http://ow.ly/Wjhn30h27XC,2017-12-05 14:05:07,18,1,6,15,3,0,0,0,0,0,"Did you know there are billions of organisms in a spoonful of soil? On this World Soil Day, see how they play a part in Canadian agriculture: C",[],['ow.ly/Wjhn30h27X']
55,883120228472315_1463592887091710,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1463592887091710/?type=3,2017-12-04 13:40:04,9,1,2,9,0,0,0,0,0,0,"Have you tasted low-fat cheese lately? If the last time you tried low-fat cheese was years ago and you were disappointed by its rigid texture, it’s time you tried it again! Researchers at the Saint-Hyacinthe Research and Development Centre have worked hard to help the industry develop new low-fat products with properties similar to regular cheese.",[],['http://ow.ly/LrZG30gZVy3']
56,883120228472315_1463530437097955,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1463530437097955/?type=3,2017-12-04 12:25:06,22,0,8,22,0,0,0,0,0,0,"In , Canada produced over million pounds of honey. Pretty sweet! Learn more about Canada’s honey and bee industry from our yearly statistics report:",[],['http://ow.ly/7IV230gZVOH']
57,883120228472315_1463509417100057,The Importance of Soil,video,http://ow.ly/HKvJ30gZV9C,2017-12-04 11:55:07,14,3,7,14,0,0,0,0,0,0,Tomorrow is World Soil Day! Join us as we share how important soil is to Canadians: 9C,[],['http://ow.ly/HKvJ30gZV']
58,883120228472315_1463444893773176,AAFC Canada (@AAFC_Canada) | Twitter,link,http://ow.ly/yQOb30gZVZD,2017-12-04 10:40:04,3,0,0,3,0,0,0,0,0,0,"Follow us on for info on Canadian agriculture, characters at a time: D",[],['http://ow.ly/yQOb30gZVZ']
59,883120228472315_1463407617110237,giphy.com,link,https://giphy.com/gifs/lUnbg5saTIVjO,2017-12-04 09:59:40,18,17,5,16,2,0,0,0,0,0,"Its ! that produces over ,000 tonnes of cookies every year? Celebrate with us and vote for your favourite cookie. We’ll share the secret recipe for your winner tomorrow! a) Gingerbread b) Molasses Cookies c) Pumpkin Cookies d) Shortbread","['#NationalCookieDay', '#DYK', '#Canada', '#CdnAg']",[]
60,883120228472315_1460596580724674,Natural Defences of Plants,video,http://ow.ly/1SGs30gWX52,2017-12-01 15:00:39,17,2,4,15,2,0,0,0,0,0,"Our scientists are finding a way to use some ""flower power"" to help Canadian farmers fight off pests. Find out how: 2",[],['http://ow.ly/1SGs30gWX5']
61,883120228472315_1460546090729723,Infographic: Canadian Agricultural Partnership - Innovate. Grow. Prosper.,link,http://ow.ly/kqAd30gXdGa,2017-12-01 13:48:52,1,0,3,1,0,0,0,0,0,0,The Canadian Agricultural Partnership prioritizes helping eand access to domestic and international markets for the sector:,['#CdnAg'],['http://ow.ly/kqAd30gXdGa']
62,883120228472315_1460461107404888,Timeline Photos,photo,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1460461107404888/?type=3,2017-12-01 12:01:32,4,1,0,4,0,0,0,0,0,0,"Lingonberries are proving to be more than just a small, tart, and slightly sweet relative of the blueberry. There's a growing case that the potential health benefits of this rising superfood are many:",[],['http://ow.ly/pdCq30gWWRM']
