owner,created_at,id,post_id,text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_filtered_spell_corrected,text_sentiment_scores,text_corrected_sentiment_scores,text_sentiment_scores_type,text_corrected_sentiment_scores_type,text_original,text_sentiment_original_scores,text_sentiment_original_scores_type
"{""username"":""focused_on_canada"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/16465879_712659412241317_4468869357878902784_a.jpg"",""id"":""2714045""}",1491340911,1.79e+16,2017-04-04_13-27-48,Merci de prÃ©senter ma photo!,[],[],Merci de senter photo,"['Merci', 'de', 'senter', 'photo']","[u'merci', 'de', u'senter', u'photo']",Merci de enter photo,0.0,0.0,Neutral,Neutral,Merci de prÃ©senter ma photo!,0.375,positive
"{""username"":""sarahoflo"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11417276_386674341530419_161517268_a.jpg"",""id"":""305824974""}",1491667267,1.79e+16,2017-04-08_08-09-16,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,@barker_jesse,0.0,neutral
"{""username"":""jeanmichelbrenienek"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14709554_361526997521209_8817336347065843712_a.jpg"",""id"":""4104242941""}",1491769138,1.79e+16,2017-04-09_10-40-38,Hommage ce jour Ã  Vimy en France !,[],[],Hommage ce jour Vimy en France,"['Hommage', 'ce', 'jour', 'Vimy', 'en', 'France']","[u'hommag', 'ce', u'jour', u'vimi', 'en', u'franc']",Homage ce your Him en France,0.0,0.0,Neutral,Neutral,Hommage ce jour Ã  Vimy en France !,0.0,neutral
"{""username"":""bigchiefbeef"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/10950428_406256886200150_850803240_a.jpg"",""id"":""226939688""}",1492221912,1.79e+16,2017-04-10_13-34-11,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,ðŸ‘,0.0,neutral
"{""username"":""focused_on_canada"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/16465879_712659412241317_4468869357878902784_a.jpg"",""id"":""2714045""}",1491867554,1.79e+16,2017-04-10_13-34-11,Merci de prÃ©senter ma photo,[],[],Merci de senter photo,"['Merci', 'de', 'senter', 'photo']","[u'merci', 'de', u'senter', u'photo']",Merci de enter photo,0.0,0.0,Neutral,Neutral,Merci de prÃ©senter ma photo,0.3,positive
"{""username"":""jeanne_tessou"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12940050_775399249262282_1518194983_a.jpg"",""id"":""2088419667""}",1494261733,1.79e+16,2017-04-12_13-25-13,Magnifique,[],[],Magnifique,['Magnifique'],[u'magnifiqu'],Magnifique,0.0,0.0,Neutral,Neutral,Magnifique,1.0,positive
"{""username"":""schrodobaggins"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15802770_159619087855746_573256032390742016_a.jpg"",""id"":""1348921182""}",1492061125,1.79e+16,2017-04-12_13-25-13,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,ðŸ˜²,0.0,neutral
"{""username"":""cwf_fcf"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15802274_400498946952639_2413330814973509632_a.jpg"",""id"":""449240835""}",1492043391,1.79e+16,2017-04-12_13-25-13,Bonne !,"['#SemaineDeLaFaune', '#ConserveLesMerveilles']",[],Bonne,['Bonne'],[u'bonn'],Bonne,0.0,0.0,Neutral,Neutral,Bonne #SemaineDeLaFaune! #ConserveLesMerveilles,0.875,positive
"{""username"":""immigratecanadian"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14733377_1735800076672209_5086034056412397568_a.jpg"",""id"":""4103251429""}",1492030311,1.79e+16,2017-04-12_13-25-13,I like your style!,[],[],like style,"['like', 'style']","[u'like', u'style']",like style,0.0,0.0,Neutral,Neutral,I like your style!,0.0,neutral
"{""username"":""pinealprojects"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14052684_1735504180032240_2081894257_a.jpg"",""id"":""3650355307""}",1492137026,1.79e+16,2017-04-13_14-35-42,"Great content, I love this! I think you would resonate with the stuff i talk about. Feel free to take a look",[],[],Great content love think would resonate stuff talk Feel free take look,"['Great', 'content', 'love', 'think', 'would', 'resonate', 'stuff', 'talk', 'Feel', 'free', 'take', 'look']","[u'great', u'content', u'love', u'think', u'would', u'reson', u'stuff', u'talk', u'feel', u'free', u'take', u'look']",Great content love think would resolute stuff talk Feel free take look,0.566666667,0.566666667,Positive,Positive,"Great content, I love this! I think you would resonate with the stuff i talk about. Feel free to take a look ðŸ˜„",0.8125,positive
"{""username"":""dancer_is_cool"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14701185_1245886662119700_3399187201391591424_a.jpg"",""id"":""4088233173""}",1492381115,1.79e+16,2017-04-15_12-09-36,So cute,[],[],cute,['cute'],[u'cute'],cut,0.5,0.0,Positive,Neutral,So cute,0.0,neutral
"{""username"":""genstmp"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25039082_2027160454236385_9038467376865083392_n.jpg"",""id"":""23254845""}",1492286252,1.79e+16,2017-04-15_12-09-36,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,@chachtaouk,0.0,neutral
"{""username"":""lheuredebarouder"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15624618_1204684162948204_6701310023089258496_a.jpg"",""id"":""2960213367""}",1492284151,1.79e+16,2017-04-15_12-09-36,Trop chou,[],[],Trop chou,"['Trop', 'chou']","[u'trop', u'chou']",Drop thou,0.0,0.0,Neutral,Neutral,Trop chou ðŸ˜ðŸ’›,-0.25,negative
"{""username"":""charlyne_on_my_way"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26331186_920514541437949_6262494988278431744_n.jpg"",""id"":""39422179""}",1492393692,1.79e+16,2017-04-16_16-23-59,Lovely,[],[],Lovely,['Lovely'],[u'love'],Lovely,0.5,0.5,Positive,Positive,Lovely ðŸ˜Š,0.0,neutral
"{""username"":""jeanneminganienne"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15876127_1890562991177620_2659022598075056128_n.jpg"",""id"":""1906552033""}",1492388708,1.79e+16,2017-04-16_16-23-59,Wow,[],[],Wow,['Wow'],[u'wow'],Now,0.1,0.0,Neutral,Neutral,Wow ðŸ˜,0.0,neutral
"{""username"":""zovargo"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15875669_435878426802282_2600535520144523264_a.jpg"",""id"":""1910021448""}",1492565541,1.79e+16,2017-04-18_13-21-21,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,ðŸ¾,0.0,neutral
"{""username"":""distorted.lens"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25009211_154593805265042_2007190465421508608_n.jpg"",""id"":""26837009""}",1492553976,1.79e+16,2017-04-18_13-21-21,Nice!,[],[],Nice,['Nice'],[u'nice'],Vice,0.6,0.0,Positive,Neutral,Nice!,0.0,neutral
"{""username"":""les_tribulations_de_rachel"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11419150_1607168012877554_527249179_a.jpg"",""id"":""23727227""}",1492549299,1.79e+16,2017-04-18_13-21-21,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,ðŸ˜ðŸ˜ðŸ˜,0.0,neutral
"{""username"":""todayplaces"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23347482_1439308852833056_1238662267449376768_n.jpg"",""id"":""1453499130""}",1492724229,1.79e+16,2017-04-20_14-26-19,Looks so great!,[],[],Looks great,"['Looks', 'great']","[u'look', u'great']",Looks great,0.8,0.8,Positive,Positive,Looks so great!,0.0,neutral
"{""username"":""grasi_vicentini_nocanada"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20582825_1941192579476858_6690023415971053568_a.jpg"",""id"":""31839349""}",1492818466,1.79e+16,2017-04-21_14-13-42,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,ðŸ˜ðŸ˜ðŸ˜,0.0,neutral
"{""username"":""mamie_amour"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13734249_1260214360664336_380612558_a.jpg"",""id"":""336442210""}",1493164581,1.79e+16,2017-04-22_17-54-30,J'y serais dans jours et heures,[],[],jours heures,"['jours', 'heures']","[u'jour', u'heur']",hours here,0.0,0.0,Neutral,Neutral,J'y serais dans ðŸ’¯ jours et 15 heures ðŸ˜ðŸ˜œ,0.0,neutral
"{""username"":""julianmoratomarin"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/17493932_208827186269836_758088755973193728_a.jpg"",""id"":""3256077527""}",1492986929,1.79e+16,2017-04-22_17-54-30,I love this place,[],[],love place,"['love', 'place']","[u'love', u'place']",love place,0.5,0.5,Positive,Positive,I love this place,0.0,neutral
"{""username"":""sfs_linda"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/16230151_373406033029532_1020769582861778944_a.jpg"",""id"":""203147523""}",1492913431,1.79e+16,2017-04-22_17-54-30,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,@mookichii,0.0,neutral
"{""username"":""voicesforbiodiversity"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13694503_1775309262681297_119868193_a.jpg"",""id"":""3413663159""}",1492910639,1.79e+16,2017-04-22_17-54-30,Wonderful view,[],[],Wonderful view,"['Wonderful', 'view']","[u'wonder', u'view']",Wonderful view,1.0,1.0,Positive,Positive,Wonderful view,0.0,neutral
"{""username"":""sophie_kiwala"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20181251_1998783680147400_8428337005833748480_a.jpg"",""id"":""2527979396""}",1493035929,1.79e+16,2017-04-23_16-46-10,ï¸,[],[],,[],[],,0.0,0.0,Neutral,Neutral,âœ”ï¸âž•,0.0,neutral
"{""username"":""t.stolle"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13257074_1702064373382973_2010043101_a.jpg"",""id"":""173918353""}",1493000770,1.79e+16,2017-04-23_16-46-10,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,ðŸ‘Œ,0.0,neutral
"{""username"":""jadepm1987"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/18094494_1934316153458652_7537966521318899712_a.jpg"",""id"":""2211406559""}",1492992638,1.79e+16,2017-04-23_16-46-10,WOW cette photo est magnifique,[],[],WOW cette photo magnifique,"['WOW', 'cette', 'photo', 'magnifique']","[u'wow', u'cett', u'photo', u'magnifiqu']",WOW cette photo magnifique,0.1,0.1,Neutral,Neutral,WOW cette photo est magnifique â¤,1.0,positive
"{""username"":""staekkabrand"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/18722462_222357711601141_6697106620201041920_a.jpg"",""id"":""1819497040""}",1493129732,1.79e+16,2017-04-24_13-17-04,!!!,[],[],,[],[],,0.0,0.0,Neutral,Neutral,ðŸ˜ŠðŸ˜ŠðŸ˜ŠâœŒ!!!,0.0,neutral
"{""username"":""immigratecanadian"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14733377_1735800076672209_5086034056412397568_a.jpg"",""id"":""4103251429""}",1493073316,1.79e+16,2017-04-24_13-17-04,Very creative!,[],[],creative,['creative'],[u'creativ'],creative,0.5,0.5,Positive,Positive,Very creative! :-),0.5,positive
"{""username"":""leohabecker"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/18722696_132303390654987_3548047237407834112_a.jpg"",""id"":""1578879359""}",1494255665,1.79e+16,2017-04-25_12-21-57,ï¸,[],[],,[],[],,0.0,0.0,Neutral,Neutral,â¤ï¸,0.0,neutral
"{""username"":""alexmaclean"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/22280921_314570832342789_3971896398546206720_n.jpg"",""id"":""230467791""}",1493273327,1.79e+16,2017-04-26_13-48-52,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,ðŸ™Œ,0.0,neutral
"{""username"":""letsgohikingcanada"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19534824_522214268110195_7600859389586571264_a.jpg"",""id"":""3565699974""}",1493249193,1.79e+16,2017-04-26_13-48-52,So beautiful!,[],[],beautiful,['beautiful'],[u'beauti'],beautiful,0.85,0.85,Positive,Positive,So beautiful!,0.0,neutral
"{""username"":""cecilie.kristine"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25037508_317335708757570_1282004139642978304_n.jpg"",""id"":""1957294359""}",1493239823,1.79e+16,2017-04-26_13-48-52,Amazing,[],[],Amazing,['Amazing'],[u'amaz'],Amazing,0.6,0.6,Positive,Positive,Amazing âœŒ,0.0,neutral
"{""username"":""xrajotte"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25012939_141185153255208_4650724397814906880_n.jpg"",""id"":""243339259""}",1493642281,1.79e+16,2017-04-27_13-59-22,.xx,[],[],xx,['xx'],['xx'],xx,0.0,0.0,Neutral,Neutral,@jannik_jd @m_rajotte @hebert.xx,0.0,neutral
"{""username"":""tiphaany_dsa"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13151116_109515386130578_343772638_a.jpg"",""id"":""354717353""}",1493502205,1.79e+16,2017-04-27_13-59-22,Girl ! .to.dance.17 en plus on parle voyage en se moment,[],[],Girl to dance 17 plus parle voyage moment,"['Girl', 'to', 'dance', '17', 'plus', 'parle', 'voyage', 'moment']","[u'girl', 'to', u'danc', '17', u'plus', u'parl', u'voyag', u'moment']",Girl to dance 17 plus pale voyage moment,0.0,-0.21,Neutral,Neutral,Girl ! @born.to.dance.17 en plus on parle voyage en se moment ðŸ˜,0.15,positive
"{""username"":""vivianelanglois"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26070041_139636383387584_2901380657626218496_n.jpg"",""id"":""1696876423""}",1493496999,1.79e+16,2017-04-27_13-59-22,wouhouuuuuuu,[],[],wouhouuuuuuu,['wouhouuuuuuu'],[u'wouhouuuuuuu'],wouhouuuuuuu,0.0,0.0,Neutral,Neutral,@kimilegee wouhouuuuuuu,0.0,neutral
"{""username"":""kimilegee"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25012909_1947230328929265_7707718201680855040_n.jpg"",""id"":""1597255090""}",1493476993,1.79e+16,2017-04-27_13-59-22,Ã§a serait fou partir avec vous!!!!,[],[],serait fou partir avec vous,"['serait', 'fou', 'partir', 'avec', 'vous']","[u'serait', u'fou', u'partir', u'avec', u'vous']",serait for partie avec vous,0.0,0.0,Neutral,Neutral,@camvou @jomb01 @vivianelanglois Ã§a serait fou partir avec vous!!!! :),0.23779296875,positive
"{""username"":""desfenetressurlemonde"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20837486_123396724973459_1677587927732846592_a.jpg"",""id"":""2197611193""}",1493359885,1.79e+16,2017-04-27_13-59-22,ðŸ¤ž,[],[],,[],[],,0.0,0.0,Neutral,Neutral,ðŸ¤ž@axelbkz @b2koncept @gaelle_rgs,0.0,neutral
"{""username"":""sgpreroll"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/24838856_383202288787031_4978761157931171840_n.jpg"",""id"":""4514""}",1493347709,1.79e+16,2017-04-27_13-59-22,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,@marieeve_meilleur @robert_desroches @arianemeilleur,0.0,neutral
"{""username"":""dico395"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15803258_1191376704287413_6282176684502286336_a.jpg"",""id"":""645033527""}",1493332125,1.79e+16,2017-04-27_13-59-22,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,@lirettedanielle @dominiquelirette,0.0,neutral
"{""username"":""caro_felix2724"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11848947_158171964518357_1479592188_a.jpg"",""id"":""198272465""}",1493331479,1.79e+16,2017-04-27_13-59-22,"Moi j'irais avec ma petite famille Par exemple, je ne peux pas les ''taguer'' Nathan & FÃ©lix",[],[],Moi irais avec petite famille Par exemple je ne peux pas les taguer Nathan lix,"['Moi', 'irais', 'avec', 'petite', 'famille', 'Par', 'exemple', 'je', 'ne', 'peux', 'pas', 'les', 'taguer', 'Nathan', 'lix']","[u'moi', u'irai', u'avec', u'petit', u'famill', u'par', u'exempl', 'je', 'ne', u'peux', u'pas', u'les', u'taguer', u'nathan', u'lix']",Roi iris avec petite family War example je ne peur pas les eager Than six,0.0,0.0,Neutral,Neutral,"Moi j'irais avec ma petite famille â¤ Par exemple, je ne peux pas les ''taguer'' ðŸ˜‰ Nathan & FÃ©lix ðŸ˜˜â¤",0.1,positive
"{""username"":""julienbelanger123"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/18950182_1279134445517527_1974721878463348736_a.jpg"",""id"":""304393032""}",1493331383,1.79e+16,2017-04-27_13-59-22,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,@camishthefish,0.0,neutral
"{""username"":""fils_de_wat"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/11311939_1615896568652582_542814012_a.jpg"",""id"":""179748559""}",1493331255,1.79e+16,2017-04-27_13-59-22,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,@maglussea @xavbrouillette @anthogerbore,0.0,neutral
"{""username"":""sophiebinne"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/21980505_1127042520759536_32374144922288128_n.jpg"",""id"":""1918148234""}",1493329157,1.79e+16,2017-04-27_13-59-22,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,@joelle_touchette @justintouchette,0.0,neutral
"{""username"":""magloupdemer"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15403319_1730107273973494_6855088659947847680_a.jpg"",""id"":""20652747""}",1493327954,1.79e+16,2017-04-27_13-59-22,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,@fils_de_wat  @yanicklussier @karine_loiseau,0.0,neutral
"{""username"":""suofei21"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12135191_1130693627019880_1449217552_a.jpg"",""id"":""230928942""}",1494467615,1.79e+16,2017-04-28_20-03-40,J'adore ce site que nous avons visite en avec notre chien qui a pris la navette nautique!!,"['#vacancesdereve', '#eaucristalline', '#paradis', '#jamaissansmonchien', '#sanstraces']",[],adore site visite chien pris navette nautique,"['adore', 'site', 'visite', 'chien', 'pris', 'navette', 'nautique']","[u'ador', u'site', u'visit', u'chien', u'pris', u'navett', u'nautiqu']",adore site visit chief paris annette antique,0.0,0.0,Neutral,Neutral,J'adore ce site que nous avons visite en 2015 avec notre chien qui a pris la navette nautique!! ðŸ• #vacancesdereve #eaucristalline #paradis #jamaissansmonchien #sanstraces,0.25,positive
"{""username"":""macharichardson"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/21147769_147236835863187_7189437084958982144_a.jpg"",""id"":""2077319967""}",1493469424,1.79e+16,2017-04-28_20-03-40,Tellement beau ï¸,[],[],Tellement beau,"['Tellement', 'beau']","[u'tellement', u'beau']",Element beau,0.0,0.0,Neutral,Neutral,Tellement beau ðŸ˜®â¤ï¸,0.4,positive
"{""username"":""steth_girl"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26153600_517429145298583_4777322192406839296_n.jpg"",""id"":""529560049""}",1493441116,1.79e+16,2017-04-28_20-03-40,Thank you so much,[],[],Thank much,"['Thank', 'much']","[u'thank', u'much']",Thank much,0.2,0.2,Neutral,Neutral,Thank you so much ðŸ˜Š,0.0,neutral
"{""username"":""todayplaces"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23347482_1439308852833056_1238662267449376768_n.jpg"",""id"":""1453499130""}",1493599337,1.79e+16,2017-04-30_17-14-35,Amazing,[],[],Amazing,['Amazing'],[u'amaz'],Amazing,0.6,0.6,Positive,Positive,Amazing ðŸ˜,0.0,neutral
"{""username"":""explorecanada"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11821823_882049418497910_20709141_a.jpg"",""id"":""5470113""}",1493673121,1.79e+16,2017-05-01_13-43-13,C'est tellement beau!,[],[],tellement beau,"['tellement', 'beau']","[u'tellement', u'beau']",element beau,0.0,0.0,Neutral,Neutral,C'est tellement beau! ðŸ’•,0.5,positive
"{""username"":""lheuredebarouder"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15624618_1204684162948204_6701310023089258496_a.jpg"",""id"":""2960213367""}",1493672210,1.79e+16,2017-05-01_13-43-13,Wow superbe !!!,[],[],Wow superbe,"['Wow', 'superbe']","[u'wow', u'superb']",Now superbe,0.1,0.0,Neutral,Neutral,Wow superbe !!!,1.0,positive
"{""username"":""anniecayadesign"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12917867_532879686872919_1625320355_a.jpg"",""id"":""196046321""}",1494156876,1.79e+16,2017-05-06_20-09-32,Magnifique!,[],[],Magnifique,['Magnifique'],[u'magnifiqu'],Magnifique,0.0,0.0,Neutral,Neutral,Magnifique!,1.0,positive
"{""username"":""julelilalu"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25013059_381031312356355_4198763245500104704_n.jpg"",""id"":""285155855""}",1494327741,1.79e+16,2017-05-08_13-08-19,Would like to walk this path! So happy to visit Canada this Summer. ðŸ‡¨ðŸ‡¦,[],[],Would like walk path happy visit Canada Summer,"['Would', 'like', 'walk', 'path', 'happy', 'visit', 'Canada', 'Summer']","[u'would', u'like', u'walk', u'path', u'happi', u'visit', u'canada', u'summer']",Would like walk path happy visit Canada Summer,0.8,0.8,Positive,Positive,Would like to walk this path! So happy to visit Canada this Summer. ðŸ‡¨ðŸ‡¦ðŸŒ¿â˜º,0.0,neutral
