comment_id,status_id,parent_id,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,comment_message_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,text_sentiment_original_scores,text_sentiment_original_scores_type
10159721759415029_10159737955470029,460123390028_10159721759415029,10159721759415029_10159722273125029,2017-12-13 20:15,1,1,0,0,0,0,0,0,merci de dire .. y pas grand monde qui commente.. mÃ©mÃ©e Ã©colo se sent moins seule.,[],[],merci de dire pas grand monde qui commente colo se sent moins seule,"['merci', 'de', 'dire', 'pas', 'grand', 'monde', 'qui', 'commente', 'colo', 'se', 'sent', 'moins', 'seule']","[u'merci', 'de', u'dire', u'pas', u'grand', u'mond', u'qui', u'comment', u'colo', 'se', u'sent', u'moin', u'seul']",merci de dire .. y pas grand monde qui commente..  mÃ©mÃ©e Ã©colo se sent moins seule.,0.016666666666666663,positive
10159714540765029_10159737961350029,460123390028_10159714540765029,,2017-12-13 20:16,0,0,0,0,0,0,0,0,On a vraiment besoin d'Ã©cotoxicologue.,[],[],vraiment besoin cotoxicologue,"['vraiment', 'besoin', 'cotoxicologue']","[u'vraiment', u'besoin', u'cotoxicologu']",On a vraiment besoin d'Ã©cotoxicologue.,0.0,neutral
10159714342355029_10159737970845029,460123390028_10159714342355029,,2017-12-13 20:20,0,0,0,0,0,0,0,0,Moins spectaculaire cette Ã©tude. Tous les contaminants seraient sous les normes... mais les poissons sont en mauvais Ã©tat. Pourquoi. Perturbateurs endocriniens...la dose ne fait plus le poison?,[],['http://www.mddelcc.gouv.qc.ca/eau/flrivlac/subst-toxiques.htm'],Moins spectaculaire cette tude Tous les contaminants seraient sous les normes mais les poissons sont en mauvais tat Pourquoi Perturbateurs endocriniens la dose ne fait plus le poison,"['Moins', 'spectaculaire', 'cette', 'tude', 'Tous', 'les', 'contaminants', 'seraient', 'sous', 'les', 'normes', 'mais', 'les', 'poissons', 'sont', 'en', 'mauvais', 'tat', 'Pourquoi', 'Perturbateurs', 'endocriniens', 'la', 'dose', 'ne', 'fait', 'plus', 'le', 'poison']","[u'moin', u'spectaculair', u'cett', u'tude', u'tous', u'les', u'contamin', u'seraient', u'sous', u'les', u'norm', u'mai', u'les', u'poisson', u'sont', 'en', u'mauvai', u'tat', u'pourquoi', u'perturbateur', u'endocrinien', 'la', u'dose', 'ne', u'fait', u'plus', 'le', u'poison']",Moins spectaculaire cette Ã©tude.  Tous les contaminants seraient sous les normes... mais les poissons sont en mauvais Ã©tat.  Pourquoi.  Perturbateurs endocriniens...la dose ne fait plus le poison? http://www.mddelcc.gouv.qc.ca/eau/flrivlac/subst-toxiques.htm,-0.11333333333333333,negative
10159714100155029_10159714142825029,460123390028_10159714100155029,,2017-12-08 13:59,0,0,0,0,0,0,0,0,,['#ScienceMatters'],[],,['nan'],[u'nan'],#ScienceMatters,0.0,neutral
10159703749120029_10159704575340029,460123390028_10159703749120029,,2017-12-06 14:56,0,0,0,0,0,0,0,0,Bel exemple Ã  suivre!ðŸ¤—,[],[],Bel exemple suivre,"['Bel', 'exemple', 'suivre']","[u'bel', u'exempl', u'suivr']",Bel exemple Ã  suivre!ðŸ‘ðŸ¤—ðŸ‘Œ,0.4,positive
10159700548415029_10159714148975029,460123390028_10159700548415029,,2017-12-08 14:02,0,0,0,0,0,0,0,0,,['#EarthScience'],[],,['nan'],[u'nan'],#EarthScience,0.0,neutral
10159700047535029_10159701171035029,460123390028_10159700047535029,,2017-12-05 19:00,0,0,0,0,0,0,0,0,"Votre systÃ¨me pour rÃ©server est trÃ¨s compliquÃ©. Qui va dÃ©cider deux jours dâ€™avance dâ€™aller patiner??? Si vous voulez nous dÃ©courager dâ€™y aller, vous avez rÃ©ussi. Et la version franÃ§aise du site est de mauvaise qualitÃ©.",[],[],Votre pour server est Qui va cider deux jours avance aller patiner Si vous voulez nous courager aller vous avez ussi Et la version aise du site est de mauvaise,"['Votre', 'pour', 'server', 'est', 'Qui', 'va', 'cider', 'deux', 'jours', 'avance', 'aller', 'patiner', 'Si', 'vous', 'voulez', 'nous', 'courager', 'aller', 'vous', 'avez', 'ussi', 'Et', 'la', 'version', 'aise', 'du', 'site', 'est', 'de', 'mauvaise']","[u'votr', u'pour', u'server', u'est', u'qui', 'va', u'cider', u'deux', u'jour', u'avanc', u'aller', u'patin', 'si', u'vous', u'voulez', u'nous', u'courag', u'aller', u'vous', u'avez', u'ussi', 'et', 'la', u'version', u'ais', 'du', u'site', u'est', 'de', u'mauvais']","Votre systÃ¨me pour rÃ©server est trÃ¨s compliquÃ©. Qui va dÃ©cider deux jours dâ€™avance dâ€™aller patiner??? Si vous voulez nous dÃ©courager dâ€™y aller, vous avez rÃ©ussi. Et la version franÃ§aise du site est de mauvaise qualitÃ©.",-0.305,negative
10159695949305029_10159699929795029,460123390028_10159695949305029,,2017-12-05 14:14,0,0,0,0,0,0,0,0,La Chine un des pire pays que je connais Soupe de fÃ©tus de bÃ©bÃ© dans certains restaurants en chine [[PHOTO]],[],[],La Chine un des pire pays que je connais Soupe de tus de dans certains restaurants en chine PHOTO,"['La', 'Chine', 'un', 'des', 'pire', 'pays', 'que', 'je', 'connais', 'Soupe', 'de', 'tus', 'de', 'dans', 'certains', 'restaurants', 'en', 'chine', 'PHOTO']","['la', u'chine', 'un', u'des', u'pire', u'pay', u'que', 'je', u'connai', u'soup', 'de', u'tus', 'de', u'dan', u'certain', u'restaur', 'en', u'chine', u'photo']","La Chine un des pire pays que je connais 
Soupe de fÃ©tus de bÃ©bÃ© dans certains restaurants en chine [[PHOTO]]",-0.05500000000000002,negative
10159695949305029_10159699949805029,460123390028_10159695949305029,,2017-12-05 14:20,0,0,0,0,0,0,0,0,Continuer les Canadiens Ã  donner votre argent Ã  ce beaux pays qui ne respecte rien ni personne,[],[],Continuer les Canadiens donner votre argent ce beaux pays qui ne respecte rien ni personne,"['Continuer', 'les', 'Canadiens', 'donner', 'votre', 'argent', 'ce', 'beaux', 'pays', 'qui', 'ne', 'respecte', 'rien', 'ni', 'personne']","[u'continu', u'les', u'canadien', u'donner', u'votr', u'argent', 'ce', u'beaux', u'pay', u'qui', 'ne', u'respect', u'rien', 'ni', u'personn']",Continuer les Canadiens Ã  donner votre argent Ã  ce beaux pays qui ne respecte rien ni personne,0.8,positive
10159695949305029_10159699931495029,460123390028_10159695949305029,,2017-12-05 14:14,0,0,0,0,0,0,0,0,Ils tue des adultes et enfants pour vendre leurs organes [[PHOTO]],[],[],Ils tue adultes enfants vendre leurs organes PHOTO,"['Ils', 'tue', 'adultes', 'enfants', 'vendre', 'leurs', 'organes', 'PHOTO']","[u'il', u'tue', u'adult', u'enfant', u'vendr', u'leur', u'organ', u'photo']",Ils tue des adultes et enfants  pour vendre leurs organes [[PHOTO]],0.0,neutral
10159695949305029_10159699936500029,460123390028_10159695949305029,,2017-12-05 14:16,0,0,0,0,0,0,0,0,Pollution extrÃªme des lac et riviÃ¨re [[PHOTO]],[],[],Pollution des lac et PHOTO,"['Pollution', 'des', 'lac', 'et', 'PHOTO']","[u'pollut', u'des', u'lac', 'et', u'photo']",Pollution extrÃªme des lac et riviÃ¨re [[PHOTO]],0.0,neutral
10159695949305029_10159699933955029,460123390028_10159695949305029,,2017-12-05 14:15,0,0,0,0,0,0,0,0,Produits chimiques dÃ©versÃ©s dans les lac et riviÃ¨re [[PHOTO]],[],[],Produits chimiques dans les lac et PHOTO,"['Produits', 'chimiques', 'dans', 'les', 'lac', 'et', 'PHOTO']","[u'produit', u'chimiqu', u'dan', u'les', u'lac', 'et', u'photo']",Produits chimiques dÃ©versÃ©s dans les lac et riviÃ¨re [[PHOTO]],0.0,neutral
10159695816270029_10159696599950029,460123390028_10159695816270029,,2017-12-04 21:36,0,0,0,0,0,0,0,0,Merci de souligner.,[],[],Merci souligner,"['Merci', 'souligner']","[u'merci', u'soulign']",Merci de souligner.,0.3,positive
10159694448525029_10159694754425029,460123390028_10159694448525029,,2017-12-04 13:06,0,0,0,0,0,0,0,0,"Je ne comprend pas les Canadiens ? Comment pouvez-vous faire affaire avec un pays qui ne respecte rien ni personne ? Connaissez-vous la Chine ? C'est un des pire pays que je connais, nourriture contaminÃ©e volontairement - vole d'organe sur les prisonniers - il mange des fÃ©tus de bÃ©bÃ© - tue des enfants - Ã©lÃ¨ve les enfants comment dans l'armÃ©e - lac et rivere trÃ¨s polluÃ© - Bizarrement on en entend parler au nouvelle au Canada, les mÃ©dias et le gouvernement nous cache des choses que tout le monde devait savoir, personne ne devrais faire affaire avec ce pays des horreurs, moi j'habite en Asie depuis une dizaine d'annÃ©es et Ã  chaque semaine on voie au nouvelle les horreurs en Chine, faite des recherche sur le net vous allez comprendre...(C'est comme la nourriture provenant de la Chine est tres contaminÃ©e , les fruits et lÃ©gumes par les herbicide en grande dose et d'autre produit chimique , et les viandes contaminÃ©e par des antibiotiques, et toutes sortes de produits chimiques, et santÄ— Canada ne fait rien??? jusque au ketchup fait de produits chimiques) cette semaine mercredi le dÃ©cembre sur TV5 un reportage sur le ketchup et les sauces tomates vendus partout dans le monde et faite en Chine...",[],[],Je ne comprend pas les Canadiens Comment pouvez vous faire affaire avec un pays qui ne respecte rien ni personne Connaissez vous la Chine est un des pire pays que je connais nourriture volontairement vole organe sur les prisonniers il mange des tus de tue des enfants les enfants comment dans lac et rivere Bizarrement en entend parler au nouvelle au Canada les dias et le gouvernement nous cache des choses que tout le monde devait savoir personne ne devrais faire affaire avec ce pays des horreurs moi habite en Asie depuis une dizaine es et chaque semaine voie au nouvelle les horreurs en Chine faite des recherche sur le net vous allez comprendre est comme la nourriture provenant de la Chine est tres les fruits et gumes par les herbicide en grande dose et autre produit chimique et les viandes par des antibiotiques et toutes sortes de produits chimiques et Canada ne fait rien jusque au ketchup fait de produits chimiques cette semaine mercredi le cembre sur TV5 un reportage sur le ketchup et les sauces tomates vendus partout dans le monde et faite en Chine,"['Je', 'ne', 'comprend', 'pas', 'les', 'Canadiens', 'Comment', 'pouvez', 'vous', 'faire', 'affaire', 'avec', 'un', 'pays', 'qui', 'ne', 'respecte', 'rien', 'ni', 'personne', 'Connaissez', 'vous', 'la', 'Chine', 'est', 'un', 'des', 'pire', 'pays', 'que', 'je', 'connais', 'nourriture', 'volontairement', 'vole', 'organe', 'sur', 'les', 'prisonniers', 'il', 'mange', 'des', 'tus', 'de', 'tue', 'des', 'enfants', 'les', 'enfants', 'comment', 'dans', 'lac', 'et', 'rivere', 'Bizarrement', 'en', 'entend', 'parler', 'au', 'nouvelle', 'au', 'Canada', 'les', 'dias', 'et', 'le', 'gouvernement', 'nous', 'cache', 'des', 'choses', 'que', 'tout', 'le', 'monde', 'devait', 'savoir', 'personne', 'ne', 'devrais', 'faire', 'affaire', 'avec', 'ce', 'pays', 'des', 'horreurs', 'moi', 'habite', 'en', 'Asie', 'depuis', 'une', 'dizaine', 'es', 'et', 'chaque', 'semaine', 'voie', 'au', 'nouvelle', 'les', 'horreurs', 'en', 'Chine', 'faite', 'des', 'recherche', 'sur', 'le', 'net', 'vous', 'allez', 'comprendre', 'est', 'comme', 'la', 'nourriture', 'provenant', 'de', 'la', 'Chine', 'est', 'tres', 'les', 'fruits', 'et', 'gumes', 'par', 'les', 'herbicide', 'en', 'grande', 'dose', 'et', 'autre', 'produit', 'chimique', 'et', 'les', 'viandes', 'par', 'des', 'antibiotiques', 'et', 'toutes', 'sortes', 'de', 'produits', 'chimiques', 'et', 'Canada', 'ne', 'fait', 'rien', 'jusque', 'au', 'ketchup', 'fait', 'de', 'produits', 'chimiques', 'cette', 'semaine', 'mercredi', 'le', 'cembre', 'sur', 'TV5', 'un', 'reportage', 'sur', 'le', 'ketchup', 'et', 'les', 'sauces', 'tomates', 'vendus', 'partout', 'dans', 'le', 'monde', 'et', 'faite', 'en', 'Chine']","['je', 'ne', u'comprend', u'pas', u'les', u'canadien', u'comment', u'pouvez', u'vous', u'fair', u'affair', u'avec', 'un', u'pay', u'qui', 'ne', u'respect', u'rien', 'ni', u'personn', u'connaissez', u'vous', 'la', u'chine', u'est', 'un', u'des', u'pire', u'pay', u'que', 'je', u'connai', u'nourritur', u'volontair', u'vole', u'organ', u'sur', u'les', u'prisonni', 'il', u'mang', u'des', u'tus', 'de', u'tue', u'des', u'enfant', u'les', u'enfant', u'comment', u'dan', u'lac', 'et', u'river', u'bizarr', 'en', u'entend', u'parler', 'au', u'nouvell', 'au', u'canada', u'les', u'dia', 'et', 'le', u'gouvern', u'nous', u'cach', u'des', u'chose', u'que', u'tout', 'le', u'mond', u'devait', u'savoir', u'personn', 'ne', u'devrai', u'fair', u'affair', u'avec', 'ce', u'pay', u'des', u'horreur', u'moi', u'habit', 'en', u'asi', u'depui', u'une', u'dizain', 'es', 'et', u'chaqu', u'semain', u'voie', 'au', u'nouvell', u'les', u'horreur', 'en', u'chine', u'fait', u'des', u'recherch', u'sur', 'le', u'net', u'vous', u'allez', u'comprendr', u'est', u'comm', 'la', u'nourritur', u'proven', 'de', 'la', u'chine', u'est', u'tres', u'les', u'fruit', 'et', u'gume', u'par', u'les', u'herbicid', 'en', u'grand', u'dose', 'et', u'autr', u'produit', u'chimiqu', 'et', u'les', u'viand', u'par', u'des', u'antibiotiqu', 'et', u'tout', u'sort', 'de', u'produit', u'chimiqu', 'et', u'canada', 'ne', u'fait', u'rien', u'jusqu', 'au', u'ketchup', u'fait', 'de', u'produit', u'chimiqu', u'cett', u'semain', u'mercredi', 'le', u'cembr', u'sur', u'tv5', 'un', u'reportag', u'sur', 'le', u'ketchup', 'et', u'les', u'sauc', u'tomat', u'vendus', u'partout', u'dan', 'le', u'mond', 'et', u'fait', 'en', u'chine']","Je ne comprend pas les Canadiens ? Comment pouvez-vous faire affaire avec un pays qui ne respecte rien ni personne ? Connaissez-vous la Chine ? C'est un des pire pays que je connais, nourriture contaminÃ©e volontairement - vole d'organe sur les prisonniers - il mange des fÃ©tus de bÃ©bÃ© - tue des enfants - Ã©lÃ¨ve les enfants comment dans l'armÃ©e - lac et rivere trÃ¨s polluÃ© -   Bizarrement on en entend parler au nouvelle au Canada, les mÃ©dias et le gouvernement nous cache des choses que tout le monde devait savoir, personne ne devrais faire affaire avec ce pays des horreurs, moi j'habite en Asie depuis une dizaine d'annÃ©es et Ã  chaque semaine on voie au nouvelle les horreurs en Chine, faite des recherche sur le net vous allez comprendre...(C'est comme la nourriture  provenant de la Chine est tres contaminÃ©e , les fruits et lÃ©gumes par les herbicide  en grande dose  et d'autre produit chimique ,  et les viandes contaminÃ©e  par des antibiotiques, et toutes sortes de produits chimiques,  et santÄ— Canada ne fait rien??? jusque au ketchup  fait de produits chimiques)  cette semaine mercredi le 6 dÃ©cembre  sur TV5  un reportage sur le ketchup et les sauces tomates  vendus partout dans le monde  et faite en Chine...",0.045,positive
10159694448525029_10159694782240029,460123390028_10159694448525029,,2017-12-04 13:12,0,0,0,0,0,0,0,0,Comment le Canada peut fermer les yeux sur des horreur pareille ? C'est pour le $$$$,[],[],Comment Canada peut fermer les yeux horreur pareille,"['Comment', 'Canada', 'peut', 'fermer', 'les', 'yeux', 'horreur', 'pareille']","[u'comment', u'canada', u'peut', u'fermer', u'les', u'yeux', u'horreur', u'pareill']",Comment le Canada peut fermer les yeux sur des horreur pareille ?  C'est pour le $$$$,-0.25,negative
10159694448525029_10159694759255029,460123390028_10159694448525029,,2017-12-04 13:07,0,0,0,0,0,0,0,0,"En Chine dans certains restaurants, soupe au fÃ©tus de bÃ©bÃ© [[PHOTO]]",[],[],En Chine dans certains restaurants soupe au tus de PHOTO,"['En', 'Chine', 'dans', 'certains', 'restaurants', 'soupe', 'au', 'tus', 'de', 'PHOTO']","['en', u'chine', u'dan', u'certain', u'restaur', u'soup', 'au', u'tus', 'de', u'photo']","En Chine dans certains restaurants, soupe au fÃ©tus de bÃ©bÃ© [[PHOTO]]",0.29,positive
10159694448525029_10159694770605029,460123390028_10159694448525029,,2017-12-04 13:10,0,0,0,0,0,0,0,0,[[PHOTO]],[],[],PHOTO,['PHOTO'],[u'photo'], [[PHOTO]],0.0,neutral
10159694448525029_10159694764090029,460123390028_10159694448525029,,2017-12-04 13:08,0,0,0,0,0,0,0,0,Pollution des lac et riviÃ¨re par les produits chimiques [[PHOTO]],[],[],Pollution des lac et par les produits chimiques PHOTO,"['Pollution', 'des', 'lac', 'et', 'par', 'les', 'produits', 'chimiques', 'PHOTO']","[u'pollut', u'des', u'lac', 'et', u'par', u'les', u'produit', u'chimiqu', u'photo']",Pollution des lac et riviÃ¨re par les produits chimiques [[PHOTO]],0.0,neutral
10159694448525029_10159694768410029,460123390028_10159694448525029,,2017-12-04 13:09,0,0,0,0,0,0,0,0,Bonne baignade [[PHOTO]],[],[],Bonne baignade PHOTO,"['Bonne', 'baignade', 'PHOTO']","[u'bonn', u'baignad', u'photo']",Bonne baignade [[PHOTO]],0.7,positive
10159694448525029_10159699855620029,460123390028_10159694448525029,,2017-12-05 13:58,0,0,0,0,0,0,0,0,"Allez voir ce lien c'est un vidÃ©o qui montre une petite partie de la nourriture provenant de Chine qui est contaminÃ©e par des produits toxiques , la fabrication de faux oeuf - fausse biÃ¨re - faux rume - fruit trempÃ© ou asperger d'un produit toxiques etc. 10",[],['https://m.facebook.com/story.php?story_fbid=1394912033971797&id=1000035904187'],Allez voir ce lien est un qui montre une petite partie de la nourriture provenant de Chine qui est par des produits toxiques la fabrication de faux oeuf fausse faux rume fruit ou asperger un produit toxiques etc 10,"['Allez', 'voir', 'ce', 'lien', 'est', 'un', 'qui', 'montre', 'une', 'petite', 'partie', 'de', 'la', 'nourriture', 'provenant', 'de', 'Chine', 'qui', 'est', 'par', 'des', 'produits', 'toxiques', 'la', 'fabrication', 'de', 'faux', 'oeuf', 'fausse', 'faux', 'rume', 'fruit', 'ou', 'asperger', 'un', 'produit', 'toxiques', 'etc', '10']","[u'allez', u'voir', 'ce', u'lien', u'est', 'un', u'qui', u'montr', u'une', u'petit', u'parti', 'de', 'la', u'nourritur', u'proven', 'de', u'chine', u'qui', u'est', u'par', u'des', u'produit', u'toxiqu', 'la', u'fabric', 'de', u'faux', u'oeuf', u'fauss', u'faux', u'rume', u'fruit', 'ou', u'asperg', 'un', u'produit', u'toxiqu', u'etc', '10']","Allez voir ce lien c'est un vidÃ©o qui montre une petite partie de la nourriture provenant de Chine  qui est contaminÃ©e par des produits toxiques ,  la fabrication de faux oeuf  -  fausse biÃ¨re  - faux rume  - fruit trempÃ© ou asperger  d'un produit toxiques  etc. 
 https://m.facebook.com/story.php?story_fbid=1394912033971797&id=100003590418710",-0.35,negative
