"likes","mediaid","caption","url","shortcode","comments","typename","caption_hashtags","tagged_users","date","caption_mentions","is_video","id","owner_username","owner_id","video_url"
28,1527007743658143000,"People shared their thoughts about our energy future at the #GenEnergy booth on SparkStreet during the Innovation fair.","https://instagram.fyvr3-1.fna.fbcdn.net/vp/459ebfacbc1cee185db0772ced40950e/5AF398B9/t51.2885-15/e35/18879050_761252420745292_7140896077544161280_n.jpg","BUxBXPSA61v",0,"GraphImage","[""genenergy""]","[]","2017-05-31T10:58:49","[]",false,"2017-05-31_10-58-49","naturalresourcescanada",4211313612,
29,1530657639648913000,"Minister Carr and delegates meet with Vice Chairman of CNPC, Wang Dongjin #partners #CanadaChina","https://instagram.fyvr3-1.fna.fbcdn.net/vp/73eec99889853208743672890fe3de12/5AEECDAA/t51.2885-15/e35/18950284_1908119876121389_8241940519018561536_n.jpg","BU9_QN0AuX0",1,"GraphImage","[""partners"",""canadachina""]","[]","2017-06-05T11:50:31","[]",false,"2017-06-05_11-50-31","naturalresourcescanada",4211313612,
14,1532048919696031200,"Min Carr and Norwegian Minister of Petroleum & Energy, Terje Søviknes, advanced mutual interests & discussed #MissionInnovation #CanadaChina","https://instagram.fyvr3-1.fna.fbcdn.net/vp/8dca3b41e871adf5faac45062cd6cfc7/5AD85468/t51.2885-15/e35/18949808_333376180415363_3350839514749730816_n.jpg","BVC7mAVAL5-",0,"GraphImage","[""missioninnovation"",""canadachina""]","[]","2017-06-07T09:54:44","[]",false,"2017-06-07_09-54-44","naturalresourcescanada",4211313612,
15,1532049560778748700,"Min Carr discussed #CarbonCapture, use & storage with colleagues from US, Norway & China at IEA panel #CanadaChina","https://instagram.fyvr3-1.fna.fbcdn.net/vp/1f35fddd2a41085fc8606207cc32e7cc/5ADDDDB0/t51.2885-15/e35/18888843_1931936963742650_8793882183497416704_n.jpg","BVC7vVYgrKv",1,"GraphImage","[""carboncapture"",""canadachina""]","[]","2017-06-07T09:56:01","[]",false,"2017-06-07_09-56-01","naturalresourcescanada",4211313612,
20,1532051153079205600,"Yesterday, Min Carr & Bai Chunli, President of the Chinese Academy of Sciences, discussed mutual interests related to science and tech. They then renewed the MOU on Cooperation in the Sustainable Development of #NaturalResources #CanadaChina","https://instagram.fyvr3-1.fna.fbcdn.net/vp/b2d47ec34d39d2554329ecf58219a793/5AE64F01/t51.2885-15/e35/18888613_347196659028641_7491141228784779264_n.jpg","BVC8GgVA36e",0,"GraphImage","[""naturalresources"",""canadachina""]","[]","2017-06-07T09:59:11","[]",false,"2017-06-07_09-59-11","naturalresourcescanada",4211313612,
11,1532117494888890000,"Min Carr met with Minister Jiang Daming to promote bilateral trade and investment opportunities in Canada #CanadaChina","https://instagram.fyvr3-1.fna.fbcdn.net/vp/17d295e07fa7953f155468ae508ecb5c/5AEAB9D3/t51.2885-15/e35/18950034_347608952320922_6645917821282811904_n.jpg","BVDLL59A37T",0,"GraphSidecar","[""canadachina""]","[]","2017-06-07T12:10:59","[]",false,"2017-06-07_12-10-59","naturalresourcescanada",4211313612,
10,1532118090966488600,"Min Carr underlined the #GoC support for CNNC Joint Ventures during meeting with Chairman Wang Shoujun #CanadaChina","https://instagram.fyvr3-1.fna.fbcdn.net/vp/22a44e8b4d30ee00a1ad427ef698ef56/5AFDFB26/t51.2885-15/e35/18950416_269347226806890_8715787304255356928_n.jpg","BVDLUlGAdXq",0,"GraphImage","[""goc"",""canadachina""]","[]","2017-06-07T12:12:10","[]",false,"2017-06-07_12-12-10","naturalresourcescanada",4211313612,
15,1533390798937301000,"Min Carr announced Canada’s intent to host the #CleanEnergy & #MissionInnovation Ministerial in 2019 #CanadaChina","https://instagram.fyvr3-1.fna.fbcdn.net/vp/1eadd8d8fa9509348476caee6d1ac852/5AE96E93/t51.2885-15/e35/18888447_1392525337504692_1580108009953034240_n.jpg","BVHss6wgqBK",0,"GraphImage","[""cleanenergy"",""missioninnovation"",""canadachina""]","[]","2017-06-09T06:20:49","[]",false,"2017-06-09_06-20-49","naturalresourcescanada",4211313612,
7,1533402634843594000,"Mininster Carr promoted market access for Canada’s wood products in China at meeting with Vice-Minister Yi Jun #CanadaChina","https://instagram.fyvr3-1.fna.fbcdn.net/vp/48ed4ef9329b28dd38196ec8942e6c75/5AF63B66/t51.2885-15/e35/18889283_507913222890525_7114864555641012224_n.jpg","BVHvZJzgB1R",0,"GraphImage","[""canadachina""]","[]","2017-06-09T06:44:20","[]",false,"2017-06-09_06-44-20","naturalresourcescanada",4211313612,
22,1533561037297582800,"Going to @festibieredegatineau this Sat? Stop by & visit the #GenEnergy team at their booth to tell them what #YourEnergyFuture looks like!","https://instagram.fyvr3-1.fna.fbcdn.net/vp/601a230c302d7a7277caf23994948ee1/5A63EF77/t51.2885-15/e15/19120920_666189980243142_1042691920574283776_n.jpg","BVITaNlgIMx",0,"GraphVideo","[""genenergy"",""yourenergyfuture""]","[]","2017-06-09T11:59:03","[""festibieredegatineau""]",true,"2017-06-09_11-59-03","naturalresourcescanada",4211313612,"https://instagram.fyvr3-1.fna.fbcdn.net/vp/6ae2cc23632a79e53a0bf9762b344a4e/5A6455DB/t50.2886-16/19054516_341271736292278_339239825825595392_n.mp4"
19,1535723989706717000,"Min Carr, forest & #CleanTech delegations showcased CDN innovation in wood products & clean tech during visit to Eco-Village #CanadaChina","https://instagram.fyvr3-1.fna.fbcdn.net/vp/c5ca4ec3450e250f7b51be82cd82e21f/5AD8C0A4/t51.2885-15/e35/19227255_1390133031066066_7940393755679391744_n.jpg","BVP_NT_g7a4",0,"GraphImage","[""cleantech"",""canadachina""]","[]","2017-06-12T11:36:27","[]",false,"2017-06-12_11-36-27","naturalresourcescanada",4211313612,
22,1535725215122723300,"Min Carr & delegation explain how innovation in wood products & #CleanTech can contribute to China’s environmental goals #CanadaChina","https://instagram.fyvr3-1.fna.fbcdn.net/vp/3f3a0eafaeffe4b7c4250bb6ba22b140/5AE579DA/t51.2885-15/e35/19121799_622078837986346_8016564008536506368_n.jpg","BVP_fJQABHG",0,"GraphImage","[""cleantech"",""canadachina""]","[]","2017-06-12T11:38:53","[]",false,"2017-06-12_11-38-53","naturalresourcescanada",4211313612,
13,1535727113448132400,"Minister Carr met with Mayor Wang Dongfeng to discuss how Canada & China can collaborate in areas of mutual interest #CanadaChina","https://instagram.fyvr3-1.fna.fbcdn.net/vp/00a797b4b8f8809fd96ee7aba37201d1/5AFF2EC0/t51.2885-15/e35/19050267_129182907660093_3312504522156277760_n.jpg","BVP_6xNAw81",0,"GraphImage","[""canadachina""]","[]","2017-06-12T11:42:39","[]",false,"2017-06-12_11-42-39","naturalresourcescanada",4211313612,
11,1542298154556647000,"Imani has some innovative ideas about #Canada’s energy future. Find out what she has to say!\n\nHave some more cool suggestions? Visit our ideas forum at generationenergy.ca\n\n#GenEnergy #YourEnergyFuture","https://instagram.fyvr3-1.fna.fbcdn.net/vp/0b64fcf1a879d9a7455e8ea2373abaae/5A645AB1/t51.2885-15/e15/19228561_144434379456235_1547656272151576576_n.jpg","BVnWAAIFuZB",0,"GraphVideo","[""canada"",""genenergy"",""yourenergyfuture""]","[]","2017-06-21T13:18:09","[]",true,"2017-06-21_13-18-09","naturalresourcescanada",4211313612,"https://instagram.fyvr3-1.fna.fbcdn.net/vp/c9e9a843c54325819baa7e683cf7975c/5A645844/t50.2886-16/19415358_1503445676384131_9086555243755339776_n.mp4"
11,1543598449210115300,"Emorose wants his energy future to be nothing short of “beautiful.” Learn more about his vision for #Canada! \nHave something to add? Visit our ideas forum at generationenergy.ca\n\n#GenEnergy #YourEnergyFuture","https://instagram.fyvr3-1.fna.fbcdn.net/vp/d737d8f0b39084c31432fa9d9f3f76e9/5A6480A7/t51.2885-15/e15/19367912_1917100741906749_2646466961264869376_n.jpg","BVr9px5A0Vo",0,"GraphVideo","[""canada"",""genenergy"",""yourenergyfuture""]","[]","2017-06-23T08:21:36","[]",true,"2017-06-23_08-21-36","naturalresourcescanada",4211313612,"https://instagram.fyvr3-1.fna.fbcdn.net/vp/995572488891bc8df9503fcd8458b688/5A63908F/t50.2886-16/19435579_1884433811881911_7174077075022675968_n.mp4"
32,1549349801680716800,"Happy #CanadaDay! See #NaturalResources Canada’s interactive map showing the territorial evolution of #Canada from 1867 to 2017 as part of #Canada150.\nhttp://atlas.gc.ca/ette/en/index.html","https://instagram.fyvr3-1.fna.fbcdn.net/vp/43601e7a0491c7f084064d79f3491dc7/5A63E67D/t51.2885-15/e15/19533605_134166230498877_6410643970983985152_n.jpg","BWAZW-SAEPN",0,"GraphVideo","[""canadaday"",""naturalresources"",""canada"",""canada150""]","[]","2017-07-01T06:48:30","[]",true,"2017-07-01_06-48-30","naturalresourcescanada",4211313612,"https://instagram.fyvr3-1.fna.fbcdn.net/vp/8fc2c341eb4bb8f9f895713319f4b292/5A63E9B5/t50.2886-16/19682869_139349773309049_3688183288607801344_n.mp4"
17,1556647699573387500,"Is Canada ready for a renewable energy future? Tell us how we can make the switch @ generationenergy.ca\n#TransformationTuesday #GenEnergy","https://instagram.fyvr3-1.fna.fbcdn.net/vp/9c8a4a715a6e0f28507ad51328a8e615/5AFBE900/t51.2885-15/e35/19984424_314477778997296_7085138172157362176_n.jpg","BWaUtXVgDFE",0,"GraphImage","[""transformationtuesday"",""genenergy""]","[]","2017-07-11T08:28:08","[]",false,"2017-07-11_08-28-08","naturalresourcescanada",4211313612,
16,1557428724905828000,"Is #WindEnergy part of 🇨🇦 energy future? Tell us if you’re a fan @ http://www.generationenergy.ca #GenEnergy","https://instagram.fyvr3-1.fna.fbcdn.net/vp/dbb22941ffc8f24c4795b858046d9b02/5AEB7585/t51.2885-15/e35/19954833_828378393981879_7284556553137422336_n.jpg","BWdGSx3AF9C",0,"GraphImage","[""windenergy"",""genenergy""]","[]","2017-07-12T10:19:53","[]",false,"2017-07-12_10-19-53","naturalresourcescanada",4211313612,
7,1558082122189792300,"We're making high energy intensity a #TBT situation. See how we've improved since 1990: generationenergy.ca #GenEnergy","https://instagram.fyvr3-1.fna.fbcdn.net/vp/3050445ae882cbae7fc0def7b15ece0d/5AFA2744/t51.2885-15/e35/19985450_1721982884495905_8369652853328838656_n.jpg","BWfa29gAmPg",0,"GraphImage","[""tbt"",""genenergy""]","[]","2017-07-13T07:58:04","[]",false,"2017-07-13_07-58-04","naturalresourcescanada",4211313612,
14,1558934732841036300,"Do you think marine #RenewableEnergy has a place in 🇨🇦 energy future? Share your ideas with us @ generationenergy.ca #GenEnergy","https://instagram.fyvr3-1.fna.fbcdn.net/vp/27c798dcb36c67d448d26345ced9ced1/5AE2FC8A/t51.2885-15/e35/19984976_146396269270528_5258329431155408896_n.jpg","BWicuFDAio5",0,"GraphImage","[""renewableenergy"",""genenergy""]","[]","2017-07-14T12:12:03","[]",false,"2017-07-14_12-12-03","naturalresourcescanada",4211313612,
43,1561011790895299800,"On July 19, 2017, Victoria Tschirhart will be taking over our Instagram account to show us what it’s like to be a geophysicist doing summer fieldwork. She will be showing us everything from what her team is working on to how scientists travel while in remote locations. Stay tuned!\n\n#Fieldwork #SummerFieldwork #NRCanSci #GeoScience #STEMGirls","https://instagram.fyvr3-1.fna.fbcdn.net/vp/569738ef53927ad38f103587b700dfa8/5AF74283/t51.2885-15/e35/20180953_1726082297687709_49820881899225088_n.jpg","BWp0_QGgr0D",1,"GraphImage","[""fieldwork"",""summerfieldwork"",""nrcansci"",""geoscience"",""stemgirls""]","[]","2017-07-17T08:58:48","[]",false,"2017-07-17_08-58-48","naturalresourcescanada",4211313612,
12,1561068626373626600,"Climate change is one of the biggest challenges that Canada will face in the next 150 years. Where do we begin? When it comes to defining Canada’s energy future, you can start by telling us your ideas at #GenEnergy http://www.generationenergy.ca.Be a  part of setting the energy course for the next generation of Canadians!","https://instagram.fyvr3-1.fna.fbcdn.net/vp/316f6191072e7605575b206e122ec7fb/5ADD9C73/t51.2885-15/e35/20181294_1406267616087563_3749026138920321024_n.jpg","BWqB6URAcqc",1,"GraphImage","[""genenergy""]","[]","2017-07-17T10:51:43","[]",false,"2017-07-17_10-51-43","naturalresourcescanada",4211313612,
12,1561711717572997600,"DYK Canada is a world leader in carbon capture and storage? This clean energy technology captures emissions of carbon dioxide from large point sources and safely stores them underground. This is just one of the many ways Canada will meet its GHG emission reduction goals. Do you think CCS is an important way to combat climate change in Canada’s energy future? Tell us what you think at #GenEnergy http://www.generationenergy.ca","https://instagram.fyvr3-1.fna.fbcdn.net/vp/35701b6d5a1bdf90128d3cc33744317b/5AE90739/t51.2885-15/e35/20067400_1238009302995516_4902462459782103040_n.jpg","BWsUIhngPGJ",0,"GraphImage","[""genenergy""]","[]","2017-07-18T08:09:26","[]",false,"2017-07-18_08-09-26","naturalresourcescanada",4211313612,
56,1561991372750453500,"Good evening, Instagram! My name is Vicki Tschirhart, and I’m a geophysicist with the Geological Survey of Canada.\n\nTomorrow, I’m taking over the NRCan Instagram account to give you a glimpse into a day in the life of a geoscientist in the field. Stay tuned!\n\n#Fieldwork #SummerFieldwork #NRCanSci #GeoScience #STEMGirls #wcw #WomenInScience","https://instagram.fyvr3-1.fna.fbcdn.net/vp/4c9357b144a3dbe15e38b006e39f2754/5AEC3768/t51.2885-15/e35/20066126_1533432213393409_2012431120091578368_n.jpg","BWtTuCzA_tE",1,"GraphSidecar","[""fieldwork"",""summerfieldwork"",""nrcansci"",""geoscience"",""stemgirls"",""wcw"",""womeninscience""]","[]","2017-07-18T17:25:03","[]",false,"2017-07-18_17-25-03","naturalresourcescanada",4211313612,
28,1562368307963631000,"Hi everyone, and welcome to my summer home! \nIt’s geophysicist Vicki Tschirhart here! \nMy field site is located in the Patterson Lake corridor, southwestern Athabasca Basin, a region known for its uranium deposits. \nOur multidisciplinary field party includes geochemists, geochronologists, geophysicists and geologists, experts who have the collective goal of understanding how and why these deposits formed. \n#Fieldwork #SummerFieldwork #NRCanSci #GeoScience #Exploration #cribs #homesweethome","https://instagram.fyvr3-1.fna.fbcdn.net/vp/a030943144eb251b0bd9cace46e3ec5f/5AEFF4D7/t51.2885-15/e35/20066567_1430463477045932_4454745757357965312_n.jpg","BWupbLEgBWd",0,"GraphSidecar","[""fieldwork"",""summerfieldwork"",""nrcansci"",""geoscience"",""exploration"",""cribs"",""homesweethome""]","[]","2017-07-19T05:53:57","[]",false,"2017-07-19_05-53-57","naturalresourcescanada",4211313612,
40,1562381034975263000,"When we’re out in the field, we have to get up early. There’s always quite a bit of work to do in the morning, and we need to make sure to eat a big, healthy breakfast to get us through the day! \n#Fieldwork #SummerFieldwork #NRCanSci #GeoScience #Exploration\n#protein #FitGoals #work","https://instagram.fyvr3-1.fna.fbcdn.net/vp/acf37645afb6909254fce2768196c8c5/5AD8E17B/t51.2885-15/e35/20067296_111495709501840_2816754387257393152_n.jpg","BWusUYBgfks",0,"GraphImage","[""fieldwork"",""summerfieldwork"",""nrcansci"",""geoscience"",""exploration"",""protein"",""fitgoals"",""work""]","[]","2017-07-19T06:19:14","[]",false,"2017-07-19_06-19-14","naturalresourcescanada",4211313612,
31,1562396001015329800,"Today, we will be hiking through the bush to get some drill cores — samples of a natural material previously removed using a cylinder drill. \nWhile at the core storage area, we take samples and measurements from the drill core to get information about the subsurface. \nSometimes the drill core is  only accessible by overgrown roads, so it can be quite the journey tracking it down! \n#Fieldwork #SummerFieldwork #Hiking #NRCanSci","https://instagram.fyvr3-1.fna.fbcdn.net/vp/fc3b7475ee8d29eda011c77ce89fdc42/5AEA2D55/t51.2885-15/e35/20066164_775454809302789_141295748204462080_n.jpg","BWuvuKPAnR4",0,"GraphImage","[""fieldwork"",""summerfieldwork"",""hiking"",""nrcansci""]","[]","2017-07-19T06:48:59","[]",false,"2017-07-19_06-48-59","naturalresourcescanada",4211313612,
33,1562421283843510500,"When we get to the location, it’s straight to work — everyone has their targets. Each one of us seeks to collect data to solve the research questions we formulated before leaving for the field. \n#work #NRCanSci #Exploration #Fieldwork #uranium","https://instagram.fyvr3-1.fna.fbcdn.net/vp/054968203779d6e47f6a4d0bf63b07d0/5ADC4321/t51.2885-15/e35/20066048_149209282299347_4499101980567797760_n.jpg","BWu1eEtAJE7",0,"GraphSidecar","[""work"",""nrcansci"",""exploration"",""fieldwork"",""uranium""]","[]","2017-07-19T07:39:12","[]",false,"2017-07-19_07-39-12","naturalresourcescanada",4211313612,
21,1562450440212341800,"Meet Jeremy! \nMy colleague Jeremy Powell is interested in the low-temperature history of southern Athabasca. He’s combing the drill core for fractures and faults, using many different techniques to understand when these structures were active. \nDating the movement of these structures and the timing of hydrothermal fluids that circulated through them will help us learn how and when these uranium deposits formed.\n\n#Faults #geochron #RockClock #NotMyFault #fieldwork","https://instagram.fyvr3-1.fna.fbcdn.net/vp/1f5cfa53e3ab1bc33cd9799847f9e911/5AE2B157/t51.2885-15/e35/20184729_124477051497113_7542050124684328960_n.jpg","BWu8GWsAmQm",0,"GraphImage","[""faults"",""geochron"",""rockclock"",""notmyfault"",""fieldwork""]","[]","2017-07-19T08:37:08","[]",false,"2017-07-19_08-37-08","naturalresourcescanada",4211313612,
22,1562508326531508000,"Kathryn Bethune is a Professor of Geology at the University of Regina. She and her Ph.D. student, Dillon Johnstone, are investigating the regional setting and related structural controls of uranium deposits in the area. \nThe primary aim is to create a fuller 2-D and 3-D picture of the major structural features and their relationship to the uranium deposits, as well as getting a fuller understanding of the sequence and timing of structures. \n#WomenInScience #Geology #uranium #Canada","https://instagram.fyvr3-1.fna.fbcdn.net/vp/b7d78bfb76b6a2e3ed72b9e22e40daf3/5AFE345B/t51.2885-15/e35/20066621_1929153043965459_5682441878083993600_n.jpg","BWvJQthgCd4",0,"GraphImage","[""womeninscience"",""geology"",""uranium"",""canada""]","[]","2017-07-19T10:32:09","[]",false,"2017-07-19_10-32-09","naturalresourcescanada",4211313612,
20,1562532413513652500,"Meet Eric Potter, a fellow research scientist at the GSC. Eric studies how and why these uranium deposits formed. \nFor this project, Eric is looking for ancient chemical fingerprints of fluids that formed these deposits. This research is attempting to create a way of identifying faults that channeled the uranium-bearing fluids to the site of the deposit and addressing questions on how the deposits form. \n#fieldwork #uranium #exploration","https://instagram.fyvr3-1.fna.fbcdn.net/vp/8d31313541f167f7c484dc1e231dc64b/5AEEE180/t51.2885-15/e35/20180501_1982555332013727_6952440003586686976_n.jpg","BWvOvORg9lk",1,"GraphImage","[""fieldwork"",""uranium"",""exploration""]","[]","2017-07-19T11:20:00","[]",false,"2017-07-19_11-20-00","naturalresourcescanada",4211313612,
30,1562577536926382300,"This is Charlene, everyone’s favourite summer student! \nCharlene is starting an M.Sc. degree in geology this fall, so this expedition will give her some great hands-on experience in remote settings while learning more about economic geology. \nCharlene will be taking detailed measurements on drill core samples, assisting with digital data management, helping manage the camp and contributing ideas to the deposit models. \n#STEMGirls #GeoScience #wcw #WomenInScience","https://instagram.fyvr3-1.fna.fbcdn.net/vp/da2ec228628104ff9c54dc955cda21bc/5AFF8C18/t51.2885-15/e35/20067298_245234859328139_6424411235248242688_n.jpg","BWvY_2ugHlh",3,"GraphImage","[""stemgirls"",""geoscience"",""wcw"",""womeninscience""]","[]","2017-07-19T12:49:39","[]",false,"2017-07-19_12-49-39","naturalresourcescanada",4211313612,
22,1562627265274175500,"Welcome to “Come dine with me Athabasca,” where Canada’s best and brightest government scientists battle it out to become ultimate camp chef! \nBecause we are in a smaller camp, we cook our own food and each member is responsible for at least one communal dinner. This can often lead to some friendly competition as to who’s the best cook. \n#ItsDefinitelyVicki #ComeDineWithMe #CampMeals #Fieldwork","https://instagram.fyvr3-1.fna.fbcdn.net/vp/34f90ff4478a9b00d766bad79040bd95/5AFDFF51/t51.2885-15/e35/20180959_470568733304605_3185015775253495808_n.jpg","BWvkTf3Ad_N",0,"GraphSidecar","[""itsdefinitelyvicki"",""comedinewithme"",""campmeals"",""fieldwork""]","[]","2017-07-19T14:28:27","[]",false,"2017-07-19_14-28-27","naturalresourcescanada",4211313612,
25,1562644718855242200,"We may be done in the field for the day, but we need to go over the data collected, discuss our findings and plan our targets for tomorrow. Fieldwork often involves very long work days — but it’s worth it for the science. \n#ItsWorthItForTheExercise #AndNature #Fieldwork","https://instagram.fyvr3-1.fna.fbcdn.net/vp/a38e8db407e3f487bb0b3e875478749f/5ADE3DC6/t51.2885-15/e35/20225308_1348751471911692_7907130509577158656_n.jpg","BWvoRexgcIs",3,"GraphSidecar","[""itsworthitfortheexercise"",""andnature"",""fieldwork""]","[]","2017-07-19T15:03:08","[]",false,"2017-07-19_15-03-08","naturalresourcescanada",4211313612,
47,1562660388926051800,"Well, thanks for joining us today! We hope you enjoyed learning a bit about the fieldwork we do during the summer! \nUntil next time. \n#ByeForNow #Fieldwork","https://instagram.fyvr3-1.fna.fbcdn.net/vp/65f50d9e097d38d3af60d0e8c137a567/5AE8B27E/t51.2885-15/e35/20067163_1745876775712419_5154098073894387712_n.jpg","BWvr1gqgtWw",0,"GraphImage","[""byefornow"",""fieldwork""]","[]","2017-07-19T15:34:16","[]",false,"2017-07-19_15-34-16","naturalresourcescanada",4211313612,
16,1563956258128623400,"Scrum VS  Swarm: #NRCanSci researchers deliver #SpruceBudworm moth migration media briefing near #Rimouski, Quebec. #Fieldwork","https://instagram.fyvr3-1.fna.fbcdn.net/vp/0855f1cce0b956ba82147fa35f394a32/5AE05C3D/t51.2885-15/e35/20214646_153419368563233_8560378263451467776_n.jpg","BW0Se46AXcq",0,"GraphImage","[""nrcansci"",""sprucebudworm"",""rimouski"",""fieldwork""]","[]","2017-07-21T10:28:56","[]",false,"2017-07-21_10-28-56","naturalresourcescanada",4211313612,
19,1563996632926886000,"Gotcha! #NRCanSci technician Jean-Michel Béland takes down a #SpruceBudworm trap in #Rimouski to study their outbreaks","https://instagram.fyvr3-1.fna.fbcdn.net/vp/605b1e7777dd95b5532924f55d2247d9/5AE3E1DE/t51.2885-15/e35/20184093_119485222008467_3569225188568465408_n.jpg","BW0bqa3g5iA",0,"GraphImage","[""nrcansci"",""sprucebudworm"",""rimouski""]","[]","2017-07-21T11:49:09","[]",false,"2017-07-21_11-49-09","naturalresourcescanada",4211313612,
21,1572570533902673000,"“What will Canada’s energy picture look like in the year 2040?” Looking beyond their current work and expertise, participants of the Generation Energy roundtable at Dalhousie University were asked for their vision of Canada’s future energy mix. \nA diverse group — students, academics, Indigenous representatives, energy consultants, members of civil society — they had plenty of insights ready for Natural Resources Canada’s Minister, Jim Carr. \nDal graduate Samantha Peverell provided her thoughts: “GenEnergy isn’t just about generating energy — it’s about saving energy, too.”","https://instagram.fyvr3-1.fna.fbcdn.net/vp/aa944c6dff41d6d86f553ab5d4eeb97a/5AF3DC56/t51.2885-15/e35/20479332_460114744364886_1006986049261404160_n.jpg","BXS5JGZg-Pn",0,"GraphImage","[]","[]","2017-08-02T07:43:57","[]",false,"2017-08-02_07-43-57","naturalresourcescanada",4211313612,
10,1572573008189662200,"An insectiphobe’s worst nightmare! \nBut studying #SpruceBudworm dispersals in Eastern Canada doesn’t bug NRCan scientist Emily Owens. \n#NRCanSci #BugsAreCool #Bugs #CitizenScience #BudwormTrackers","https://instagram.fyvr3-1.fna.fbcdn.net/vp/e92d1a80c05e57b1c607601439dd5aec/5A645341/t51.2885-15/e15/20481939_554979144893230_502347848910635008_n.jpg","BXS5tGwgyPH",0,"GraphVideo","[""sprucebudworm"",""nrcansci"",""bugsarecool"",""bugs"",""citizenscience"",""budwormtrackers""]","[]","2017-08-02T07:48:52","[]",true,"2017-08-02_07-48-52","naturalresourcescanada",4211313612,"https://instagram.fyvr3-1.fna.fbcdn.net/vp/bd509167d0f3d33b774ac9801bc44837/5A63A42C/t50.2886-16/20612474_211677036029772_3614642706787074048_n.mp4"
12,1572707688381533000,"What will it take to fight #ClimateChange? \nA team of the best clean energy “nerds” in Canada! One self-proclaimed “GHG nerd” is Anamika, who was profiled as part of the #GenEnergy initiative. \nAnamika works with Cenovus Energy to find ways to produce oil efficiently while reducing the impact of climate change. “We live in a time where the world wants answers from energy sources and [wants to] transition towards a clean energy future. And as an industry, if we are to be sustainable, it is our responsibility to be part of that clean energy future,” Anamika said. \nCurious about what Canada’s clean energy “nerds” are up to? Visit http://generationenergy.ca for more information.  #GenEnergy","https://instagram.fyvr3-1.fna.fbcdn.net/vp/3db318a33559a303a732d02bab79e250/5ADB11BF/t51.2885-15/e35/20583057_1705290726446612_4216596353440022528_n.jpg","BXTYU9dgcqm",0,"GraphImage","[""climatechange"",""genenergy"",""genenergy""]","[]","2017-08-02T12:16:27","[]",false,"2017-08-02_12-16-27","naturalresourcescanada",4211313612,
26,1574114497302510800,"Student research assistants Nicolas Piette-Lauziere and Zoik Brault are in the field at the edge of Cape Breton Highlands National Park. They are proudly displaying their #GSC175 commemorative t-shirts! \nOver the last month, Nicolas and Zoik have been mapping a fault zone on Cape Breton Island that separates rocks with different geological histories on either side. By studying the fault zone in the field, and collecting samples to study in the lab, Nicolas hopes to discover when and why it formed, and how it may have created a pathway for magma deep in the Earth’s crust to rise and form granite.","https://instagram.fyvr3-1.fna.fbcdn.net/vp/8bbcdc57acbce3a930544d2ce8874145/5AFC8B76/t51.2885-15/e35/20589955_869287163237656_2750481624540905472_n.jpg","BXYYMuXgj1k",0,"GraphImage","[""gsc175""]","[]","2017-08-04T10:51:32","[]",false,"2017-08-04_10-51-32","naturalresourcescanada",4211313612,
12,1577666886957789400,"“The potential of tapping into the resources that are in the North gives us an opportunity to really innovate and create technology.” Hear what David had to say about his energy future. \n#GenEnergy #YourEnergyFuture #CleanEnergy","https://instagram.fyvr3-1.fna.fbcdn.net/vp/3bc9e2fd0e08e22e76c01c9448dc69cd/5A6374A7/t51.2885-15/e15/20687855_159520187959319_3968267597857685504_n.jpg","BXk_6zDA_D6",0,"GraphVideo","[""genenergy"",""yourenergyfuture"",""cleanenergy""]","[]","2017-08-09T08:29:30","[]",true,"2017-08-09_08-29-30","naturalresourcescanada",4211313612,"https://instagram.fyvr3-1.fna.fbcdn.net/vp/8da758d514a9f18b96a22b51480c42a0/5A637D73/t50.2886-16/20730733_139235936669947_6308829099762647040_n.mp4"
20,1581373045208169700,"Minister Carr welcomes colleagues from across Canada to #EMMC2017 with Minister Doucet in St. Andrews, NB","https://instagram.fyvr3-1.fna.fbcdn.net/vp/e991acb191d81d068f47c5b1dfa10776/5AE2B0E0/t51.2885-15/e35/20759808_1909919879331740_4269044243495911424_n.jpg","BXyKmf5Arya",0,"GraphImage","[""emmc2017""]","[]","2017-08-14T11:12:58","[]",false,"2017-08-14_11-12-58","naturalresourcescanada",4211313612,
5,1581374785366014000,"“We have to take everything under consideration.” See what else Kayla said about her energy future. \n#GenEnergy #YourEnergyFuture #CleanEnergy","https://instagram.fyvr3-1.fna.fbcdn.net/vp/4b97020365b758f4414a9de8d7ca0286/5A637EE6/t51.2885-15/e15/20759904_1906383192962731_490156262118391808_n.jpg","BXyK_0igDhc",0,"GraphVideo","[""genenergy"",""yourenergyfuture"",""cleanenergy""]","[]","2017-08-14T11:16:26","[]",true,"2017-08-14_11-16-26","naturalresourcescanada",4211313612,"https://instagram.fyvr3-1.fna.fbcdn.net/vp/c5806b64efa7feedbf282cd3419730d2/5A63EECA/t50.2886-16/20818757_147802842469163_1208907515706736640_n.mp4"
24,1581378185805693200,"PS Rudd joins panel discussion on how to increase women’s employment in the #NaturalResources sector #EMMC2017","https://instagram.fyvr3-1.fna.fbcdn.net/vp/65338329897f6d0dc51dbe4db45145b6/5AF2B655/t51.2885-15/e35/20766486_902503283231568_2575036969323069440_n.jpg","BXyLxTcgAFl",0,"GraphImage","[""naturalresources"",""emmc2017""]","[]","2017-08-14T11:23:11","[]",false,"2017-08-14_11-23-11","naturalresourcescanada",4211313612,
