,Unnamed: 0,likes,mediaid,caption,url,shortcode,comments,typename,caption_hashtags,tagged_users,date,caption_mentions,is_video,id,owner_username,owner_id,video_url,text_filtered,text_tokenized,text_stemmed,text_original,category,language,Reactions_SUM,average_sentiment_score
117,117,14,1.61408e+18,Minister Jim Carr speaks at the Sustainable Forestry Initiative Annual Conference during National Forest Week,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8d39cf08f052b258750ab0441f455f03/5AEF6C63/t51.2885-15/e35/21981038_2034967936722142_519796140665733120_n.jpg,BZmXe-dg3xt,0,GraphImage,"[""forests""]",[],2017-09-28T14:17:27,[],False,2017-09-28_14-17-27,naturalresourcescanada,4211313612,,Minister Jim Carr speaks Sustainable Forestry Initiative Annual Conference National Forest Week forests,"['Minister', 'Jim', 'Carr', 'speaks', 'Sustainable', 'Forestry', 'Initiative', 'Annual', 'Conference', 'National', 'Forest', 'Week', 'forests']","[u'minist', u'jim', u'carr', u'speak', u'sustain', u'forestri', u'initi', u'annual', u'confer', u'nation', u'forest', u'week', u'forest']",Minister Jim Carr speaks at the  Sustainable Forestry Initiative Annual Conference during National Forest Week #forests,Environmental,en,14,0.0
118,118,13,1.62335e+18,"The zero-emission hydrogen fuel cell Mirai produces only water as the byproduct of it’s power generation. Hydrogen vehicles can travel as far as gas vehicles on equivalent tank of gas and are just as quick to refuel! This car is one of three currently available for purchase, and investments into hydrogen fueling stations are being made by federal and provincial governments.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/83da59edf19e9e2f1b7a3042416c9ea5/5A6467E9/t51.2885-15/e15/22352058_1073125722790498_1071312319914442752_n.jpg,BaHT-YglUGk,1,GraphVideo,"[""genenergy""]",[],2017-10-11T09:22:50,[],True,2017-10-11_09-22-50,naturalresourcescanada,4211313612,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fc902abc236609b705b65ded620d6418/5A64669B/t50.2886-16/22387612_124955938166521_3775867747490070528_n.mp4,zero emission hydrogen fuel cell Mirai produces water byproduct power generation Hydrogen vehicles travel far gas vehicles equivalent tank gas quick refuel car one three currently available purchase investments hydrogen fueling stations made federal provincial governments GenEnergy,"['zero', 'emission', 'hydrogen', 'fuel', 'cell', 'Mirai', 'produces', 'water', 'byproduct', 'power', 'generation', 'Hydrogen', 'vehicles', 'travel', 'far', 'gas', 'vehicles', 'equivalent', 'tank', 'gas', 'quick', 'refuel', 'car', 'one', 'three', 'currently', 'available', 'purchase', 'investments', 'hydrogen', 'fueling', 'stations', 'made', 'federal', 'provincial', 'governments', 'GenEnergy']","[u'zero', u'emiss', u'hydrogen', u'fuel', u'cell', u'mirai', u'produc', u'water', u'byproduct', u'power', u'generat', u'hydrogen', u'vehicl', u'travel', u'far', u'gas', u'vehicl', u'equival', u'tank', u'gas', u'quick', u'refuel', u'car', u'one', u'three', u'current', u'avail', u'purchas', u'invest', u'hydrogen', u'fuel', u'station', u'made', u'feder', u'provinci', u'govern', u'genenergi']","The zero-emission hydrogen fuel cell Mirai produces only water as the byproduct of it’s power generation.  Hydrogen vehicles can travel as far as gas vehicles on equivalent tank of gas and are just as quick to refuel!  This car is one of three currently available for purchase, and investments into hydrogen fueling stations are being made by federal and provincial governments.\n#GenEnergy",Economical,en,14,1.0
119,119,14,1.44726e+18,Here’s a pic of me as a young(er) geologist hiking in the Pyrenees in Spain. I’ve been very fortunate in that my work has taken me to some pretty amazing places! – DK,https://instagram.fyvr3-1.fna.fbcdn.net/vp/025cac407566528149f364cd8f6c52cd/5AE468C5/t51.2885-15/e35/16465347_265185410577593_3907971312198352896_n.jpg,BQVsDerhAM2,0,GraphImage,"[""flashbackfriday"",""womeninscience"",""nrcansci"",""stemgirls"",""womenintech"",""girlslovescience""]",[],2017-02-10T09:07:33,[],False,2017-02-10_09-07-33,naturalresourcescanada,4211313612,,FlashBackFriday pic young er geologist hiking Pyrenees Spain fortunate work taken pretty amazing places DK WomenInScience NRCanSci STEMGirls WomenInTech GirlsLoveScience,"['FlashBackFriday', 'pic', 'young', 'er', 'geologist', 'hiking', 'Pyrenees', 'Spain', 'fortunate', 'work', 'taken', 'pretty', 'amazing', 'places', 'DK', 'WomenInScience', 'NRCanSci', 'STEMGirls', 'WomenInTech', 'GirlsLoveScience']","[u'flashbackfriday', u'pic', u'young', 'er', u'geologist', u'hike', u'pyrene', u'spain', u'fortun', u'work', u'taken', u'pretti', u'amaz', u'place', 'dk', u'womeninsci', u'nrcansci', u'stemgirl', u'womenintech', u'girlslovesci']",#FlashBackFriday Here’s a pic of me as a young(er) geologist hiking in the Pyrenees in Spain. I’ve been very fortunate in that my work has taken me to some pretty amazing places! – DK #WomenInScience #NRCanSci #STEMGirls #WomenInTech #GirlsLoveScience,Social,en,14,0.0
120,120,14,1.44577e+18,"Our Chief Scientist, Donna Kirkwood, will be taking over our Twitter and Instagram this Friday morning! Tune in as she showcases her work and that of other female scientists in honour of",https://instagram.fyvr3-1.fna.fbcdn.net/vp/f116112153ada4ce4490918cc244d9bf/5AEF52E2/t51.2885-15/e35/16465459_1280648648690760_8342052684815138816_n.jpg,BQQbG39hH-J,0,GraphImage,"[""womeninscience"",""nrcansci"",""stemgirls"",""womenintech"",""girlslovescience""]",[],2017-02-08T08:03:16,[],False,2017-02-08_08-03-16,naturalresourcescanada,4211313612,,Chief Scientist Donna Kirkwood taking Twitter Instagram Friday morning nTune showcases work female scientists honour WomenInScience NRCanSci STEMGirls WomenInTech GirlsLoveScience,"['Chief', 'Scientist', 'Donna', 'Kirkwood', 'taking', 'Twitter', 'Instagram', 'Friday', 'morning', 'nTune', 'showcases', 'work', 'female', 'scientists', 'honour', 'WomenInScience', 'NRCanSci', 'STEMGirls', 'WomenInTech', 'GirlsLoveScience']","[u'chief', u'scientist', u'donna', u'kirkwood', u'take', u'twitter', u'instagram', u'friday', u'morn', u'ntune', u'showcas', u'work', u'femal', u'scientist', u'honour', u'womeninsci', u'nrcansci', u'stemgirl', u'womenintech', u'girlslovesci']","Our Chief Scientist, Donna Kirkwood, will be taking over our Twitter and Instagram this Friday morning! \nTune in as she showcases her work and that of other female scientists in honour of #WomenInScience #NRCanSci #STEMGirls #WomenInTech #GirlsLoveScience",Social,en,14,0.0
121,121,14,1.45092e+18,Geoscientist Malaika Ulmi is working to reduce risk from natural hazards and support a culture of science-based decision-making,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1ba04cb3cb23f510505b343433a72131/5ADB91AB/t51.2885-15/e35/16584787_331099100619655_5749425771420581888_n.jpg,BQisGNdhozU,0,GraphImage,"[""womeninscience"",""geoscience"",""nrcansci"",""stemgirls"",""girlslovescience""]",[],2017-02-15T10:18:03,[],False,2017-02-15_10-18-03,naturalresourcescanada,4211313612,,Geoscientist Malaika Ulmi working reduce risk natural hazards support culture science based decision making WomenInScience Geoscience NRCanSci STEMGirls GirlsLoveScience,"['Geoscientist', 'Malaika', 'Ulmi', 'working', 'reduce', 'risk', 'natural', 'hazards', 'support', 'culture', 'science', 'based', 'decision', 'making', 'WomenInScience', 'Geoscience', 'NRCanSci', 'STEMGirls', 'GirlsLoveScience']","[u'geoscientist', u'malaika', u'ulmi', u'work', u'reduc', u'risk', u'natur', u'hazard', u'support', u'cultur', u'scienc', u'base', u'decis', u'make', u'womeninsci', u'geoscienc', u'nrcansci', u'stemgirl', u'girlslovesci']",Geoscientist Malaika Ulmi is working to reduce risk from natural hazards and support a culture of science-based decision-making\n#WomenInScience #Geoscience #NRCanSci #STEMGirls #GirlsLoveScience,Social,en,14,0.0
122,122,14,1.55893e+18,Do you think marine has a place in 🇨🇦 energy future? Share your ideas with us generationenergy.ca,https://instagram.fyvr3-1.fna.fbcdn.net/vp/27c798dcb36c67d448d26345ced9ced1/5AE2FC8A/t51.2885-15/e35/19984976_146396269270528_5258329431155408896_n.jpg,BWicuFDAio5,0,GraphImage,"[""renewableenergy"",""genenergy""]",[],2017-07-14T12:12:03,[],False,2017-07-14_12-12-03,naturalresourcescanada,4211313612,,think marine RenewableEnergy place energy future Share ideas us generationenergy ca GenEnergy,"['think', 'marine', 'RenewableEnergy', 'place', 'energy', 'future', 'Share', 'ideas', 'us', 'generationenergy', 'ca', 'GenEnergy']","[u'think', u'marin', u'renewableenergi', u'place', u'energi', u'futur', u'share', u'idea', 'us', u'generationenergi', 'ca', u'genenergi']",Do you think marine #RenewableEnergy has a place in 🇨🇦 energy future? Share your ideas with us @ generationenergy.ca #GenEnergy,Social,en,14,0.0
123,123,9,1.61987e+18,Ministers want you at the forum in Winnipeg! Learn how you can participate virtually: generationenergy.ca,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2df496ecee1c80f5996edd7cb800c8bc/5A63E7FF/t51.2885-15/e15/22159490_1403993022983822_6407378511643803648_n.jpg,BZ67wyVAJmp,5,GraphVideo,"[""goc"",""genenergy""]",[],2017-10-06T13:59:16,[],True,2017-10-06_13-59-16,naturalresourcescanada,4211313612,https://instagram.fyvr3-1.fna.fbcdn.net/vp/84e1f61079df7c8542dcad7282c3ff7c/5A63F657/t50.2886-16/22309497_1128035670660810_2422907544071569408_n.mp4,GoC Ministers want GenEnergy forum Winnipeg Learn participate virtually generationenergy ca,"['GoC', 'Ministers', 'want', 'GenEnergy', 'forum', 'Winnipeg', 'Learn', 'participate', 'virtually', 'generationenergy', 'ca']","[u'goc', u'minist', u'want', u'genenergi', u'forum', u'winnipeg', u'learn', u'particip', u'virtual', u'generationenergi', 'ca']",#GoC Ministers want you at the #GenEnergy forum in Winnipeg! Learn how you can participate virtually: generationenergy.ca,Economical,en,14,0.2433333333333333
124,124,14,1.51389e+18,is underway! Check out the bugs and at the Canadian Food Inspection Agency booth!,https://instagram.fyvr3-1.fna.fbcdn.net/vp/69e23c50fece562d673d29830f994f41/5AD81E8D/t51.2885-15/e35/18382141_293220824455251_5899374057660350464_n.jpg,BUCbbVWAazS,0,GraphImage,"[""funfest"",""insects"",""odysci""]",[],2017-05-13T08:42:16,[],False,2017-05-13_08-42-16,naturalresourcescanada,4211313612,,FunFest underway Check bugs insects Canadian Food Inspection Agency booth OdySci,"['FunFest', 'underway', 'Check', 'bugs', 'insects', 'Canadian', 'Food', 'Inspection', 'Agency', 'booth', 'OdySci']","[u'funfest', u'underway', u'check', u'bug', u'insect', u'canadian', u'food', u'inspect', u'agenc', u'booth', u'odysci']",#FunFest is underway! Check out the bugs and #insects at the Canadian Food Inspection Agency booth! #OdySci,Social,en,14,0.0
125,125,14,1.46612e+18,PS Rudd speaks to the importance of attracting more women into senior roles to lead the revolution,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a6be77f87470863c4e525aa3b7ce0a90/5AF52596/t51.2885-15/e35/17126962_209573836190401_6034910095807086592_n.jpg,BRYtSzGAn8D,0,GraphImage,"[""cleanenergy""]",[],2017-03-08T09:47:30,[],False,2017-03-08_09-47-30,naturalresourcescanada,4211313612,,PS Rudd speaks importance attracting women senior roles lead CleanEnergy revolution,"['PS', 'Rudd', 'speaks', 'importance', 'attracting', 'women', 'senior', 'roles', 'lead', 'CleanEnergy', 'revolution']","['ps', u'rudd', u'speak', u'import', u'attract', u'women', u'senior', u'role', u'lead', u'cleanenergi', u'revolut']",PS Rudd speaks to the importance of attracting more women into senior roles to lead the #CleanEnergy revolution,Economical,en,14,0.0
126,126,14,1.53205e+18,"Min Carr and Norwegian Minister of Petroleum & Energy, Terje Søviknes, advanced mutual interests & discussed",https://instagram.fyvr3-1.fna.fbcdn.net/vp/8dca3b41e871adf5faac45062cd6cfc7/5AD85468/t51.2885-15/e35/18949808_333376180415363_3350839514749730816_n.jpg,BVC7mAVAL5-,0,GraphImage,"[""missioninnovation"",""canadachina""]",[],2017-06-07T09:54:44,[],False,2017-06-07_09-54-44,naturalresourcescanada,4211313612,,Min Carr Norwegian Minister Petroleum Energy Terje viknes advanced mutual interests discussed MissionInnovation CanadaChina,"['Min', 'Carr', 'Norwegian', 'Minister', 'Petroleum', 'Energy', 'Terje', 'viknes', 'advanced', 'mutual', 'interests', 'discussed', 'MissionInnovation', 'CanadaChina']","[u'min', u'carr', u'norwegian', u'minist', u'petroleum', u'energi', u'terj', u'vikn', u'advanc', u'mutual', u'interest', u'discuss', u'missioninnov', u'canadachina']","Min Carr and Norwegian Minister of Petroleum & Energy, Terje Søviknes, advanced mutual interests & discussed #MissionInnovation #CanadaChina",Economical,en,14,0.0
127,127,14,1.46552e+18,Check out forest fire research specialist Chelene Hanes! She conducts studies on fire danger and fire behaviour using spatial analysis tools.,https://instagram.fyvr3-1.fna.fbcdn.net/vp/36f2643d28d805ee57e745585bd8be2f/5AEE9C16/t51.2885-15/e35/17125359_188716974953302_1862870063808249856_n.jpg,BRWlU6ogHV3,0,GraphImage,"[""womeninscience"",""stemgirls"",""girlslovescience"",""nrcansci""]",[],2017-03-07T13:59:24,[],False,2017-03-07_13-59-24,naturalresourcescanada,4211313612,,Check forest fire research specialist Chelene Hanes conducts studies fire danger fire behaviour using spatial analysis tools WomenInScience STEMGirls GirlsLoveScience NRCanSci,"['Check', 'forest', 'fire', 'research', 'specialist', 'Chelene', 'Hanes', 'conducts', 'studies', 'fire', 'danger', 'fire', 'behaviour', 'using', 'spatial', 'analysis', 'tools', 'WomenInScience', 'STEMGirls', 'GirlsLoveScience', 'NRCanSci']","[u'check', u'forest', u'fire', u'research', u'specialist', u'chelen', u'hane', u'conduct', u'studi', u'fire', u'danger', u'fire', u'behaviour', u'use', u'spatial', u'analysi', u'tool', u'womeninsci', u'stemgirl', u'girlslovesci', u'nrcansci']",Check out forest fire research specialist Chelene Hanes! She conducts studies on fire danger and fire behaviour using spatial analysis tools.\n\n#WomenInScience #STEMGirls #GirlsLoveScience #NRCanSci,Social,en,14,0.0
128,128,13,1.63273e+18,"Here’s another innovation that was featured at the forum.This is the EnCurrent hydrokinetic turbine.This turbine is ideal for power generation in remote communities. A kW version of this turbine is being installed in the Sagkeeng First Nation Community on the Winnipeg River; kW could charge a medium-sized home or business. This installation also gives NRCan a chance to monitor the performance of the turbine. These turbines have also been installed elsewhere in Canada, the U.S. and India.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/73c45de72bb3f877e657984d22489218/5A639FDF/t51.2885-15/e15/22709022_2004530776426781_851832936968749056_n.jpg,BaomynqjHc4,0,GraphVideo,"[""cleantech"",""genenergy""]",[],2017-10-24T07:41:48,[],True,2017-10-24_07-41-48,naturalresourcescanada,4211313612,https://instagram.fyvr3-1.fna.fbcdn.net/vp/5a8e45ecee77fab9dd5f2a4d30de2004/5A637447/t50.2886-16/22767448_141049019873528_2429086473002156032_n.mp4,another CleanTech innovation featured GenEnergy forum nThis EnCurrent hydrokinetic turbine nThis turbine ideal power generation remote communities 25kW version turbine installed Sagkeeng First Nation Community Winnipeg River 25kW could charge medium sized home business installation also gives NRCan chance monitor performance turbine turbines also installed elsewhere Canada India,"['another', 'CleanTech', 'innovation', 'featured', 'GenEnergy', 'forum', 'nThis', 'EnCurrent', 'hydrokinetic', 'turbine', 'nThis', 'turbine', 'ideal', 'power', 'generation', 'remote', 'communities', '25kW', 'version', 'turbine', 'installed', 'Sagkeeng', 'First', 'Nation', 'Community', 'Winnipeg', 'River', '25kW', 'could', 'charge', 'medium', 'sized', 'home', 'business', 'installation', 'also', 'gives', 'NRCan', 'chance', 'monitor', 'performance', 'turbine', 'turbines', 'also', 'installed', 'elsewhere', 'Canada', 'India']","[u'anoth', u'cleantech', u'innov', u'featur', u'genenergi', u'forum', u'nthis', u'encurr', u'hydrokinet', u'turbin', u'nthis', u'turbin', u'ideal', u'power', u'generat', u'remot', u'communiti', u'25kw', u'version', u'turbin', u'instal', u'sagkeeng', u'first', u'nation', u'communiti', u'winnipeg', u'river', u'25kw', u'could', u'charg', u'medium', u'size', u'home', u'busi', u'instal', u'also', u'give', u'nrcan', u'chanc', u'monitor', u'perform', u'turbin', u'turbin', u'also', u'instal', u'elsewher', u'canada', u'india']","Here’s another #CleanTech innovation that was featured at the #GenEnergy forum.\n\nThis is the EnCurrent hydrokinetic turbine.\nThis turbine is ideal for power generation in remote communities. A 25kW version of this turbine is being installed in the Sagkeeng First Nation Community on the Winnipeg River; 25kW could charge a medium-sized home or business. This installation also gives NRCan a chance to monitor the performance of the turbine. These turbines have also been installed elsewhere in Canada, the U.S. and India.",Economical,en,13,0.0
129,129,13,1.65971e+18,"Fieldwork takes our scientists to Canada's most remote corners, such as the uninhabited Axel Heiberg Island, Nunavut.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/2ad74969c90b50a3ad83230b7d220446/5AFF887B/t51.2885-15/e35/24254450_153603971925473_4588041888455458816_n.jpg,BcIeHG7DVfv,0,GraphImage,"[""tbt""]",[],2017-11-30T12:12:19,[],False,2017-11-30_12-12-19,naturalresourcescanada,4211313612,,TBT Fieldwork takes scientists Canada remote corners uninhabited Axel Heiberg Island Nunavut,"['TBT', 'Fieldwork', 'takes', 'scientists', 'Canada', 'remote', 'corners', 'uninhabited', 'Axel', 'Heiberg', 'Island', 'Nunavut']","[u'tbt', u'fieldwork', u'take', u'scientist', u'canada', u'remot', u'corner', u'uninhabit', u'axel', u'heiberg', u'island', u'nunavut']","#TBT Fieldwork takes our scientists to Canada's most remote corners, such as the uninhabited Axel Heiberg Island, Nunavut.",Environmental,en,13,0.0
130,130,13,1.53573e+18,Minister Carr met with Mayor Wang Dongfeng to discuss how Canada & China can collaborate in areas of mutual interest,https://instagram.fyvr3-1.fna.fbcdn.net/vp/00a797b4b8f8809fd96ee7aba37201d1/5AFF2EC0/t51.2885-15/e35/19050267_129182907660093_3312504522156277760_n.jpg,BVP_6xNAw81,0,GraphImage,"[""canadachina""]",[],2017-06-12T11:42:39,[],False,2017-06-12_11-42-39,naturalresourcescanada,4211313612,,Minister Carr met Mayor Wang Dongfeng discuss Canada China collaborate areas mutual interest CanadaChina,"['Minister', 'Carr', 'met', 'Mayor', 'Wang', 'Dongfeng', 'discuss', 'Canada', 'China', 'collaborate', 'areas', 'mutual', 'interest', 'CanadaChina']","[u'minist', u'carr', u'met', u'mayor', u'wang', u'dongfeng', u'discuss', u'canada', u'china', u'collabor', u'area', u'mutual', u'interest', u'canadachina']",Minister Carr met with Mayor Wang Dongfeng to discuss how Canada & China can collaborate in areas of mutual interest #CanadaChina,Economical,en,13,0.0
131,131,13,1.4611e+18,"With a specialty in catalysis and reaction engineering, Dr. Cecile Siewe is the DG for CanmetENERGY. Her lab conducts research into the development of tech for a range of options. ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/318893214a89455c4535314078d60dce/5AD964B5/t51.2885-15/e35/16908795_1037289633081115_577150098849398784_n.jpg,BRG3PjcAv97,0,GraphImage,"[""cleanenergy"",""womeninscience"",""stemgirls"",""girlslovescience"",""nrcansci""]",[],2017-03-01T11:28:07,[],False,2017-03-01_11-28-07,naturalresourcescanada,4211313612,,specialty catalysis reaction engineering Dr Cecile Siewe DG CanmetENERGY nHer lab conducts research development tech range CleanEnergy options WomenInScience STEMGirls GirlsLoveScience NRCanSci,"['specialty', 'catalysis', 'reaction', 'engineering', 'Dr', 'Cecile', 'Siewe', 'DG', 'CanmetENERGY', 'nHer', 'lab', 'conducts', 'research', 'development', 'tech', 'range', 'CleanEnergy', 'options', 'WomenInScience', 'STEMGirls', 'GirlsLoveScience', 'NRCanSci']","[u'specialti', u'catalysi', u'reaction', u'engin', 'dr', u'cecil', u'siew', 'dg', u'canmetenergi', u'nher', u'lab', u'conduct', u'research', u'develop', u'tech', u'rang', u'cleanenergi', u'option', u'womeninsci', u'stemgirl', u'girlslovesci', u'nrcansci']","With a specialty in catalysis and reaction engineering, Dr. Cecile Siewe is the DG for CanmetENERGY. \nHer lab conducts research into the development of tech for a range of #CleanEnergy options. \n#WomenInScience #STEMGirls #GirlsLoveScience #NRCanSci",Economical,en,13,0.0
132,132,13,1.40678e+18,"A helicopter is landing with more supplies for the ice camp. Even though this picture was taken at about :30 pm, there is bright sunshine since the sun never sets in the during the summer. John Shimeld, Natural Resources Canada",https://instagram.fyvr3-1.fna.fbcdn.net/vp/25186d6bbe64e9a5d36b6eee0951d2a9/5ADC9FAA/t51.2885-15/e35/15535395_143343429484940_9031567795371900928_n.jpg,BOF4-CmAJiH,0,GraphImage,"[""arctic"",""arcticscience"",""science"",""helicopter"",""camp"",""camping"",""ice"",""snow"",""canadiancoastguard""]",[],2016-12-16T12:49:46,[],False,2016-12-16_12-49-46,naturalresourcescanada,4211313612,,helicopter landing supplies ice camp Even though picture taken 30 pm bright sunshine since sun never sets Arctic summer ArcticScience John Shimeld Natural Resources Canada science helicopter camp camping ice snow CanadianCoastGuard,"['helicopter', 'landing', 'supplies', 'ice', 'camp', 'Even', 'though', 'picture', 'taken', '30', 'pm', 'bright', 'sunshine', 'since', 'sun', 'never', 'sets', 'Arctic', 'summer', 'ArcticScience', 'John', 'Shimeld', 'Natural', 'Resources', 'Canada', 'science', 'helicopter', 'camp', 'camping', 'ice', 'snow', 'CanadianCoastGuard']","[u'helicopt', u'land', u'suppli', u'ice', u'camp', u'even', u'though', u'pictur', u'taken', '30', 'pm', u'bright', u'sunshin', u'sinc', u'sun', u'never', u'set', u'arctic', u'summer', u'arcticsci', u'john', u'shimeld', u'natur', u'resourc', u'canada', u'scienc', u'helicopt', u'camp', u'camp', u'ice', u'snow', u'canadiancoastguard']","A helicopter is landing with more supplies for the ice camp. Even though this picture was taken at about 7:30 pm, there is bright sunshine since the sun never sets in the #Arctic during the summer. #ArcticScience 📷 John Shimeld, Natural Resources Canada\n\n#science #helicopter #camp #camping #ice #snow #CanadianCoastGuard",Environmental,en,13,0.0
133,133,13,1.61323e+18,Join in helping move Canada forward! Submit your ideas for our national dialogue,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b5639131dcca482177c35da38fa80355/5A6463A5/t51.2885-15/e15/21981003_119012618752812_2822163752537817088_n.jpg,BZjWCdZAeok,0,GraphVideo,"[""genenergy""]",[],2017-09-27T10:07:05,"[""sciencemin""]",True,2017-09-27_10-07-05,naturalresourcescanada,4211313612,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e8dc182a99c935cd8a140eb444835e50/5A637634/t50.2886-16/22138443_234401050419518_1168170446688878592_n.mp4,Join sciencemin helping move Canada forward Submit ideas national dialogue GenEnergy www generationenergy ca,"['Join', 'sciencemin', 'helping', 'move', 'Canada', 'forward', 'Submit', 'ideas', 'national', 'dialogue', 'GenEnergy', 'www', 'generationenergy', 'ca']","[u'join', u'sciencemin', u'help', u'move', u'canada', u'forward', u'submit', u'idea', u'nation', u'dialogu', u'genenergi', u'www', u'generationenergi', 'ca']",Join @sciencemin in helping move Canada forward! Submit your ideas for our national dialogue #GenEnergy www.generationenergy.ca,Economical,en,13,0.0
134,134,13,1.61264e+18,Min Hehr asks Canadians from coast-to-coast-to-coast to join us in helping move Canada’s energy future forward!,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c76a65dfa9126f33c49607d4a609bb1f/5A646217/t51.2885-15/e15/21985101_302089686933873_5507421230627553280_n.jpg,BZhQ9CIAizO,0,GraphVideo,"[""genenergy""]",[],2017-09-26T14:44:11,[],True,2017-09-26_14-44-11,naturalresourcescanada,4211313612,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f05c13078ae3b9a1fa54f8be4e67b6d1/5A63D833/t50.2886-16/22113950_177305792818273_7279491408010936320_n.mp4,Min Hehr asks Canadians coast coast coast join us helping move energy future forward GenEnergy www generationenergy ca,"['Min', 'Hehr', 'asks', 'Canadians', 'coast', 'coast', 'coast', 'join', 'us', 'helping', 'move', 'energy', 'future', 'forward', 'GenEnergy', 'www', 'generationenergy', 'ca']","[u'min', u'hehr', u'ask', u'canadian', u'coast', u'coast', u'coast', u'join', 'us', u'help', u'move', u'energi', u'futur', u'forward', u'genenergi', u'www', u'generationenergi', 'ca']",Min Hehr asks Canadians from coast-to-coast-to-coast to join us in helping move Canada’s energy future forward! #GenEnergy www.generationenergy.ca,Social,en,13,0.0
135,135,13,1.40461e+18,Our researchers monitor accelerated coastal change in Canada’s Western Arctic using drones,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2fdde948cec07bc39ca552453f52562e/5AEE5D35/t51.2885-15/e35/15538523_1621022034866135_3244337090451734528_n.jpg,BN-LFBUg3kp,0,GraphImage,"[""arcticscience"",""north"",""science"",""drones"",""coast"",""arctic""]","[""parkscanada_ert""]",2016-12-13T12:54:05,[],False,2016-12-13_12-54-05,naturalresourcescanada,4211313612,,researchers monitor accelerated coastal change Western Arctic using drones ArcticScience north science drones coast arctic,"['researchers', 'monitor', 'accelerated', 'coastal', 'change', 'Western', 'Arctic', 'using', 'drones', 'ArcticScience', 'north', 'science', 'drones', 'coast', 'arctic']","[u'research', u'monitor', u'acceler', u'coastal', u'chang', u'western', u'arctic', u'use', u'drone', u'arcticsci', u'north', u'scienc', u'drone', u'coast', u'arctic']",Our researchers monitor accelerated coastal change in Canada’s Western Arctic using drones #ArcticScience #north #science #drones #coast #arctic,Environmental,en,13,0.0
136,136,13,1.6625e+18,“We believe in the solar industry. We understand its potential to accelerate the transition to a clean-energy future.” – Minister Carr Minister Carr delivers keynote address at conference.,https://instagram.fyvr3-1.fna.fbcdn.net/vp/bc1a67d0474c9d5047f46135c7282685/5AFB0C9C/t51.2885-15/e35/24274791_824785451036865_1874517581323304960_n.jpg,BcSZwXpDKvx,0,GraphImage,"[""solarcanada""]",[],2017-12-04T08:46:40,[],False,2017-12-04_08-46-40,naturalresourcescanada,4211313612,,believe solar industry understand potential accelerate transition clean energy future Minister Carr nMinister Carr delivers keynote address SolarCanada conference,"['believe', 'solar', 'industry', 'understand', 'potential', 'accelerate', 'transition', 'clean', 'energy', 'future', 'Minister', 'Carr', 'nMinister', 'Carr', 'delivers', 'keynote', 'address', 'SolarCanada', 'conference']","[u'believ', u'solar', u'industri', u'understand', u'potenti', u'acceler', u'transit', u'clean', u'energi', u'futur', u'minist', u'carr', u'nminist', u'carr', u'deliv', u'keynot', u'address', u'solarcanada', u'confer']",“We believe in the solar industry. We understand its potential to accelerate the transition to a clean-energy future.” – Minister Carr \nMinister Carr delivers keynote address at #SolarCanada conference.,Social,en,13,0.0
137,137,13,1.63863e+18,Panelist Perry Bellegarde shares remarks about the forum,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6fd9915ed48dd6f1c4a3acee1da3d091/5ADF7CF3/t51.2885-15/e35/23101127_125191761489671_5808476258866036736_n.jpg,Ba9kpb8jMIo,0,GraphImage,"[""genenergy""]",[],2017-11-01T11:06:24,[],False,2017-11-01_11-06-24,naturalresourcescanada,4211313612,,Panelist Perry Bellegarde shares remarks GenEnergy forum,"['Panelist', 'Perry', 'Bellegarde', 'shares', 'remarks', 'GenEnergy', 'forum']","[u'panelist', u'perri', u'bellegard', u'share', u'remark', u'genenergi', u'forum']",Panelist Perry Bellegarde shares remarks about the #GenEnergy forum,Economical,en,13,0.0
138,138,13,1.5139e+18,We’re making ice cream at the Let's Talk Science booth! Join in on the fun at,https://instagram.fyvr3-1.fna.fbcdn.net/vp/9e7308df1fc6efa62ab407c66d26c3cc/5AE078A0/t51.2885-15/e35/18513577_1969876459910870_2844119762793922560_n.jpg,BUCdjdjAHwi,0,GraphImage,"[""funfest"",""odysci""]",[],2017-05-13T09:00:51,[],False,2017-05-13_09-00-51,naturalresourcescanada,4211313612,,making ice cream Let Talk Science booth Join fun FunFest OdySci,"['making', 'ice', 'cream', 'Let', 'Talk', 'Science', 'booth', 'Join', 'fun', 'FunFest', 'OdySci']","[u'make', u'ice', u'cream', u'let', u'talk', u'scienc', u'booth', u'join', u'fun', u'funfest', u'odysci']",We’re making ice cream at the Let's Talk Science booth! Join in on the fun at #FunFest #OdySci,Environmental,en,13,0.0
