,Unnamed: 0,likes,mediaid,caption,url,shortcode,comments,typename,caption_hashtags,tagged_users,date,caption_mentions,is_video,id,owner_username,owner_id,video_url,text_filtered,text_tokenized,text_stemmed,text_original,category,language,Reactions_SUM,average_sentiment_score
42,42,23,1.58199e+18,Minister Carr delivers address on the federal vision for the transition to a clean economy in the sector,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3c4c46440ee3997ff8965b6819167d15/5AF01B55/t51.2885-15/e35/20901994_1964857143760580_406993819683258368_n.jpg,BX0XOYEAhQD,0,GraphImage,"[""naturalresources"",""emmc2017""]",[],2017-08-15T07:41:45,[],False,2017-08-15_07-41-45,naturalresourcescanada,4211313612,,Minister Carr delivers address federal vision transition clean economy NaturalResources sector EMMC2017,"['Minister', 'Carr', 'delivers', 'address', 'federal', 'vision', 'transition', 'clean', 'economy', 'NaturalResources', 'sector', 'EMMC2017']","[u'minist', u'carr', u'deliv', u'address', u'feder', u'vision', u'transit', u'clean', u'economi', u'naturalresourc', u'sector', u'emmc2017']",Minister Carr delivers address on the federal vision for the transition to a clean economy in the #NaturalResources sector #EMMC2017,Environmental,en,23,0.0
43,43,23,1.44725e+18,"Here’s Suzanne Paradis again. I’m not sure about you, but to me this picture makes a pretty good argument for pursuing geology as a career… – DK",https://instagram.fyvr3-1.fna.fbcdn.net/vp/baa12ac0919c0c5b40c4e1dc3fa6f88e/5ADBA1E0/t51.2885-15/e35/16585353_252061501906803_4299008276109983744_n.jpg,BQVpjVrhEAN,0,GraphImage,"[""womeninscience"",""nrcansci"",""stemgirls"",""womenintech"",""girlslovescience""]",[],2017-02-10T08:45:41,[],False,2017-02-10_08-45-41,naturalresourcescanada,4211313612,,Suzanne Paradis sure picture makes pretty good argument pursuing geology DK WomenInScience NRCanSci STEMGirls WomenInTech GirlsLoveScience,"['Suzanne', 'Paradis', 'sure', 'picture', 'makes', 'pretty', 'good', 'argument', 'pursuing', 'geology', 'DK', 'WomenInScience', 'NRCanSci', 'STEMGirls', 'WomenInTech', 'GirlsLoveScience']","[u'suzann', u'paradi', u'sure', u'pictur', u'make', u'pretti', u'good', u'argument', u'pursu', u'geolog', 'dk', u'womeninsci', u'nrcansci', u'stemgirl', u'womenintech', u'girlslovesci']","Here’s Suzanne Paradis again. I’m not sure about you, but to me this picture makes a pretty good argument for pursuing geology as a career… – DK\n#WomenInScience #NRCanSci #STEMGirls #WomenInTech #GirlsLoveScience",Social,en,23,0.0
44,44,23,1.65462e+18,"A geological field party travels along Admiralty Inlet, Baffin Island, Nunavut, via dogsled in May .",https://instagram.fyvr3-1.fna.fbcdn.net/vp/b812d1ff1c2f1a560aab88ac3bb1715b/5AF939DE/t51.2885-15/e35/23823493_129073877785572_1952379548783869952_n.jpg,Bb2YMSbj-hM,0,GraphImage,"[""tbt""]",[],2017-11-23T11:34:16,[],False,2017-11-23_11-34-16,naturalresourcescanada,4211313612,,TBT geological field party travels along Admiralty Inlet Baffin Island Nunavut via dogsled May 1954,"['TBT', 'geological', 'field', 'party', 'travels', 'along', 'Admiralty', 'Inlet', 'Baffin', 'Island', 'Nunavut', 'via', 'dogsled', 'May', '1954']","[u'tbt', u'geolog', u'field', u'parti', u'travel', u'along', u'admiralti', u'inlet', u'baffin', u'island', u'nunavut', u'via', u'dogsl', u'may', u'1954']","#TBT A geological field party travels along Admiralty Inlet, Baffin Island, Nunavut, via dogsled in May 1954.",Social,en,23,0.0
45,45,22,1.56263e+18,"Welcome to “Come dine with me Athabasca,” where Canada’s best and brightest government scientists battle it out to become ultimate camp chef! Because we are in a smaller camp, we cook our own food and each member is responsible for at least one communal dinner. This can often lead to some friendly competition as to who’s the best cook. ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/34f90ff4478a9b00d766bad79040bd95/5AFDFF51/t51.2885-15/e35/20180959_470568733304605_3185015775253495808_n.jpg,BWvkTf3Ad_N,0,GraphSidecar,"[""itsdefinitelyvicki"",""comedinewithme"",""campmeals"",""fieldwork""]",[],2017-07-19T14:28:27,[],False,2017-07-19_14-28-27,naturalresourcescanada,4211313612,,Welcome Come dine Athabasca best brightest government scientists battle become ultimate camp chef nBecause smaller camp cook food member responsible least one communal dinner often lead friendly competition best cook ItsDefinitelyVicki ComeDineWithMe CampMeals Fieldwork,"['Welcome', 'Come', 'dine', 'Athabasca', 'best', 'brightest', 'government', 'scientists', 'battle', 'become', 'ultimate', 'camp', 'chef', 'nBecause', 'smaller', 'camp', 'cook', 'food', 'member', 'responsible', 'least', 'one', 'communal', 'dinner', 'often', 'lead', 'friendly', 'competition', 'best', 'cook', 'ItsDefinitelyVicki', 'ComeDineWithMe', 'CampMeals', 'Fieldwork']","[u'welcom', u'come', u'dine', u'athabasca', u'best', u'brightest', u'govern', u'scientist', u'battl', u'becom', u'ultim', u'camp', u'chef', u'nbecaus', u'smaller', u'camp', u'cook', u'food', u'member', u'respons', u'least', u'one', u'communal', u'dinner', u'often', u'lead', u'friend', u'competit', u'best', u'cook', u'itsdefinitelyvicki', u'comedinewithm', u'campmeal', u'fieldwork']","Welcome to “Come dine with me Athabasca,” where Canada’s best and brightest government scientists battle it out to become ultimate camp chef! \nBecause we are in a smaller camp, we cook our own food and each member is responsible for at least one communal dinner. This can often lead to some friendly competition as to who’s the best cook. \n#ItsDefinitelyVicki #ComeDineWithMe #CampMeals #Fieldwork",Environmental,en,22,0.0
46,46,21,1.67059e+18,"Natural Resources Canada’s Frank Des Rosiers, on behalf of our CanmetENERGY team, received an award for the team’s technical and scientific contributions to advancing carbon capture and storage technologies. Congratulations!",https://instagram.fyvr3-1.fna.fbcdn.net/vp/079875072b77769a275752b9cb01bd46/5ADF2F09/t51.2885-15/e35/25017958_1541657865910234_6976627365317181440_n.jpg,BcvJJigDHxY,1,GraphImage,[],[],2017-12-15T12:39:32,[],False,2017-12-15_12-39-32,naturalresourcescanada,4211313612,,Natural Resources Frank Des Rosiers behalf CanmetENERGY team received award technical scientific contributions advancing carbon capture storage technologies Congratulations,"['Natural', 'Resources', 'Frank', 'Des', 'Rosiers', 'behalf', 'CanmetENERGY', 'team', 'received', 'award', 'technical', 'scientific', 'contributions', 'advancing', 'carbon', 'capture', 'storage', 'technologies', 'Congratulations']","[u'natur', u'resourc', u'frank', u'des', u'rosier', u'behalf', u'canmetenergi', u'team', u'receiv', u'award', u'technic', u'scientif', u'contribut', u'advanc', u'carbon', u'captur', u'storag', u'technolog', u'congratul']","Natural Resources Canada’s Frank Des Rosiers, on behalf of our CanmetENERGY team, received an award for the team’s technical and scientific contributions to advancing carbon capture and storage technologies. Congratulations!",Environmental,en,22,0.0
47,47,22,1.53356e+18,Going to this Sat? Stop by & visit the team at their booth to tell them what looks like!,https://instagram.fyvr3-1.fna.fbcdn.net/vp/601a230c302d7a7277caf23994948ee1/5A63EF77/t51.2885-15/e15/19120920_666189980243142_1042691920574283776_n.jpg,BVITaNlgIMx,0,GraphVideo,"[""genenergy"",""yourenergyfuture""]",[],2017-06-09T11:59:03,"[""festibieredegatineau""]",True,2017-06-09_11-59-03,naturalresourcescanada,4211313612,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6ae2cc23632a79e53a0bf9762b344a4e/5A6455DB/t50.2886-16/19054516_341271736292278_339239825825595392_n.mp4,Going festibieredegatineau Sat Stop visit GenEnergy team booth tell YourEnergyFuture looks like,"['Going', 'festibieredegatineau', 'Sat', 'Stop', 'visit', 'GenEnergy', 'team', 'booth', 'tell', 'YourEnergyFuture', 'looks', 'like']","[u'go', u'festibieredegatineau', u'sat', u'stop', u'visit', u'genenergi', u'team', u'booth', u'tell', u'yourenergyfutur', u'look', u'like']",Going to @festibieredegatineau this Sat? Stop by & visit the #GenEnergy team at their booth to tell them what #YourEnergyFuture looks like!,Social,en,22,0.0
48,48,22,1.53573e+18,Min Carr & delegation elain how innovation in wood products & can contribute to China’s environmental goals,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3f3a0eafaeffe4b7c4250bb6ba22b140/5AE579DA/t51.2885-15/e35/19121799_622078837986346_8016564008536506368_n.jpg,BVP_fJQABHG,0,GraphImage,"[""cleantech"",""canadachina""]",[],2017-06-12T11:38:53,[],False,2017-06-12_11-38-53,naturalresourcescanada,4211313612,,Min Carr delegation explain innovation wood products CleanTech contribute environmental goals CanadaChina,"['Min', 'Carr', 'delegation', 'explain', 'innovation', 'wood', 'products', 'CleanTech', 'contribute', 'environmental', 'goals', 'CanadaChina']","[u'min', u'carr', u'deleg', u'explain', u'innov', u'wood', u'product', u'cleantech', u'contribut', u'environment', u'goal', u'canadachina']",Min Carr & delegation explain how innovation in wood products & #CleanTech can contribute to China’s environmental goals #CanadaChina,Economical,en,22,0.0
49,49,22,1.56251e+18,"Kathryn Bethune is a Professor of Geology at the University of Regina. She and her Ph.D. student, Dillon Johnstone, are investigating the regional setting and related structural controls of uranium deposits in the area. The primary aim is to create a fuller -D and -D picture of the major structural features and their relationship to the uranium deposits, as well as getting a fuller understanding of the sequence and timing of structures. ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/b7d78bfb76b6a2e3ed72b9e22e40daf3/5AFE345B/t51.2885-15/e35/20066621_1929153043965459_5682441878083993600_n.jpg,BWvJQthgCd4,0,GraphImage,"[""womeninscience"",""geology"",""uranium"",""canada""]",[],2017-07-19T10:32:09,[],False,2017-07-19_10-32-09,naturalresourcescanada,4211313612,,Kathryn Bethune Professor Geology University Regina Ph student Dillon Johnstone investigating regional setting related structural controls uranium deposits area nThe primary aim create fuller picture major structural features relationship uranium deposits well getting fuller understanding sequence timing structures WomenInScience Geology uranium Canada,"['Kathryn', 'Bethune', 'Professor', 'Geology', 'University', 'Regina', 'Ph', 'student', 'Dillon', 'Johnstone', 'investigating', 'regional', 'setting', 'related', 'structural', 'controls', 'uranium', 'deposits', 'area', 'nThe', 'primary', 'aim', 'create', 'fuller', 'picture', 'major', 'structural', 'features', 'relationship', 'uranium', 'deposits', 'well', 'getting', 'fuller', 'understanding', 'sequence', 'timing', 'structures', 'WomenInScience', 'Geology', 'uranium', 'Canada']","[u'kathryn', u'bethun', u'professor', u'geolog', u'univers', u'regina', 'ph', u'student', u'dillon', u'johnston', u'investig', u'region', u'set', u'relat', u'structur', u'control', u'uranium', u'deposit', u'area', u'nthe', u'primari', u'aim', u'creat', u'fuller', u'pictur', u'major', u'structur', u'featur', u'relationship', u'uranium', u'deposit', u'well', u'get', u'fuller', u'understand', u'sequenc', u'time', u'structur', u'womeninsci', u'geolog', u'uranium', u'canada']","Kathryn Bethune is a Professor of Geology at the University of Regina. She and her Ph.D. student, Dillon Johnstone, are investigating the regional setting and related structural controls of uranium deposits in the area. \nThe primary aim is to create a fuller 2-D and 3-D picture of the major structural features and their relationship to the uranium deposits, as well as getting a fuller understanding of the sequence and timing of structures. \n#WomenInScience #Geology #uranium #Canada",Economical,en,22,0.0
50,50,21,1.40166e+18,Our satellite station in Inuvik receives data in real time from polar-orbiting satellites,https://instagram.fyvr3-1.fna.fbcdn.net/vp/311b645f65fdcef5f5261beebd02d98c/5AE9D1BD/t51.2885-15/e35/15403481_285748735156359_6060867417855229952_n.jpg,BNztXvkjKyW,1,GraphImage,"[""arcticscience"",""arctic"",""north"",""satellite"",""inuvik"",""northernlights"",""auroraborealis"",""wow"",""science"",""canada""]",[],2016-12-09T11:22:06,[],False,2016-12-09_11-22-06,naturalresourcescanada,4211313612,,satellite station Inuvik receives data real time polar orbiting satellites ArcticScience arctic north satellite Inuvik NorthernLights AuroraBorealis wow science canada,"['satellite', 'station', 'Inuvik', 'receives', 'data', 'real', 'time', 'polar', 'orbiting', 'satellites', 'ArcticScience', 'arctic', 'north', 'satellite', 'Inuvik', 'NorthernLights', 'AuroraBorealis', 'wow', 'science', 'canada']","[u'satellit', u'station', u'inuvik', u'receiv', u'data', u'real', u'time', u'polar', u'orbit', u'satellit', u'arcticsci', u'arctic', u'north', u'satellit', u'inuvik', u'northernlight', u'auroraboreali', u'wow', u'scienc', u'canada']",Our satellite station in Inuvik receives data in real time from polar-orbiting satellites #ArcticScience #arctic #north #satellite #Inuvik #NorthernLights #AuroraBorealis #wow #science #canada,Economical,en,22,0.5
51,51,22,1.44719e+18,"Throwing it back to me as a young professor! Some things change, but my love of science has only grown stronger – DK ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/fb797476180f1c8e4afefe1a48d4d055/5AFB2CB3/t51.2885-15/e35/16464694_380450442324642_9033642737022271488_n.jpg,BQVb928harf,0,GraphImage,"[""womeninscience"",""nrcansci"",""stemgirls"",""womenintech"",""girlslovescience""]",[],2017-02-10T06:46:59,[],False,2017-02-10_06-46-59,naturalresourcescanada,4211313612,,Throwing back young professor things change love science grown stronger DK WomenInScience NRCanSci STEMGirls WomenInTech GirlsLoveScience,"['Throwing', 'back', 'young', 'professor', 'things', 'change', 'love', 'science', 'grown', 'stronger', 'DK', 'WomenInScience', 'NRCanSci', 'STEMGirls', 'WomenInTech', 'GirlsLoveScience']","[u'throw', u'back', u'young', u'professor', u'thing', u'chang', u'love', u'scienc', u'grown', u'stronger', 'dk', u'womeninsci', u'nrcansci', u'stemgirl', u'womenintech', u'girlslovesci']","Throwing it back to me as a young professor! Some things change, but my love of science has only grown stronger – DK \n#WomenInScience #NRCanSci #STEMGirls #WomenInTech #GirlsLoveScience",Social,en,22,0.0
52,52,21,1.4553e+18,"As a scientist with the Geological Survey of Canada, Michelle Cote has been to many Canadian Arctic locations to investigate research questions related to geohazards & ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/7cdf3fe184fc76a52d477c5d1383ac4d/5AF88A3D/t51.2885-15/e35/16789564_418039551867717_5278986230984343552_n.jpg,BQySB11AnbV,0,GraphImage,"[""climatechange"",""womeninscience"",""nrcansci"",""stemgirls"",""girlslovescience"",""gsc175""]",[],2017-02-21T11:38:07,[],False,2017-02-21_11-38-07,naturalresourcescanada,4211313612,,scientist Geological Survey Canada Michelle Cote many Canadian Arctic locations investigate research questions related geohazards ClimateChange WomenInScience NRCanSci STEMGirls GirlsLoveScience GSC175,"['scientist', 'Geological', 'Survey', 'Canada', 'Michelle', 'Cote', 'many', 'Canadian', 'Arctic', 'locations', 'investigate', 'research', 'questions', 'related', 'geohazards', 'ClimateChange', 'WomenInScience', 'NRCanSci', 'STEMGirls', 'GirlsLoveScience', 'GSC175']","[u'scientist', u'geolog', u'survey', u'canada', u'michell', u'cote', u'mani', u'canadian', u'arctic', u'locat', u'investig', u'research', u'question', u'relat', u'geohazard', u'climatechang', u'womeninsci', u'nrcansci', u'stemgirl', u'girlslovesci', u'gsc175']","As a scientist with the Geological Survey of Canada, Michelle Cote has been to many Canadian Arctic locations to investigate research questions related to geohazards & #ClimateChange \n#WomenInScience #NRCanSci #STEMGirls #GirlsLoveScience #GSC175",Economical,en,21,0.0
53,53,21,1.51397e+18,Canadian Centre for Mapping & Earth Observation show off how they conduct research using at,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0e0026c9909ba5fc01cd9fca61b49c9f/5AEC3F0A/t51.2885-15/e35/18443410_293305964449877_2679494465202159616_n.jpg,BUCsmagAoH_,0,GraphImage,"[""drones"",""funfest"",""odysci""]",[],2017-05-13T11:12:20,[],False,2017-05-13_11-12-20,naturalresourcescanada,4211313612,,Canadian Centre Mapping Earth Observation show conduct research using drones FunFest OdySci,"['Canadian', 'Centre', 'Mapping', 'Earth', 'Observation', 'show', 'conduct', 'research', 'using', 'drones', 'FunFest', 'OdySci']","[u'canadian', u'centr', u'map', u'earth', u'observ', u'show', u'conduct', u'research', u'use', u'drone', u'funfest', u'odysci']",Canadian Centre for Mapping & Earth Observation show off how they conduct research using #drones at #FunFest #OdySci,Environmental,en,21,0.0
54,54,21,1.45968e+18,"NRCan forest officer Katalijn MacAfee promotes CFS science, tools and techniques to help forest and reclamation practitioners in their operations. ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/1c6c8fa583dea48cc51a694c5f9ab497/5AE7CDB8/t51.2885-15/e35/16906392_181420415684294_3082896047253487616_n.jpg,BRBzt27gVcw,0,GraphImage,"[""womeninscience"",""stemgirls"",""girlslovescience"",""nrcansci""]",[],2017-02-27T12:21:06,[],False,2017-02-27_12-21-06,naturalresourcescanada,4211313612,,NRCan forest officer Katalijn MacAfee promotes CFS science tools techniques help forest reclamation practitioners operations WomenInScience STEMGirls GirlsLoveScience NRCanSci,"['NRCan', 'forest', 'officer', 'Katalijn', 'MacAfee', 'promotes', 'CFS', 'science', 'tools', 'techniques', 'help', 'forest', 'reclamation', 'practitioners', 'operations', 'WomenInScience', 'STEMGirls', 'GirlsLoveScience', 'NRCanSci']","[u'nrcan', u'forest', u'offic', u'katalijn', u'macafe', u'promot', u'cfs', u'scienc', u'tool', u'techniqu', u'help', u'forest', u'reclam', u'practition', u'oper', u'womeninsci', u'stemgirl', u'girlslovesci', u'nrcansci']","NRCan forest officer Katalijn MacAfee promotes CFS science, tools and techniques to help forest and reclamation practitioners in their operations. \n#WomenInScience #STEMGirls  #GirlsLoveScience #NRCanSci",Environmental,en,21,0.0
55,55,19,1.63202e+18,"Here are two innovations that were showcased at the forum!The EV Garage is an interactive display designed to help Canadians elore and better understand electric vehicles and solar energy production for vehicles and buildings.The Chevy Volt is a hybrid plug-in electric vehicle. The car uses the battery power until the battery is empty, at which point gas can be used. The Volt has regenerative braking to help charge the battery.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/0ec21e525b925a4d1e2360c2258eb3e7/5A637913/t51.2885-15/e15/22710240_908385622659827_9209895971373187072_n.jpg,BamFwdQjDUQ,2,GraphVideo,"[""cleantech"",""genenergy""]",[],2017-10-23T08:15:13,[],True,2017-10-23_08-15-13,naturalresourcescanada,4211313612,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c4ae13694e4a818cb46e7942bd73e2d3/5A638443/t50.2886-16/22707699_1349278741847762_809330726586548224_n.mp4,two CleanTech innovations showcased GenEnergy forum nThe EV Garage interactive display designed help Canadians explore better understand electric vehicles solar energy production vehicles buildings nThe Chevy Volt hybrid plug electric vehicle car uses battery power battery empty point gas used Volt regenerative braking help charge battery,"['two', 'CleanTech', 'innovations', 'showcased', 'GenEnergy', 'forum', 'nThe', 'EV', 'Garage', 'interactive', 'display', 'designed', 'help', 'Canadians', 'explore', 'better', 'understand', 'electric', 'vehicles', 'solar', 'energy', 'production', 'vehicles', 'buildings', 'nThe', 'Chevy', 'Volt', 'hybrid', 'plug', 'electric', 'vehicle', 'car', 'uses', 'battery', 'power', 'battery', 'empty', 'point', 'gas', 'used', 'Volt', 'regenerative', 'braking', 'help', 'charge', 'battery']","[u'two', u'cleantech', u'innov', u'showcas', u'genenergi', u'forum', u'nthe', 'ev', u'garag', u'interact', u'display', u'design', u'help', u'canadian', u'explor', u'better', u'understand', u'electr', u'vehicl', u'solar', u'energi', u'product', u'vehicl', u'build', u'nthe', u'chevi', u'volt', u'hybrid', u'plug', u'electr', u'vehicl', u'car', u'use', u'batteri', u'power', u'batteri', u'empti', u'point', u'gas', u'use', u'volt', u'regen', u'brake', u'help', u'charg', u'batteri']","Here are two #CleanTech innovations that were showcased at the #GenEnergy forum!\n\nThe EV Garage is an interactive display designed to help Canadians explore and better understand electric vehicles and solar energy production for vehicles and buildings.\n\nThe Chevy Volt is a hybrid plug-in electric vehicle. The car uses the battery power until the battery is empty, at which point gas can be used. The Volt has regenerative braking to help charge the battery.",Environmental,en,21,0.5
56,56,21,1.45173e+18,Research Scientist Vicki Tschirhart takes gravity measurements as part of the Geomapping Energy Minerals program,https://instagram.fyvr3-1.fna.fbcdn.net/vp/986c9a4800177335b270920cd8725031/5AEAE837/t51.2885-15/e35/16790044_380203935691015_3680146846451236864_n.jpg,BQllhu6AC5g,0,GraphImage,"[""womeninscience"",""scienceselfie"",""nrcansci"",""stemgirls"",""girlslovescience""]",[],2017-02-16T13:18:22,[],False,2017-02-16_13-18-22,naturalresourcescanada,4211313612,,Research Scientist Vicki Tschirhart takes gravity measurements part Geomapping Energy Minerals program WomenInScience ScienceSelfie NRCanSci STEMGirls GirlsLoveScience,"['Research', 'Scientist', 'Vicki', 'Tschirhart', 'takes', 'gravity', 'measurements', 'part', 'Geomapping', 'Energy', 'Minerals', 'program', 'WomenInScience', 'ScienceSelfie', 'NRCanSci', 'STEMGirls', 'GirlsLoveScience']","[u'research', u'scientist', u'vicki', u'tschirhart', u'take', u'graviti', u'measur', u'part', u'geomap', u'energi', u'miner', u'program', u'womeninsci', u'scienceselfi', u'nrcansci', u'stemgirl', u'girlslovesci']",Research Scientist Vicki Tschirhart takes gravity measurements as part of the Geomapping Energy Minerals program\n#WomenInScience #ScienceSelfie #NRCanSci #STEMGirls #GirlsLoveScience,Social,en,21,0.0
57,57,21,1.66983e+18,years ago scientists launched Canada’s first systematic study of the Arctic...,https://instagram.fyvr3-1.fna.fbcdn.net/vp/97f5903382e0379ec5deb629b5f2d7c6/5AE0B7B1/t51.2885-15/e35/24838707_1586808178072663_5460036359689338880_n.jpg,BcsbOsIDX6u,0,GraphImage,"[""tbt"",""canada150"",""arcticscience"",""nrcansci""]",[],2017-12-14T11:19:48,[],False,2017-12-14_11-19-48,naturalresourcescanada,4211313612,,TBT 100 years ago scientists launched first systematic study Arctic Canada150 ArcticScience NRCanSci,"['TBT', '100', 'years', 'ago', 'scientists', 'launched', 'first', 'systematic', 'study', 'Arctic', 'Canada150', 'ArcticScience', 'NRCanSci']","[u'tbt', u'100', u'year', u'ago', u'scientist', u'launch', u'first', u'systemat', u'studi', u'arctic', u'canada150', u'arcticsci', u'nrcansci']",#TBT 100 years ago scientists launched Canada’s first systematic study of the Arctic\n.\n.\n.\n#Canada150 #ArcticScience #NRCanSci,Economical,en,21,0.0
58,58,20,1.44015e+18,"Congrats to , who is the winner of our Instagram Flag Contest! You’ll be receiving a flag that flew at the North Pole. To claim your prize, direct message us on Instagram!",https://instagram.fyvr3-1.fna.fbcdn.net/vp/36ccc15bb26da89ce865ede95e236fb8/5AE1C9BB/t51.2885-15/e35/16230527_188824704932636_8101669210708508672_n.jpg,BP8dRJGBRHG,1,GraphImage,"[""pmyouthcouncil"",""northpole"",""winner""]",[],2017-01-31T13:57:20,"[""akg78001""]",False,2017-01-31_13-57-20,naturalresourcescanada,4211313612,,Congrats Akg78001 winner Instagram Flag Contest receiving flag flew North Pole claim prize direct message us Instagram PMYouthCouncil NorthPole Winner,"['Congrats', 'Akg78001', 'winner', 'Instagram', 'Flag', 'Contest', 'receiving', 'flag', 'flew', 'North', 'Pole', 'claim', 'prize', 'direct', 'message', 'us', 'Instagram', 'PMYouthCouncil', 'NorthPole', 'Winner']","[u'congrat', u'akg78001', u'winner', u'instagram', u'flag', u'contest', u'receiv', u'flag', u'flew', u'north', u'pole', u'claim', u'prize', u'direct', u'messag', 'us', u'instagram', u'pmyouthcouncil', u'northpol', u'winner']","Congrats to @Akg78001, who is the winner of our Instagram Flag Contest! You’ll be receiving a flag that flew at the North Pole. To claim your prize, direct message us on Instagram! #PMYouthCouncil #NorthPole #Winner",Environmental,en,21,0.0
59,59,21,1.56245e+18,"Meet Jeremy! My colleague Jeremy Powell is interested in the low-temperature history of southern Athabasca. He’s combing the drill core for fractures and faults, using many different techniques to understand when these structures were active. Dating the movement of these structures and the timing of hydrothermal fluids that circulated through them will help us learn how and when these uranium deposits formed.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/1f5cfa53e3ab1bc33cd9799847f9e911/5AE2B157/t51.2885-15/e35/20184729_124477051497113_7542050124684328960_n.jpg,BWu8GWsAmQm,0,GraphImage,"[""faults"",""geochron"",""rockclock"",""notmyfault"",""fieldwork""]",[],2017-07-19T08:37:08,[],False,2017-07-19_08-37-08,naturalresourcescanada,4211313612,,Meet Jeremy nMy colleague Jeremy Powell interested low temperature history southern Athabasca combing drill core fractures faults using many different techniques understand structures active nDating movement structures timing hydrothermal fluids circulated help us learn uranium deposits formed Faults geochron RockClock NotMyFault fieldwork,"['Meet', 'Jeremy', 'nMy', 'colleague', 'Jeremy', 'Powell', 'interested', 'low', 'temperature', 'history', 'southern', 'Athabasca', 'combing', 'drill', 'core', 'fractures', 'faults', 'using', 'many', 'different', 'techniques', 'understand', 'structures', 'active', 'nDating', 'movement', 'structures', 'timing', 'hydrothermal', 'fluids', 'circulated', 'help', 'us', 'learn', 'uranium', 'deposits', 'formed', 'Faults', 'geochron', 'RockClock', 'NotMyFault', 'fieldwork']","[u'meet', u'jeremi', u'nmi', u'colleagu', u'jeremi', u'powel', u'interest', u'low', u'temperatur', u'histori', u'southern', u'athabasca', u'comb', u'drill', u'core', u'fractur', u'fault', u'use', u'mani', u'differ', u'techniqu', u'understand', u'structur', u'activ', u'ndate', u'movement', u'structur', u'time', u'hydrotherm', u'fluid', u'circul', u'help', 'us', u'learn', u'uranium', u'deposit', u'form', u'fault', u'geochron', u'rockclock', u'notmyfault', u'fieldwork']","Meet Jeremy! \nMy colleague Jeremy Powell is interested in the low-temperature history of southern Athabasca. He’s combing the drill core for fractures and faults, using many different techniques to understand when these structures were active. \nDating the movement of these structures and the timing of hydrothermal fluids that circulated through them will help us learn how and when these uranium deposits formed.\n\n#Faults #geochron #RockClock #NotMyFault #fieldwork",Environmental,en,21,0.0
60,60,21,1.44232e+18,"Did you hear the news? Chief Scientist Donna Kirkwood is taking over our Instagram on Friday, February , to celebrate ! And be sure to check us out on Twitter, too! Follow us at throughout the morning to hear from the Chief Scientist herself. ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/69d6be0027005756ccacf3783f16ff67/5AE9ECC9/t51.2885-15/e15/16230418_1329435690449358_1007820771860414464_n.jpg,BQEKiz3j-ps,0,GraphImage,"[""womeninscience"",""takeover"",""science"",""stemgirls"",""womenintech"",""girlslovescience""]",[],2017-02-03T13:47:39,"[""nrcan""]",False,2017-02-03_13-47-39,naturalresourcescanada,4211313612,,hear news Chief Scientist Donna Kirkwood taking Instagram Friday February 10 celebrate WomenInScience nAnd sure check us Twitter Follow us NRCan throughout morning hear Chief Scientist TakeOver Science STEMGirls WomenInTech GirlsLoveScience,"['hear', 'news', 'Chief', 'Scientist', 'Donna', 'Kirkwood', 'taking', 'Instagram', 'Friday', 'February', '10', 'celebrate', 'WomenInScience', 'nAnd', 'sure', 'check', 'us', 'Twitter', 'Follow', 'us', 'NRCan', 'throughout', 'morning', 'hear', 'Chief', 'Scientist', 'TakeOver', 'Science', 'STEMGirls', 'WomenInTech', 'GirlsLoveScience']","[u'hear', u'news', u'chief', u'scientist', u'donna', u'kirkwood', u'take', u'instagram', u'friday', u'februari', '10', u'celebr', u'womeninsci', u'nand', u'sure', u'check', 'us', u'twitter', u'follow', 'us', u'nrcan', u'throughout', u'morn', u'hear', u'chief', u'scientist', u'takeov', u'scienc', u'stemgirl', u'womenintech', u'girlslovesci']","Did you hear the news? Chief Scientist Donna Kirkwood is taking over our Instagram on Friday, February 10, to celebrate #WomenInScience! \nAnd be sure to check us out on Twitter, too! Follow us at @NRCan throughout the morning to hear from the Chief Scientist herself. \n#TakeOver #Science #STEMGirls #WomenInTech #GirlsLoveScience",Social,en,21,0.0
