,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,owner,created_at,id,post_id,text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_filtered_spell_corrected,text_sentiment_scores,text_corrected_sentiment_scores,text_sentiment_scores_type,text_corrected_sentiment_scores_type,text_original
59,59,59,59,"{""username"":""amirkhani.mohammad_"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25023993_142822999754994_8260701241110167552_n.jpg"",""id"":""3082211995""}",1500525167,1.78812e+16,2017-07-19_15-03-08,"Hello dear colleague, Could you talk about your work that you've done on the field???? Tnx",[],[],Hello dear colleague Could talk work done field Tnx,"['Hello', 'dear', 'colleague', 'Could', 'talk', 'work', 'done', 'field', 'Tnx']","[u'hello', u'dear', u'colleagu', u'could', u'talk', u'work', u'done', u'field', u'tnx']",Hello dear colleague Would talk work done field And,0.0,0.0,Neutral,Neutral,"Hello dear colleague, Could you talk about your work that you've done on the field???? Tnx"
60,60,60,60,"{""username"":""ali.moharrek"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25016341_2041529209464425_1485071889909940224_n.jpg"",""id"":""3573294320""}",1506970173,1.79019e+16,2017-10-02_10-26-35,Is it possible for other inventors of the world to join Min Hajdu 's ?,['#greenactions'],[],possible inventors world join Min Hajdu,"['possible', 'inventors', 'world', 'join', 'Min', 'Hajdu']","[u'possibl', u'inventor', u'world', u'join', u'min', u'hajdu']",possible inventors world join In Hajdu,0.0,0.0,Neutral,Neutral,Is it possible for other inventors of the world to join Min Hajdu 's #greenactions ?
61,61,61,61,"{""username"":""joyarthllan"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/21107864_372891956460457_8868077056341049344_n.jpg"",""id"":""2423959354""}",1507231083,1.78774e+16,2017-10-05_07-33-34,Energy of the movement of the oceans at all coast.,[],[],Energy movement oceans coast,"['Energy', 'movement', 'oceans', 'coast']","[u'energi', u'movement', u'ocean', u'coast']",Energy movement ocean coast,0.0,0.0,Neutral,Neutral,Energy of the movement of the oceans at all coast.
62,62,62,62,"{""username"":""ali.moharrek"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25016341_2041529209464425_1485071889909940224_n.jpg"",""id"":""3573294320""}",1507295178,1.79025e+16,2017-10-06_05-50-49,I provide a innovate model of renewable resources.,[],[],provide innovate model renewable resources,"['provide', 'innovate', 'model', 'renewable', 'resources']","[u'provid', u'innov', u'model', u'renew', u'resourc']",provide innate model renewal resources,0.0,0.0,Neutral,Neutral,@naturalresourcescanada I provide a innovate model of renewable resources.
63,63,63,63,"{""username"":""dancerepublic.club"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13741157_1770679049887754_519302382_a.jpg"",""id"":""2043059181""}",1508176593,1.78796e+16,2017-10-06_13-59-16,superblly!!!,[],[],superblly,['superblly'],[u'superblli'],superblly,0.0,0.0,Neutral,Neutral,superblly!!!
64,64,64,64,"{""username"":""dynamodanceclub"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20589951_1249736415154035_3908583546901495808_a.jpg"",""id"":""1059153042""}",1507640072,1.79023e+16,2017-10-06_13-59-16,cool foto!),[],[],cool foto,"['cool', 'foto']","[u'cool', u'foto']",cool foot,0.35,0.35,Positive,Positive,cool foto!)
65,65,65,65,"{""username"":""ali.moharrek"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25016341_2041529209464425_1485071889909940224_n.jpg"",""id"":""3573294320""}",1507484390,1.7875e+16,2017-10-06_13-59-16,how cool are u ! Thank you so much . your kindness is highly appreciated.,[],[],cool Thank much kindness highly appreciated,"['cool', 'Thank', 'much', 'kindness', 'highly', 'appreciated']","[u'cool', u'thank', u'much', u'kind', u'high', u'appreci']",cool Thank much kindness highly appreciated,0.25,0.25,Neutral,Neutral,@naturalresourcescanada how cool are u ! Thank you so much . your kindness is highly appreciated.
66,66,66,66,"{""username"":""naturalresourcescanada"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15306712_683210878507526_4833027093602238464_a.jpg"",""id"":""4211313612""}",1507482461,1.78786e+16,2017-10-06_13-59-16,.moharrek you can participate in the virtual forum October -12. More information can be found here,[],['https://www.generationenergy.ca/how-to-participate/generation-energy-forum'],moharrek participate virtual forum October 12 information found,"['moharrek', 'participate', 'virtual', 'forum', 'October', '12', 'information', 'found']","[u'moharrek', u'particip', u'virtual', u'forum', u'octob', '12', u'inform', u'found']",moharrek participate virtual forum October 12 information found,0.0,0.0,Neutral,Neutral,@ali.moharrek you can participate in the virtual forum October 11-12. More information can be found here https://www.generationenergy.ca/how-to-participate/generation-energy-forum
67,67,67,67,"{""username"":""ali.moharrek"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25016341_2041529209464425_1485071889909940224_n.jpg"",""id"":""3573294320""}",1507324657,1.78795e+16,2017-10-06_13-59-16,"Can we , the individual global inventors , join this?",[],[],individual global inventors join,"['individual', 'global', 'inventors', 'join']","[u'individu', u'global', u'inventor', u'join']",individual global inventors join,0.0,0.0,Neutral,Neutral,"Can we , the individual global inventors , join this?"
68,68,68,68,"{""username"":""_kevy_93_"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/22069794_1241797192593260_6765894717629530112_n.jpg"",""id"":""540335262""}",1507753126,1.78957e+16,2017-10-11_09-22-50,This is awesome!!,[],[],awesome,['awesome'],[u'awesom'],awesome,1.0,1.0,Positive,Positive,This is awesome!!
69,69,69,69,"{""username"":""sylsprov"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23498095_735367119991747_5344478464999161856_n.jpg"",""id"":""284673598""}",1508799965,1.79042e+16,2017-10-23_08-15-13,Kendra !,[],[],Kendra,['Kendra'],[u'kendra'],Tendre,0.0,0.0,Neutral,Neutral,@sylsprov Kendra !
70,70,70,70,"{""username"":""sylsprov"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23498095_735367119991747_5344478464999161856_n.jpg"",""id"":""284673598""}",1508799943,1.78785e+16,2017-10-23_08-15-13,Awesome will,[],[],Awesome,['Awesome'],[u'awesom'],Awesome,1.0,1.0,Positive,Positive,Awesome 👏🏽 will
71,71,71,71,"{""username"":""joyarthllan"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/21107864_372891956460457_8868077056341049344_n.jpg"",""id"":""2423959354""}",1509132560,1.7881e+16,2017-10-27_12-23-10,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,👏👏👏👏
72,72,72,72,"{""username"":""muhitreza"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20582667_1943720855843465_8799681003527340032_a.jpg"",""id"":""2123117613""}",1511847535,1.78971e+16,2017-11-27_11-11-21,"Congrats Neil, don't drink salt water",[],[],Congrats Neil drink salt water,"['Congrats', 'Neil', 'drink', 'salt', 'water']","[u'congrat', u'neil', u'drink', u'salt', u'water']",Congrats Veil drink salt water,0.0,0.0,Neutral,Neutral,"Congrats Neil, don't drink salt water 😂"
73,73,73,73,"{""username"":""tra1n_1nsane"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14561891_1177719718969116_7694045929208283136_a.jpg"",""id"":""43385534""}",1513370515,1.79042e+16,2017-12-15_12-03-04,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,🙏
74,74,74,74,"{""username"":""ahmadian.simin"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26158736_1636832276372427_2618415735285743616_n.jpg"",""id"":""1799424197""}",1513387117,1.78868e+16,2017-12-15_12-39-32,Congratulation,[],[],Congratulation,['Congratulation'],[u'congratul'],Congratulation,0.0,0.0,Neutral,Neutral,Congratulation😊😊😊😊😊
75,75,75,75,"{""username"":""cloreally"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12965703_1129956000388023_513419626_a.jpg"",""id"":""247066461""}",1513941607,1.78882e+16,2017-12-21_10-48-16,,['#RepresentationMatters'],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,#RepresentationMatters
76,76,76,76,"{""username"":""capimage.agence.audiovisuelle"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20582510_402980193433587_1507411672673812480_a.jpg"",""id"":""5818939025""}",1516222198,1.78591e+16,2018-01-15_07-37-36,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,👌
