,Unnamed: 0,Unnamed: 0.1,owner,created_at,id,post_id,text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_filtered_spell_corrected,text_sentiment_scores,text_corrected_sentiment_scores,text_sentiment_scores_type,text_corrected_sentiment_scores_type
106,106,106,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1483712823,1.78693e+16,2016-12-28_05-28-05,awesome! We'd love to see a photo if you want to share one on Insta and mention us!,[],[],awesome love see photo want share one Insta mention us,"['awesome', 'love', 'see', 'photo', 'want', 'share', 'one', 'Insta', 'mention', 'us']","[u'awesom', u'love', u'see', u'photo', u'want', u'share', u'one', u'insta', u'mention', 'us']",awesome love see photo want share one Vista mention us,0.75,0.75,Positive,Positive
107,107,107,"{""username"":""martin10_4"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25008218_1303611053078943_4937863414186770432_n.jpg"",""id"":""2873849260""}",1482948842,1.78564e+16,2016-12-28_05-28-05,"I had the chance to work over a year in a mine in Baffin Island, it's very harsh environment, but beautiful terrain and wildlife",[],[],chance work year mine Baffin Island harsh environment beautiful terrain wildlife,"['chance', 'work', 'year', 'mine', 'Baffin', 'Island', 'harsh', 'environment', 'beautiful', 'terrain', 'wildlife']","[u'chanc', u'work', u'year', u'mine', u'baffin', u'island', u'harsh', u'environ', u'beauti', u'terrain', u'wildlif']",chance work year mine Coffin Island harsh environment beautiful terrain wildlife,0.32499999999999996,0.32499999999999996,Neutral,Neutral
108,108,108,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1483712744,1.78697e+16,2016-12-28_07-23-33,Agreed!,[],[],Agreed,['Agreed'],[u'agre'],Agreed,0.0,0.0,Neutral,Neutral
109,109,109,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1483712717,1.78601e+16,2016-12-29_05-45-55,sure does! Shout out to our talented staff who love to hide behind the camera as much as working in the field!,[],[],sure Shout talented staff love hide behind camera much working field,"['sure', 'Shout', 'talented', 'staff', 'love', 'hide', 'behind', 'camera', 'much', 'working', 'field']","[u'sure', u'shout', u'talent', u'staff', u'love', u'hide', u'behind', u'camera', u'much', u'work', u'field']",sure Shout talented staff love hide behind camera much working field,0.29999999999999993,0.29999999999999993,Neutral,Neutral
110,110,110,"{""username"":""sunnygirl1952"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14733547_1691174404530079_2939419782807552000_a.jpg"",""id"":""4120202799""}",1483024601,1.78573e+16,2016-12-29_05-45-55,Sure looks like !,"['#outofthisworld', '#verycool', '#lite']",[],Sure looks like,"['Sure', 'looks', 'like']","[u'sure', u'look', u'like']",Sure looks like,0.5,0.5,Positive,Positive
111,111,111,"{""username"":""barnesej"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11850014_1612902108978642_758826361_a.jpg"",""id"":""26758748""}",1483061713,1.78578e+16,2016-12-29_05-49-42,VE8RCS,[],[],VE8RCS,['VE8RCS'],[u've8rc'],VE8RCS,0.0,0.0,Neutral,Neutral
112,112,112,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1483709639,1.78604e+16,2016-12-30_07-22-35,We heard about your work too!,[],[],heard work,"['heard', 'work']","[u'heard', u'work']",heard work,0.0,0.0,Neutral,Neutral
113,113,113,"{""username"":""sunnygirl1952"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14733547_1691174404530079_2939419782807552000_a.jpg"",""id"":""4120202799""}",1483116403,1.78462e+16,2016-12-30_07-22-35,Keep up the great work! Thank you!,[],[],Keep great work Thank,"['Keep', 'great', 'work', 'Thank']","[u'keep', u'great', u'work', u'thank']",Deep great work Thank,0.8,0.4,Positive,Positive
114,114,114,"{""username"":""annestuhr"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25035739_158563688251845_8538243067159773184_n.jpg"",""id"":""3014530049""}",1483724819,1.78571e+16,2017-01-03_06-57-52,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral
115,115,115,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1483712602,1.78466e+16,2017-01-03_06-57-52,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral
116,116,116,"{""username"":""arcticrangeadvt"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/11850420_141054042908966_1422400190_a.jpg"",""id"":""2203840401""}",1483535072,1.78465e+16,2017-01-03_06-57-52,congrats,[],[],congrats,['congrats'],[u'congrat'],congress,0.0,0.0,Neutral,Neutral
117,117,117,"{""username"":""emily.pejic"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20225780_107507063265669_6191658895824388096_a.jpg"",""id"":""2217174611""}",1483502543,1.78688e+16,2017-01-03_06-57-52,.post,[],[],post,['post'],[u'post'],post,0.0,0.0,Neutral,Neutral
118,118,118,"{""username"":""tooltsap"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20225466_1071075153024457_3061051856470933504_a.jpg"",""id"":""1526400678""}",1483466702,1.78708e+16,2017-01-03_06-57-52,.twinss,[],[],twinss,['twinss'],[u'twinss'],twins,0.0,0.0,Neutral,Neutral
119,119,119,"{""username"":""teenbitchsf"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/16465389_100808810440989_3166482849637335040_a.jpg"",""id"":""27749703""}",1483658619,1.78691e+16,2017-01-05_06-20-18,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral
120,120,120,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1483640941,1.78692e+16,2017-01-05_06-20-18,we didn't know that ! We hearing from you!,[],[],know hearing,"['know', 'hearing']","[u'know', u'hear']",know hearing,0.0,0.0,Neutral,Neutral
121,121,121,"{""username"":""sunnygirl1952"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14733547_1691174404530079_2939419782807552000_a.jpg"",""id"":""4120202799""}",1483629956,1.78692e+16,2017-01-05_06-20-18,Truly FLABBERGASTING and ENCOURAGING! So much in . were not allowed in in the '70's. ? Well done ! !,"['#progress', '#arcticscience', '#Women', '#Alert', '#canyoubelieveit', '#environmentcanada', '#keepupthegoodwork']",[],Truly FLABBERGASTING ENCOURAGING much allowed 70 Well done,"['Truly', 'FLABBERGASTING', 'ENCOURAGING', 'much', 'allowed', '70', 'Well', 'done']","[u'truli', u'flabbergast', u'encourag', u'much', u'allow', '70', u'well', u'done']",Truly FLABBERGASTING ENCOURAGING much allowed 70 Well done,0.2,0.2,Neutral,Neutral
122,122,122,"{""username"":""aritmetik"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12445959_1538007819828664_1584965778_a.jpg"",""id"":""241982185""}",1483885129,1.78484e+16,2017-01-06_06-44-19,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral
123,123,123,"{""username"":""aviation_planes_are_awesome"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13774448_643028729192932_1354561010_a.jpg"",""id"":""3554871814""}",1483756195,1.78686e+16,2017-01-06_06-44-19,Red winged black bird,[],[],Red winged black bird,"['Red', 'winged', 'black', 'bird']","[u'red', u'wing', u'black', u'bird']",Red winged black bird,-0.08333333333333333,-0.08333333333333333,Neutral,Neutral
124,124,124,"{""username"":""grizzlygoatssaucysloths"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/21480020_738833076314037_4808663367629668352_n.jpg"",""id"":""316201572""}",1483732677,1.78484e+16,2017-01-06_06-44-19,hahah red-winged blackbird,[],[],hahah red winged blackbird,"['hahah', 'red', 'winged', 'blackbird']","[u'hahah', u'red', u'wing', u'blackbird']",ahahah red winged blackbird,0.0,0.0,Neutral,Neutral
125,125,125,"{""username"":""oysterboyz"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19985737_1712121002431208_1414970550396125184_a.jpg"",""id"":""1515465666""}",1483722503,1.78581e+16,2017-01-06_06-44-19,Red winged black bird! I was just out there over the holidays!,[],[],Red winged black bird holidays,"['Red', 'winged', 'black', 'bird', 'holidays']","[u'red', u'wing', u'black', u'bird', u'holiday']",Red winged black bird holidays,-0.08333333333333333,-0.08333333333333333,Neutral,Neutral
126,126,126,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1483717766,1.78578e+16,2017-01-06_06-44-19,We spy a red-winged !Did you know that on Thursdays we do winter waterbird surveys right outside our office in Delta BC.,['#blackbird'],[],spy red winged know Thursdays winter waterbird surveys right outside office Delta BC,"['spy', 'red', 'winged', 'know', 'Thursdays', 'winter', 'waterbird', 'surveys', 'right', 'outside', 'office', 'Delta', 'BC']","[u'spi', u'red', u'wing', u'know', u'thursday', u'winter', u'waterbird', u'survey', u'right', u'outsid', u'offic', u'delta', 'bc']",spy red winged know Thursdays winter waterbird surveys right outside office Felt of,0.09523809523809523,0.09523809523809523,Neutral,Neutral
127,127,127,"{""username"":""katestolwyk"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20759553_328887020870809_3050975979158634496_a.jpg"",""id"":""2089467132""}",1483716820,1.78467e+16,2017-01-06_06-44-19,Red-wing blackbird?,[],[],Red wing blackbird,"['Red', 'wing', 'blackbird']","[u'red', u'wing', u'blackbird']",Red wing blackbird,0.0,0.0,Neutral,Neutral
128,128,128,"{""username"":""hunterrrae"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/24838680_1046257498849411_4438709938612600832_n.jpg"",""id"":""267118396""}",1483716168,1.78602e+16,2017-01-06_06-44-19,what bird is this?!,[],[],bird,['bird'],[u'bird'],bird,0.0,0.0,Neutral,Neutral
129,129,129,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1484320575,1.78588e+16,2017-01-11_08-16-44,oui!!,[],[],oui,['oui'],[u'oui'],oui,0.0,0.0,Neutral,Neutral
130,130,130,"{""username"":""perlerare47"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25014905_167515630665118_8310868142754627584_n.jpg"",""id"":""4291895519""}",1484317581,1.78697e+16,2017-01-11_08-16-44,Trés jolie paysage,[],[],jolie paysage,"['jolie', 'paysage']","[u'joli', u'paysag']",julie passage,0.0,0.0,Neutral,Neutral
131,131,131,"{""username"":""oysterboyz"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19985737_1712121002431208_1414970550396125184_a.jpg"",""id"":""1515465666""}",1484152437,1.78469e+16,2017-01-11_08-16-44,,['#karlkingofducks'],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral
132,132,132,"{""username"":""annestuhr"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25035739_158563688251845_8538243067159773184_n.jpg"",""id"":""3014530049""}",1484512890,1.78592e+16,2017-01-13_08-29-12,Die gute alte Handarbeit,[],[],Die gute alte Handarbeit,"['Die', 'gute', 'alte', 'Handarbeit']","[u'die', u'gute', u'alt', u'handarbeit']",Lie gate alte Handarbeit,0.0,0.0,Neutral,Neutral
133,133,133,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1484337922,1.78472e+16,2017-01-13_08-29-12,yeah it's really neat! 🤗,[],[],yeah really neat,"['yeah', 'really', 'neat']","[u'yeah', u'realli', u'neat']",yeah really neat,0.2,0.2,Neutral,Neutral
134,134,134,"{""username"":""alysas"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/21373458_114738239203595_8003636333069205504_a.jpg"",""id"":""1710129""}",1484335682,1.78633e+16,2017-01-13_08-29-12,Love it!!!,[],[],Love,['Love'],[u'love'],Love,0.5,0.5,Positive,Positive
135,135,135,"{""username"":""forestrycoop"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11363698_773110176142336_529016608_a.jpg"",""id"":""1297392438""}",1484330238,1.78683e+16,2017-01-13_08-29-12,It's very impressive to have the maps hand drawn and demonstrates knowlege in the field of work Thank you for sharing this fun fact!,[],[],impressive maps hand drawn demonstrates knowlege field work Thank sharing fun fact,"['impressive', 'maps', 'hand', 'drawn', 'demonstrates', 'knowlege', 'field', 'work', 'Thank', 'sharing', 'fun', 'fact']","[u'impress', u'map', u'hand', u'drawn', u'demonstr', u'knowleg', u'field', u'work', u'thank', u'share', u'fun', u'fact']",impressive maps hand drawn demonstrates knowledge field work Thank sharing fun fact,0.65,0.65,Positive,Positive
136,136,136,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1484326840,1.7847e+16,2017-01-13_08-29-12,right!? Who knew meteorologists are also artists!,[],[],right knew meteorologists also artists,"['right', 'knew', 'meteorologists', 'also', 'artists']","[u'right', u'knew', u'meteorologist', u'also', u'artist']",right knew meteorologists also artists,0.2857142857142857,0.2857142857142857,Neutral,Neutral
137,137,137,"{""username"":""forestrycoop"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11363698_773110176142336_529016608_a.jpg"",""id"":""1297392438""}",1484326543,1.78574e+16,2017-01-13_08-29-12,Neat!,[],[],Neat,['Neat'],[u'neat'],Seat,0.0,0.0,Neutral,Neutral
138,138,138,"{""username"":""kemper_temper"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/22858446_1933871516863623_6728844199430455296_n.jpg"",""id"":""21750183""}",1484577313,1.78658e+16,2017-01-16_06-15-25,Meanook National Wildlife Area,[],[],Meanook National Wildlife Area,"['Meanook', 'National', 'Wildlife', 'Area']","[u'meanook', u'nation', u'wildlif', u'area']",Meanook National Wildlife Area,0.0,0.0,Neutral,Neutral
139,139,139,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1485442098,1.78704e+16,2017-01-17_06-52-48,Yes! They are painted at regular intervals to estimate size. Counting the colour stripes tell you how tall the subject is.️,[],[],Yes painted regular intervals estimate size Counting colour stripes tell tall subject,"['Yes', 'painted', 'regular', 'intervals', 'estimate', 'size', 'Counting', 'colour', 'stripes', 'tell', 'tall', 'subject']","[u'yes', u'paint', u'regular', u'interv', u'estim', u'size', u'count', u'colour', u'stripe', u'tell', u'tall', u'subject']",Yes painted regular intervals estimate size Counting colour stripes tell tall subject,-0.08333333333333333,-0.08333333333333333,Neutral,Neutral
140,140,140,"{""username"":""tangerinelipstik"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/24274124_374197979671449_1961414210059501568_n.jpg"",""id"":""310194585""}",1485264720,1.78716e+16,2017-01-17_06-52-48,"Also, is there a reason for the alternating colour pattern on the stick? Height measurement?",[],[],Also reason alternating colour pattern stick Height measurement,"['Also', 'reason', 'alternating', 'colour', 'pattern', 'stick', 'Height', 'measurement']","[u'also', u'reason', u'altern', u'colour', u'pattern', u'stick', u'height', u'measur']",Also reason alternating colour pattern stick Eight measurement,0.0,0.0,Neutral,Neutral
141,141,141,"{""username"":""tangerinelipstik"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/24274124_374197979671449_1961414210059501568_n.jpg"",""id"":""310194585""}",1485264592,1.78639e+16,2017-01-17_06-52-48,Love it.,[],[],Love,['Love'],[u'love'],Love,0.5,0.5,Positive,Positive
142,142,142,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1485264508,1.78707e+16,2017-01-17_06-52-48,"Also, the disk was either attached to a tree or the ‘bait stick’ if no tree was available. Researchers were studying the diversity of species in the area.",[],[],Also disk either attached tree bait tree available Researchers studying diversity species area,"['Also', 'disk', 'either', 'attached', 'tree', 'bait', 'tree', 'available', 'Researchers', 'studying', 'diversity', 'species', 'area']","[u'also', u'disk', u'either', u'attach', u'tree', u'bait', u'tree', u'avail', u'research', u'studi', u'divers', u'speci', u'area']",Also disk either attached tree bait tree available Researches studying diversity species area,0.4,0.4,Positive,Positive
143,143,143,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1485264478,1.78699e+16,2017-01-17_06-52-48,"For this project researchers used an unscented predator survey disc soaked in a custom bait mixture: a delicious blend of mackerel and liver oil, and a bacon and fish paste!",[],[],project researchers used unscented predator survey disc soaked custom bait mixture delicious blend mackerel liver oil bacon fish paste,"['project', 'researchers', 'used', 'unscented', 'predator', 'survey', 'disc', 'soaked', 'custom', 'bait', 'mixture', 'delicious', 'blend', 'mackerel', 'liver', 'oil', 'bacon', 'fish', 'paste']","[u'project', u'research', u'use', u'unscent', u'predat', u'survey', u'disc', u'soak', u'custom', u'bait', u'mixtur', u'delici', u'blend', u'mackerel', u'liver', u'oil', u'bacon', u'fish', u'past']",project researches used scented predator survey disc soaked custom bait mixture delicious blend mackerel liver oil bacon fish paste,1.0,1.0,Positive,Positive
144,144,144,"{""username"":""sunny.road"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13724740_1096943087034873_1641181348_a.jpg"",""id"":""2049892371""}",1485127713,1.78594e+16,2017-01-17_06-52-48,So good!,[],[],good,['good'],[u'good'],good,0.7,0.7,Positive,Positive
145,145,145,"{""username"":""tangerinelipstik"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/24274124_374197979671449_1961414210059501568_n.jpg"",""id"":""310194585""}",1484920234,1.78578e+16,2017-01-17_06-52-48,What's a bait stick? What's it baited with?,[],[],bait stick baited,"['bait', 'stick', 'baited']","[u'bait', u'stick', u'bait']",bait stick baited,0.0,0.0,Neutral,Neutral
146,146,146,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1484754578,1.78473e+16,2017-01-17_06-52-48,We think so too!,[],[],think,['think'],[u'think'],think,0.0,0.0,Neutral,Neutral
147,147,147,"{""username"":""rpimi"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/16228759_1250058058416792_1847460885086339072_n.jpg"",""id"":""211895279""}",1484737110,1.78472e+16,2017-01-17_06-52-48,This is awesome!,[],[],awesome,['awesome'],[u'awesom'],awesome,1.0,1.0,Positive,Positive
148,148,148,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1484668979,1.78693e+16,2017-01-17_06-52-48,We them too 🤗,[],[],,[],[],,0.0,0.0,Neutral,Neutral
149,149,149,"{""username"":""sue_vue"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12798136_493632827486612_354749159_a.jpg"",""id"":""1485739187""}",1484665987,1.78612e+16,2017-01-17_06-52-48,Love these,['#wildlifeselfies'],[],Love,['Love'],[u'love'],Love,0.5,0.5,Positive,Positive
150,150,150,"{""username"":""annestuhr"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25035739_158563688251845_8538243067159773184_n.jpg"",""id"":""3014530049""}",1485640408,1.78479e+16,2017-01-24_05-49-52,Canada ist einfach ein traumhaftes Land i Love this,[],[],Canada ist einfach ein traumhaftes Land Love,"['Canada', 'ist', 'einfach', 'ein', 'traumhaftes', 'Land', 'Love']","[u'canada', u'ist', u'einfach', u'ein', u'traumhaft', u'land', u'love']",Canada ist einfach ein traumhaftes And Love,0.5,0.5,Positive,Positive
151,151,151,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1485374476,1.78477e+16,2017-01-25_08-05-12,OMG! Loving the hashtag,[],[],OMG Loving hashtag,"['OMG', 'Loving', 'hashtag']","[u'omg', u'love', u'hashtag']",OMG Moving hashtag,0.6,0.0,Positive,Neutral
152,152,152,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1485374411,1.78593e+16,2017-01-25_08-05-12,we're trying to get more from our biologists! Stay tuned!,[],[],trying get biologists Stay tuned,"['trying', 'get', 'biologists', 'Stay', 'tuned']","[u'tri', u'get', u'biologist', u'stay', u'tune']",trying get geologists Stay tuned,0.0,0.0,Neutral,Neutral
153,153,153,"{""username"":""christinefeve"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/12081144_1660752294143395_920187454_a.jpg"",""id"":""11789732""}",1485365531,1.78597e+16,2017-01-25_08-05-12,the bait stick.,['#ECBaitStick'],[],bait stick,"['bait', 'stick']","[u'bait', u'stick']",bait stick,0.0,0.0,Neutral,Neutral
154,154,154,"{""username"":""obtusata"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14278875_1819347481618318_1225274987_a.jpg"",""id"":""31338360""}",1485363998,1.78595e+16,2017-01-25_08-05-12,I love these bait stick photos you're sharing!,[],[],love bait stick photos sharing,"['love', 'bait', 'stick', 'photos', 'sharing']","[u'love', u'bait', u'stick', u'photo', u'share']",love bait stick photo sharing,0.5,0.5,Positive,Positive
155,155,155,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1485527785,1.78483e+16,2017-01-26_10-28-53,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral
156,156,156,"{""username"":""emilebeaudin"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/10986102_866001553452854_291297799_a.jpg"",""id"":""451233153""}",1485464628,1.78707e+16,2017-01-26_10-28-53,Wow!,[],[],Wow,['Wow'],[u'wow'],Now,0.1,0.0,Neutral,Neutral
157,157,157,"{""username"":""sue_vue"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12798136_493632827486612_354749159_a.jpg"",""id"":""1485739187""}",1485459386,1.78592e+16,2017-01-26_10-28-53,Shut.the.front.door.,['#nerd'],[],Shut front door,"['Shut', 'front', 'door']","[u'shut', u'front', u'door']",Hut front door,0.0,0.0,Neutral,Neutral
158,158,158,"{""username"":""kemper_temper"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/22858446_1933871516863623_6728844199430455296_n.jpg"",""id"":""21750183""}",1485457499,1.78598e+16,2017-01-26_10-28-53,Last extant remnant of a once larger family of North American critters... they are as fast as they are because they evolved alongside a North American cheetah!,[],[],Last extant remnant larger family North American critters fast evolved alongside North American cheetah,"['Last', 'extant', 'remnant', 'larger', 'family', 'North', 'American', 'critters', 'fast', 'evolved', 'alongside', 'North', 'American', 'cheetah']","[u'last', u'extant', u'remnant', u'larger', u'famili', u'north', u'american', u'critter', u'fast', u'evolv', u'alongsid', u'north', u'american', u'cheetah']",Last extant remnant larger family North American writers fast evolved alongside North American cheetah,0.04,0.04,Neutral,Neutral
159,159,159,"{""username"":""crazybirdnerd"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/11259422_477744659053814_1782908487_a.jpg"",""id"":""341634973""}",1485456004,1.78712e+16,2017-01-26_10-28-53,Love pronghorns!!! So beautiful!,[],[],Love pronghorns beautiful,"['Love', 'pronghorns', 'beautiful']","[u'love', u'pronghorn', u'beauti']",Love pronghorns beautiful,0.675,0.675,Positive,Positive
160,160,160,"{""username"":""maataliii"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13732186_110189639418405_111066962_a.jpg"",""id"":""847647992""}",1485532105,1.78707e+16,2017-01-27_07-40-15,"Check out 's last post to learn ""snowy owl"" in Inuktitut!",[],[],Check last post learn snowy owl Inuktitut,"['Check', 'last', 'post', 'learn', 'snowy', 'owl', 'Inuktitut']","[u'check', u'last', u'post', u'learn', u'snowi', u'owl', u'inuktitut']",Check last post learn snowy owl Inuktitut,0.0,0.0,Neutral,Neutral
161,161,161,"{""username"":""vjlalande"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11821786_104911059860511_962779387_a.jpg"",""id"":""294532983""}",1485966179,1.78715e+16,2017-02-01_08-01-48,Looking forward to it!,[],[],Looking forward,"['Looking', 'forward']","[u'look', u'forward']",Looking forward,0.0,0.0,Neutral,Neutral
162,162,162,"{""username"":""eventure_projects"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15877563_1510689875610212_2501923513409994752_a.jpg"",""id"":""3283750924""}",1486315026,1.78718e+16,2017-02-02_07-38-02,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral
163,163,163,"{""username"":""fasesdaluara"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26065344_138495733486829_6529286824718761984_n.jpg"",""id"":""503936073""}",1486208757,1.78483e+16,2017-02-03_06-22-48,Great Profile,[],[],Great Profile,"['Great', 'Profile']","[u'great', u'profil']",Great Profile,0.8,0.8,Positive,Positive
