,Unnamed: 0,Unnamed: 0.1,owner,created_at,id,post_id,text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_filtered_spell_corrected,text_sentiment_scores,text_corrected_sentiment_scores,text_sentiment_scores_type,text_corrected_sentiment_scores_type
50,50,50,"{""username"":""_kevy_93_"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/22069794_1241797192593260_6765894717629530112_n.jpg"",""id"":""540335262""}",1479000822,1.78542e+16,2016-11-12_07-59-46,"Its amazing! We had this at my work at Bestbuy, very interesting technology",[],[],amazing work Bestbuy interesting technology,"['amazing', 'work', 'Bestbuy', 'interesting', 'technology']","[u'amaz', u'work', u'bestbuy', u'interest', u'technolog']",amazing work Westbury interesting technology,0.55,0.55,Positive,Positive
51,51,51,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1478966969,1.78544e+16,2016-11-12_07-59-46,,"['#HandsomeHenry', '#SuperSnazzy', '#COP22CAN', '#CanEnvironment']",[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral
52,52,52,"{""username"":""cathmckennaottcen"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23416543_736222733253374_2409800553719660544_n.jpg"",""id"":""1385225463""}",1479233620,1.78556e+16,2016-11-15_08-04-44,Looking forward to it! 🤗,[],[],Looking forward,"['Looking', 'forward']","[u'look', u'forward']",Looking forward,0.0,0.0,Neutral,Neutral
53,53,53,"{""username"":""sue_vue"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12798136_493632827486612_354749159_a.jpg"",""id"":""1485739187""}",1479226217,1.78654e+16,2016-11-15_08-04-44,Looking good my friend!,[],[],Looking good friend,"['Looking', 'good', 'friend']","[u'look', u'good', u'friend']",Looking good friend,0.7,0.7,Positive,Positive
54,54,54,"{""username"":""oysterboyz"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19985737_1712121002431208_1414970550396125184_a.jpg"",""id"":""1515465666""}",1479452020,1.78658e+16,2016-11-15_15-24-56,Thanks! I'm just sitting at waiting for those NCR jobs to land on my lap. Hahaha,[],[],Thanks sitting waiting NCR jobs land lap Hahaha,"['Thanks', 'sitting', 'waiting', 'NCR', 'jobs', 'land', 'lap', 'Hahaha']","[u'thank', u'sit', u'wait', u'ncr', u'job', u'land', u'lap', u'hahaha']",Thanks sitting waiting NCR jobs land lap Ahahah,0.2,0.2,Neutral,Neutral
55,55,55,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1479329277,1.78444e+16,2016-11-15_15-24-56,just keep an eye on jobs.gc.ca! We do have offices in PYR!,[],[],keep eye jobs gc ca offices PYR,"['keep', 'eye', 'jobs', 'gc', 'ca', 'offices', 'PYR']","[u'keep', u'eye', u'job', 'gc', 'ca', u'offic', u'pyr']",keep eye jobs go ca offices PYR,0.0,0.0,Neutral,Neutral
56,56,56,"{""username"":""oysterboyz"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19985737_1712121002431208_1414970550396125184_a.jpg"",""id"":""1515465666""}",1479255943,1.78455e+16,2016-11-15_15-24-56,Oh man... What skills do I need to get this job at ECCC? Can I do this from PYR?,[],[],Oh man skills need get job ECCC PYR,"['Oh', 'man', 'skills', 'need', 'get', 'job', 'ECCC', 'PYR']","['oh', u'man', u'skill', u'need', u'get', u'job', u'eccc', u'pyr']",Oh man skill need get job ECCC PYR,0.0,0.0,Neutral,Neutral
57,57,57,"{""username"":""clodie26"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23164175_1541297632625324_4640385745813504000_n.jpg"",""id"":""17586324""}",1479346125,1.78556e+16,2016-11-16_15-43-40,Hey c'est PJ! Enjoy!,[],[],Hey est PJ Enjoy,"['Hey', 'est', 'PJ', 'Enjoy']","[u'hey', u'est', 'pj', u'enjoy']",Key est of Enjoy,0.4,0.2,Positive,Neutral
58,58,58,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1479580757,1.78456e+16,2016-11-19_10-38-50,,"['#YouthClimateAction', '#ClimateAction', '#CanClimateAction', '#ActOnClimate', '#ClimateSolution', '#Canada', '#CanYouth', '#CanadianYouth', '#CanEnvironment', '#Environment']",[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral
59,59,59,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1479762533,1.78658e+16,2016-11-21_13-07-32,,"['#ActionTime', '#CanadianYouth', '#Youth', '#Canadians', '#Canada', '#ClimateAction', '#ClimateChange', '#ClimateTalk', '#ClimateSolution', '#Climate', '#Environment']",[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral
60,60,60,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1479826674,1.78559e+16,2016-11-22_06-55-45,,"['#Canada', '#Arctic', '#Ice', '#GreatExplorer', '#Adventures', '#CanEnvironment']",[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral
61,61,61,"{""username"":""matthew.gordon.official"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19623264_341811699582134_8742037208065638400_a.jpg"",""id"":""482177935""}",1479916840,1.78447e+16,2016-11-23_07-20-33,I'm from Fredericton how does the power plants effect water️,[],[],Fredericton power plants effect,"['Fredericton', 'power', 'plants', 'effect']","[u'fredericton', u'power', u'plant', u'effect']",Fredericton power plants effect,0.0,0.0,Neutral,Neutral
62,62,62,"{""username"":""trplanet"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25037946_159957551436741_6049075301676220416_n.jpg"",""id"":""7947083""}",1479915282,1.78666e+16,2016-11-23_07-20-33,Where did you get this setup?,[],[],get setup,"['get', 'setup']","[u'get', u'setup']",get set,0.0,0.0,Neutral,Neutral
63,63,63,"{""username"":""hibz4"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13736017_854252931371812_1536916111_a.jpg"",""id"":""1425487922""}",1479954944,1.78655e+16,2016-11-23_07-30-32,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral
64,64,64,"{""username"":""summerbelliveau"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26152093_543101172717738_4020178170324975616_n.jpg"",""id"":""857715574""}",1479915529,1.78678e+16,2016-11-23_07-30-32,What is the best way to get everyone involved in helping our planet?,[],[],best way get everyone involved helping planet,"['best', 'way', 'get', 'everyone', 'involved', 'helping', 'planet']","[u'best', u'way', u'get', u'everyon', u'involv', u'help', u'planet']",best way get everyone involved helping planet,1.0,1.0,Positive,Positive
65,65,65,"{""username"":""dani.jg"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25005301_200726817164405_1105285846233251840_n.jpg"",""id"":""544978319""}",1480348630,1.78662e+16,2016-11-23_07-35-53,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral
66,66,66,"{""username"":""travis_riordon"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23668073_2413759002181902_5474570614918348800_n.jpg"",""id"":""3014565786""}",1479917067,1.78669e+16,2016-11-23_07-35-53,I think we should go back to the old ages like the inutes to save life and earth itself,['#youthclimateaction'],[],think go back old ages like inutes save life earth,"['think', 'go', 'back', 'old', 'ages', 'like', 'inutes', 'save', 'life', 'earth']","[u'think', 'go', u'back', u'old', u'age', u'like', u'inut', u'save', u'life', u'earth']",think go back old ages like minutes save life earth,0.05,0.05,Neutral,Neutral
67,67,67,"{""username"":""matthew.gordon.official"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19623264_341811699582134_8742037208065638400_a.jpg"",""id"":""482177935""}",1479916675,1.78547e+16,2016-11-23_07-38-53,Im Matthew and I'm from Fredericton nb,[],[],Im Matthew Fredericton nb,"['Im', 'Matthew', 'Fredericton', 'nb']","['im', u'matthew', u'fredericton', 'nb']",Am Matthew Fredericton no,0.0,0.0,Neutral,Neutral
68,68,68,"{""username"":""cece_loves_cake"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12976333_1055667324505494_263384890_a.jpg"",""id"":""3184652864""}",1479916568,1.78446e+16,2016-11-23_07-38-53,how long would it take to stop global warming?,['#youthclimateaction'],[],long would take stop global warming,"['long', 'would', 'take', 'stop', 'global', 'warming']","[u'long', u'would', u'take', u'stop', u'global', u'warm']",long would take stop global warming,-0.025,-0.025,Neutral,Neutral
69,69,69,"{""username"":""matthew.gordon.official"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19623264_341811699582134_8742037208065638400_a.jpg"",""id"":""482177935""}",1479916450,1.78664e+16,2016-11-23_07-38-53,Like how do people still do this,[],[],Like people still,"['Like', 'people', 'still']","[u'like', u'peopl', u'still']",Like people still,0.0,0.0,Neutral,Neutral
70,70,70,"{""username"":""matthew.gordon.official"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19623264_341811699582134_8742037208065638400_a.jpg"",""id"":""482177935""}",1479916393,1.78658e+16,2016-11-23_07-38-53,How does the power plants mess up the water ways and oceans,[],[],power plants mess water ways oceans,"['power', 'plants', 'mess', 'water', 'ways', 'oceans']","[u'power', u'plant', u'mess', u'water', u'way', u'ocean']",power plants mess water ways ocean,-0.175,-0.175,Neutral,Neutral
71,71,71,"{""username"":""travis_riordon"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23668073_2413759002181902_5474570614918348800_n.jpg"",""id"":""3014565786""}",1479916353,1.78559e+16,2016-11-23_07-38-53,"how much pollution, fossil fuel etc do we have to stop for the climate change to stop and the world starts to cool down again",['#youthclimateAction'],[],much pollution fossil fuel etc stop climate change stop world starts cool,"['much', 'pollution', 'fossil', 'fuel', 'etc', 'stop', 'climate_change', 'stop', 'world', 'starts', 'cool']","[u'much', u'pollut', u'fossil', u'fuel', u'etc', u'stop', u'climate_chang', u'stop', u'world', u'start', u'cool']",much pollution fossil fuel etc stop climate change stop world starts cool,0.275,0.275,Neutral,Neutral
72,72,72,"{""username"":""travis_riordon"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23668073_2413759002181902_5474570614918348800_n.jpg"",""id"":""3014565786""}",1479916026,1.78446e+16,2016-11-23_07-38-53,if we stop global warming around this time how long will it take for the earth to cool down and the glaciers to take back form,['#youthclimatechange'],[],stop global warming around time long take earth cool glaciers take back form,"['stop', 'global', 'warming', 'around', 'time', 'long', 'take', 'earth', 'cool', 'glaciers', 'take', 'back', 'form']","[u'stop', u'global', u'warm', u'around', u'time', u'long', u'take', u'earth', u'cool', u'glacier', u'take', u'back', u'form']",stop global warming around time long take earth cool glanders take back form,0.075,0.075,Neutral,Neutral
73,73,73,"{""username"":""summerbelliveau"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26152093_543101172717738_4020178170324975616_n.jpg"",""id"":""857715574""}",1479915934,1.78548e+16,2016-11-23_07-38-53,Who are other figures that encourage youth to go out and prevent people polluting our earth?,[],[],figures encourage youth go prevent people polluting earth,"['figures', 'encourage', 'youth', 'go', 'prevent', 'people', 'polluting', 'earth']","[u'figur', u'encourag', u'youth', 'go', u'prevent', u'peopl', u'pollut', u'earth']",figures encourage youth go prevent people pouting earth,0.0,0.0,Neutral,Neutral
74,74,74,"{""username"":""jennamcneill"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23825071_150534688899993_3429999120679436288_n.jpg"",""id"":""336136411""}",1479915842,1.78449e+16,2016-11-23_07-38-53,Why do people continue to pollute the earth after they know what's happening,[],[],people continue pollute earth know happening,"['people', 'continue', 'pollute', 'earth', 'know', 'happening']","[u'peopl', u'continu', u'pollut', u'earth', u'know', u'happen']",people continue polite earth know happening,0.0,0.0,Neutral,Neutral
75,75,75,"{""username"":""cathmckennaottcen"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23416543_736222733253374_2409800553719660544_n.jpg"",""id"":""1385225463""}",1479936809,1.78547e+16,2016-11-23_11-14-36,"Lol, Henry's back!",[],[],Lol Henry back,"['Lol', 'Henry', 'back']","[u'lol', u'henri', u'back']",Vol Henry back,0.4,0.0,Positive,Neutral
76,76,76,"{""username"":""clmsanderson"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20184472_1710377655938753_1160665107303235584_a.jpg"",""id"":""616185445""}",1479930748,1.78458e+16,2016-11-23_11-14-36,We love you Henry!,[],[],love Henry,"['love', 'Henry']","[u'love', u'henri']",love Henry,0.5,0.5,Positive,Positive
77,77,77,"{""username"":""416spotlight"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15276544_336890566695128_1750888455241465856_a.jpg"",""id"":""3614094976""}",1479959242,1.78662e+16,2016-11-23_13-45-50,Very cool,[],[],cool,['cool'],[u'cool'],cool,0.35,0.35,Positive,Positive
78,78,78,"{""username"":""oysterboyz"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19985737_1712121002431208_1414970550396125184_a.jpg"",""id"":""1515465666""}",1479939073,1.78658e+16,2016-11-23_13-45-50,Can Alaska hear the same thing?,[],[],Alaska hear thing,"['Alaska', 'hear', 'thing']","[u'alaska', u'hear', u'thing']",Alaska hear thing,0.0,0.0,Neutral,Neutral
79,79,79,"{""username"":""safijamila"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/16110175_1729194777409902_1324663953850105856_n.jpg"",""id"":""4191588944""}",1480684637,1.78603e+16,2016-11-30_06-17-05,Nice place,[],[],Nice place,"['Nice', 'place']","[u'nice', u'place']",Vice place,0.6,0.0,Positive,Neutral
80,80,80,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1480613326,1.78462e+16,2016-11-30_06-17-05,and we ️ coming up with them! super cute!,[],[],coming super cute,"['coming', 'super', 'cute']","[u'come', u'super', u'cute']",coming super cut,0.41666666666666663,0.3333333333333333,Positive,Positive
81,81,81,"{""username"":""joclubczuk"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/10802883_1542541169324178_927305766_a.jpg"",""id"":""688613358""}",1480549947,1.78552e+16,2016-11-30_06-17-05,Dang these little guys are cute !!,[],[],Dang little guys cute,"['Dang', 'little', 'guys', 'cute']","[u'dang', u'littl', u'guy', u'cute']",Sang little guns cut,0.15625,-0.1875,Neutral,Neutral
82,82,82,"{""username"":""nellleo"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/10431850_1491584911076355_463691944_a.jpg"",""id"":""862979""}",1480517081,1.78551e+16,2016-11-30_06-17-05,All the puns. ALL OF 'EM! ️,[],[],puns EM,"['puns', 'EM']","[u'pun', 'em']",pus of,0.0,0.0,Neutral,Neutral
83,83,83,"{""username"":""sue_vue"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12798136_493632827486612_354749159_a.jpg"",""id"":""1485739187""}",1480516552,1.7855e+16,2016-11-30_06-17-05,Hahahahaha!,[],[],Hahahahaha,['Hahahahaha'],[u'hahahahaha'],Hahahahaha,0.2,0.2,Neutral,Neutral
84,84,84,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1480515454,1.78449e+16,2016-11-30_06-17-05,,"['#Wednesday', '#BurrowingOwl', '#Owl', '#Owls', '#InstaOwls', '#InstaBirds', '#OwlsOfInstagram', '#BirdsOfInstagram', '#PhotoOfTheDay', '#Reconyx', '#Wildlife', '#Canada', '#WildlifeWednesday', '#ILoveOwls', '#CanEnvironment', '#BirdWatching', '#Birding', '#ConservationPhotography', '#WildlifePhotography', '#InstaWild']",[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral
85,85,85,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1480975640,1.78659e+16,2016-12-02_08-21-55,Yes it is ! We have talented employees,[],[],Yes talented employees,"['Yes', 'talented', 'employees']","[u'yes', u'talent', u'employe']",Yes talented employees,0.7,0.7,Positive,Positive
86,86,86,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1480975386,1.78456e+16,2016-12-02_08-21-55,Agreed!,[],[],Agreed,['Agreed'],[u'agre'],Agreed,0.0,0.0,Neutral,Neutral
87,87,87,"{""username"":""sunnygirl1952"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14733547_1691174404530079_2939419782807552000_a.jpg"",""id"":""4120202799""}",1480701050,1.7845e+16,2016-12-02_08-21-55,Always look for 🦄 .That's what makes the in your . Plus think of the exciting new that you can talk about if you find one!,"['#unicorns', '#magic', '#work', '#species']",[],Always look makes Plus think exciting new talk find one,"['Always', 'look', 'makes', 'Plus', 'think', 'exciting', 'new', 'talk', 'find', 'one']","[u'alway', u'look', u'make', u'plus', u'think', u'excit', u'new', u'talk', u'find', u'one']",Always look makes Plus think exciting new talk find one,0.21818181818181817,0.21818181818181817,Neutral,Neutral
88,88,88,"{""username"":""raeannasam"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26068095_374514113010311_7280320431188344832_n.jpg"",""id"":""37324753""}",1480696598,1.7867e+16,2016-12-02_08-21-55,That is such a beautiful shot,[],[],beautiful shot,"['beautiful', 'shot']","[u'beauti', u'shot']",beautiful shot,0.85,0.85,Positive,Positive
89,89,89,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1480695800,1.78563e+16,2016-12-02_08-21-55,,"['#nogoldbutlotsofbirds', '#goldforbirdnerds', '#ukkusiksalik', '#nunavut', '#arcticprism', '#Flashback', '#SummerInTheArctic', '#Rainbow', '#ArcticScience', '#Tundra', '#Wildlife', '#WildlifePhotography', '#ArcticTundra', '#Biders', '#BirdLovers', '#BiologistsOfInstagram', '#InstaScience', '#CanEnvironment', '#EnvironmentCanada', '#Canada', '#FlashbackFriday']",[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral
90,90,90,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1480976128,1.78451e+16,2016-12-05_14-13-18,,"['#Canada', '#PacificCoast', '#CanadianPacificCoast', '#ExploreBC', '#ExploreCanada', '#WildlifePhotography', '#MarineWildlife', '#CanEnvironment', '#Birds', '#BirdNerd', '#Birdnerds', '#BirdLover', '#ScottIslands']",[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral
91,91,91,"{""username"":""morphspeakers"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/21041853_121252131861458_6899169116192505856_a.jpg"",""id"":""1313963114""}",1485857812,1.7848e+16,2016-12-08_10-31-32,Awesome page! Check us out as well.,[],[],Awesome page Check us well,"['Awesome', 'page', 'Check', 'us', 'well']","[u'awesom', u'page', u'check', 'us', u'well']",Awesome page Check us well,1.0,1.0,Positive,Positive
92,92,92,"{""username"":""maureenpadleysmithers"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19624553_845175625650189_2363374117618450432_a.jpg"",""id"":""1280216433""}",1481228164,1.78667e+16,2016-12-08_10-31-32,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral
93,93,93,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1482158666,1.78457e+16,2016-12-09_09-51-13,Thank you!,[],[],Thank,['Thank'],[u'thank'],Thank,0.0,0.0,Neutral,Neutral
94,94,94,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1481655388,1.78568e+16,2016-12-09_09-51-13,We can't decide ... we ️ all birds!!,[],[],decide birds,"['decide', 'birds']","[u'decid', u'bird']",decide birds,0.0,0.0,Neutral,Neutral
95,95,95,"{""username"":""sue_vue"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12798136_493632827486612_354749159_a.jpg"",""id"":""1485739187""}",1481306417,1.78687e+16,2016-12-09_09-51-13,Murres are my fave,[],[],Murres fave,"['Murres', 'fave']","[u'murr', u'fave']",Nurses have,0.0,0.0,Neutral,Neutral
96,96,96,"{""username"":""sunnygirl1952"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14733547_1691174404530079_2939419782807552000_a.jpg"",""id"":""4120202799""}",1481690698,1.78455e+16,2016-12-12_08-01-32,What's better than a in the hand? Why two of course!,"['#bird', '#birds']",[],better hand two course,"['better', 'hand', 'two', 'course']","[u'better', u'hand', u'two', u'cours']",better hand two course,0.5,0.5,Positive,Positive
97,97,97,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1481655098,1.78568e+16,2016-12-12_08-01-32,we feel the same way!,[],[],feel way,"['feel', 'way']","[u'feel', u'way']",feel way,0.0,0.0,Neutral,Neutral
98,98,98,"{""username"":""nellleo"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/10431850_1491584911076355_463691944_a.jpg"",""id"":""862979""}",1481588429,1.7867e+16,2016-12-12_08-01-32,squeee!,[],[],squeee,['squeee'],[u'squeee'],squeeze,0.0,0.0,Neutral,Neutral
99,99,99,"{""username"":""randyhaviland"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/22344192_1934750390083229_8022567226060046336_n.jpg"",""id"":""738654617""}",1515441138,1.78874e+16,2016-12-13_09-15-28,You have to love when field work leads to amazing places. Canada's abundance of both wildlife and wild places is truly amazing. We have to be both grateful for what we have while at the same time making a giant effort to allow future generations the opportunity to elore and discover.,[],[],love field work leads amazing places Canada abundance wildlife wild places truly amazing grateful time making giant effort allow future generations opportunity elore discover,"['love', 'field', 'work', 'leads', 'amazing', 'places', 'Canada', 'abundance', 'wildlife', 'wild', 'places', 'truly', 'amazing', 'grateful', 'time', 'making', 'giant', 'effort', 'allow', 'future', 'generations', 'opportunity', 'elore', 'discover']","[u'love', u'field', u'work', u'lead', u'amaz', u'place', u'canada', u'abund', u'wildlif', u'wild', u'place', u'truli', u'amaz', u'grate', u'time', u'make', u'giant', u'effort', u'allow', u'futur', u'generat', u'opportun', u'elor', u'discov']",love field work leads amazing places Canada abundance wildlife wild places truly amazing grateful time making giant effort allow future generations opportunity elope discover,0.30000000000000004,0.30000000000000004,Neutral,Neutral
100,100,100,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1481748838,1.78568e+16,2016-12-14_12-52-25,🤓,"['#EnvironmentCanada', '#Canada', '#WinterInCanada', '#CanEnvironment', '#CanadianWeather', '#Weather', '#WeatherNerds']",[],,[],[],,0.0,0.0,Neutral,Neutral
101,101,101,"{""username"":""scitechmuseum"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12145058_1628426794074719_382579818_a.jpg"",""id"":""2256524022""}",1481815239,1.78569e+16,2016-12-14_13-08-43,Follow .boutin from ! And check out the videos on the Talk Energy Facebook page as well!,[],[],Follow boutin check videos Talk Energy Facebook page well,"['Follow', 'boutin', 'check', 'videos', 'Talk', 'Energy', 'Facebook', 'page', 'well']","[u'follow', u'boutin', u'check', u'video', u'talk', u'energi', u'facebook', u'page', u'well']",Follow boston check video Talk Energy Facebook page well,0.0,0.0,Neutral,Neutral
102,102,102,"{""username"":""ihabmokayed"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26181279_174151140007048_6370159604956921856_n.jpg"",""id"":""293328761""}",1481832836,1.78672e+16,2016-12-15_09-39-58,Pretty cool!,[],[],Pretty cool,"['Pretty', 'cool']","[u'pretti', u'cool']",Pretty cool,0.3,0.3,Neutral,Neutral
103,103,103,"{""username"":""monty2monte"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23161461_964144470406337_465388774860259328_n.jpg"",""id"":""4169023356""}",1481920480,1.78571e+16,2016-12-16_08-14-48,Spence?,[],[],Spence,['Spence'],[u'spenc'],Pence,0.0,0.0,Neutral,Neutral
104,104,104,"{""username"":""cif_ifc"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23099404_129675684408574_3971366962222596096_n.jpg"",""id"":""373019728""}",1482510285,1.78701e+16,2016-12-23_06-52-52,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral
105,105,105,"{""username"":""cbcjohanna"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12383694_1721659241412971_1192609223_a.jpg"",""id"":""1415361330""}",1482508285,1.78572e+16,2016-12-23_06-52-52,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral
