,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,owner,created_at,id,post_id,text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_filtered_spell_corrected,text_sentiment_scores,text_corrected_sentiment_scores,text_sentiment_scores_type,text_corrected_sentiment_scores_type,text_original
10,10,10,10,"{""username"":""ascend2freedom"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13423692_244398972613136_84157459_a.jpg"",""id"":""3447247692""}",1482435443,1.78574e+16,2016-12-21_13-09-17,"Kudos, I Love your stuff Check us out, you might like our vision!",[],[],Kudos Love stuff Check us might like vision,"['Kudos', 'Love', 'stuff', 'Check', 'us', 'might', 'like', 'vision']","[u'kudo', u'love', u'stuff', u'check', 'us', u'might', u'like', u'vision']",Buds Love stuff Check us might like vision,0.5,0.5,Positive,Positive,"Kudos, I Love your stuff 👌  Check us out, you might like our vision!"
11,11,11,11,"{""username"":""clfuriosi"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13381091_1143973175623761_486666040_a.jpg"",""id"":""3319884554""}",1482410489,1.78458e+16,2016-12-21_13-09-17,This is nice,[],[],nice,['nice'],[u'nice'],nice,0.6,0.6,Positive,Positive,This is nice
12,12,12,12,"{""username"":""finishfirstfootball"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13696455_536847793184500_1713701396_a.jpg"",""id"":""258410485""}",1482392161,1.78682e+16,2016-12-21_13-09-17,Sensational!,[],[],Sensational,['Sensational'],[u'sensat'],Sensational,0.6666666666666666,0.6666666666666666,Positive,Positive,Sensational!
13,13,13,13,"{""username"":""bhuwan_chauhan_ifbbpro"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26385573_165716367529833_8033108115186515968_n.jpg"",""id"":""344498067""}",1482385050,1.78573e+16,2016-12-21_13-09-17,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,👌 👍
14,14,14,14,"{""username"":""heyjony"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13092418_1097721796954051_895526043_a.jpg"",""id"":""2979065640""}",1482357722,1.78679e+16,2016-12-21_13-09-17,This is sweet,[],[],sweet,['sweet'],[u'sweet'],sweet,0.35,0.35,Positive,Positive,This is sweet :)
15,15,15,15,"{""username"":""greeny.towels"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19379538_480889642249786_826896348258238464_a.jpg"",""id"":""3080413606""}",1482643839,1.78672e+16,2016-12-22_11-47-34,Beautiful! Sweet Home!,[],[],Beautiful Sweet Home,"['Beautiful', 'Sweet', 'Home']","[u'beauti', u'sweet', u'home']",Beautiful Sweet Some,0.6,0.6,Positive,Positive,Beautiful! Sweet Home!
16,16,16,16,"{""username"":""arborsci"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13704093_155654664838655_133905425_a.jpg"",""id"":""1521275051""}",1482492761,1.78569e+16,2016-12-22_11-47-34,High five for that!,[],[],High five,"['High', 'five']","[u'high', u'five']",High five,0.16,0.16,Neutral,Neutral,High five for that!
17,17,17,17,"{""username"":""trapworldjgoode"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14574134_740374776115863_2630867682995470336_a.jpg"",""id"":""2090976186""}",1482453016,1.7856e+16,2016-12-22_11-47-34,follow me,[],[],follow,['follow'],[u'follow'],follow,0.0,0.0,Neutral,Neutral,🔥 🔥 follow me
18,18,18,18,"{""username"":""beerbongsforworldpeace"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11850238_415739468625189_490077736_a.jpg"",""id"":""261385808""}",1483820153,1.7869e+16,2016-12-28_07-57-29,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,😃
19,19,19,19,"{""username"":""yenicericanada"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15876023_1211544772286026_6870626378450993152_a.jpg"",""id"":""4299434357""}",1483062173,1.78688e+16,2016-12-28_07-57-29,Amazing absolutely,[],[],Amazing absolutely,"['Amazing', 'absolutely']","[u'amaz', u'absolut']",Amazing absolutely,0.4,0.4,Positive,Positive,Amazing absolutely
20,20,20,20,"{""username"":""marketingdays"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15538603_1154100994659478_1748317466343243776_a.jpg"",""id"":""4320900741""}",1482995919,1.78577e+16,2016-12-28_07-57-29,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,😻
21,21,21,21,"{""username"":""roguerefined"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11352120_934080946633536_1854911905_a.jpg"",""id"":""2110681397""}",1482951228,1.78462e+16,2016-12-28_07-57-29,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,👌
22,22,22,22,"{""username"":""manifest.your.abundant.life"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13355520_848137475318779_2004596906_a.jpg"",""id"":""1074645189""}",1482942069,1.78678e+16,2016-12-28_07-57-29,Inspirational.,[],[],Inspirational,['Inspirational'],[u'inspir'],Inspirational,0.5,0.5,Positive,Positive,Inspirational.
23,23,23,23,"{""username"":""dream.investing"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15625342_1899318526962952_4428328268218761216_a.jpg"",""id"":""4331497733""}",1483422033,1.78687e+16,2016-12-29_08-16-56,Awesome,[],[],Awesome,['Awesome'],[u'awesom'],Awesome,1.0,1.0,Positive,Positive,Awesome :)
24,24,24,24,"{""username"":""5billionstarhotel"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/16123616_603988203123016_8899070489536757760_a.jpg"",""id"":""1941576604""}",1483076351,1.78618e+16,2016-12-29_08-16-56,Nice feed! You might like ours too,[],[],Nice feed might like,"['Nice', 'feed', 'might', 'like']","[u'nice', u'feed', u'might', u'like']",Vice feed might like,0.6,0.0,Positive,Neutral,Nice feed!  You might like ours too 😊
25,25,25,25,"{""username"":""mike_a_leyland"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19227975_232422863930618_5262980472715083776_a.jpg"",""id"":""3903683031""}",1483048818,1.78462e+16,2016-12-29_08-16-56,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,😄
26,26,26,26,"{""username"":""coachterence"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/11820730_120112588333109_1462907480_a.jpg"",""id"":""2129735685""}",1483549215,1.78687e+16,2016-12-30_08-00-24,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,💫
27,27,27,27,"{""username"":""yourjobtomorrow"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14693768_669877803178681_6047890384623763456_a.jpg"",""id"":""4078681582""}",1483472446,1.78821e+16,2016-12-30_08-00-24,Very cool!,[],[],cool,['cool'],[u'cool'],cool,0.35,0.35,Positive,Positive,Very cool!
28,28,28,28,"{""username"":""firstladiesclub.co"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/18812637_794609074053585_4702578568771665920_a.jpg"",""id"":""3049355419""}",1483137274,1.78685e+16,2016-12-30_08-00-24,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,👍🏻
29,29,29,29,"{""username"":""laptoplifestyler"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19379748_276912062784634_3744179465895280640_n.jpg"",""id"":""1543727992""}",1483117320,1.78689e+16,2016-12-30_08-00-24,High five for that!,[],[],High five,"['High', 'five']","[u'high', u'five']",High five,0.16,0.16,Neutral,Neutral,High five for that!
30,30,30,30,"{""username"":""adventurehealthfitnesslife"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/17587411_1759346127709547_8635538142432067584_a.jpg"",""id"":""503838651""}",1484349157,1.7847e+16,2017-01-10_06-07-18,Terrific!,[],[],Terrific,['Terrific'],[u'terrif'],Terrific,0.0,0.0,Neutral,Neutral,Terrific!
31,31,31,31,"{""username"":""lafontainecosmetics"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/11809923_147841805562754_1113625499_a.jpg"",""id"":""1921275656""}",1484186777,1.78639e+16,2017-01-10_06-07-18,Details please we just have to hear more about your program,[],[],Details please hear program,"['Details', 'please', 'hear', 'program']","[u'detail', u'pleas', u'hear', u'program']",Details please hear program,0.0,0.0,Neutral,Neutral,Details please 😍 we just have to hear more about your program
32,32,32,32,"{""username"":""oil_painting_videos"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14310815_1108464162576926_1872921042_n.jpg"",""id"":""3927248743""}",1484072017,1.78881e+16,2017-01-10_06-07-18,Interesting,[],[],Interesting,['Interesting'],[u'interest'],Interesting,0.5,0.5,Positive,Positive,Interesting
33,33,33,33,"{""username"":""bezelandband"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12145181_1662108284062075_1760716586_a.jpg"",""id"":""2264136186""}",1484059809,1.78634e+16,2017-01-10_06-07-18,This is nice,[],[],nice,['nice'],[u'nice'],nice,0.6,0.6,Positive,Positive,This is nice :)
34,34,34,34,"{""username"":""gabrielackleymarquee"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/16585340_614306368773589_936417833917612032_a.jpg"",""id"":""51117776""}",1486067644,1.78487e+16,2017-02-02_11-33-24,Add me for the best Las Vegas Hotel discounted rates vegasroomprices.com % of advertised rates!,[],[],Add best Las Vegas Hotel discounted rates vegasroomprices com advertised rates,"['Add', 'best', 'Las', 'Vegas', 'Hotel', 'discounted', 'rates', 'vegasroomprices', 'com', 'advertised', 'rates']","[u'add', u'best', u'las', u'vega', u'hotel', u'discount', u'rate', u'vegasroompric', u'com', u'advertis', u'rate']",Add best Was Began Hotel dismounted rates vegasroomprices com advertised rates,1.0,1.0,Positive,Positive,Add me for the best Las Vegas Hotel discounted rates vegasroomprices.com 30% of advertised rates!
35,35,35,35,"{""username"":""environnementcan"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25016584_1248753311891192_7797948622686912512_n.jpg"",""id"":""3913646610""}",1486828591,1.78611e+16,2017-02-11_06-19-11,🤛,[],[],,[],[],,0.0,0.0,Neutral,Neutral,🤛🏼
36,36,36,36,"{""username"":""levi_hildebrand"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/17332395_1899188430368194_421627048138637312_a.jpg"",""id"":""242672073""}",1488939171,1.7874e+16,2017-02-16_10-47-41,Oh dang!,[],[],Oh dang,"['Oh', 'dang']","['oh', u'dang']",Oh sang,0.0,0.0,Neutral,Neutral,Oh dang!
37,37,37,37,"{""username"":""medredtec"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024919_2234245723268189_7969715192466505728_n.jpg"",""id"":""4220633750""}",1487938420,1.78502e+16,2017-02-23_13-13-13,How can I apply for job with Canadian company,[],[],apply job Canadian company,"['apply', 'job', 'Canadian', 'company']","[u'appli', u'job', u'canadian', u'compani']",apply job Canadian company,0.0,0.0,Neutral,Neutral,How can I apply for job with Canadian company
38,38,38,38,"{""username"":""silicom.fr"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23421209_1478738808840530_703210064751624192_n.jpg"",""id"":""4135945781""}",1498795856,1.78797e+16,2017-04-28_05-50-16,This is great,[],[],great,['great'],[u'great'],great,0.8,0.8,Positive,Positive,This is great
39,39,39,39,"{""username"":""medredtec"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024919_2234245723268189_7969715192466505728_n.jpg"",""id"":""4220633750""}",1513022289,1.79001e+16,2017-12-11_08-28-30,My dream is to work there with drilling team,[],[],dream work drilling team,"['dream', 'work', 'drilling', 'team']","[u'dream', u'work', u'drill', u'team']",dream work drilling team,0.0,0.0,Neutral,Neutral,My dream is to work there with drilling team
40,40,40,40,"{""username"":""tra1n_1nsane"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14561891_1177719718969116_7694045929208283136_a.jpg"",""id"":""43385534""}",1513369778,1.78886e+16,2017-12-15_12-04-52,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,💪
