,Unnamed: 0,likes,mediaid,caption,url,shortcode,comments,typename,caption_hashtags,tagged_users,date,caption_mentions,is_video,id,owner_username,owner_id,video_url,text_filtered,text_tokenized,text_stemmed,text_original
46,46,26,1.44727e+18,Vicki Tschirhart showing some local rock samples to local Nunavumians! The traditional knowledge of northern communities plays a very important role in the research of lots of NRCan scientists – DK,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2499071b183bf2421fd3b4667fedf031/5AE51B7E/t51.2885-15/e35/16229184_1858053107768688_5299346540630900736_n.jpg,BQVuHu6BmaS,0,GraphImage,"[""womeninscience""]",[],2017-02-10T09:25:37,[],False,2017-02-10_09-25-37,naturalresourcescanada,4211313612,,Vicki Tschirhart showing local rock samples local Nunavumians traditional knowledge northern communities plays important role research lots NRCan scientists DK,"['Vicki', 'Tschirhart', 'showing', 'local', 'rock', 'samples', 'local', 'Nunavumians', 'traditional', 'knowledge', 'northern', 'communities', 'plays', 'important', 'role', 'research', 'lots', 'NRCan', 'scientists', 'DK']","[u'vicki', u'tschirhart', u'show', u'local', u'rock', u'sampl', u'local', u'nunavumian', u'tradit', u'knowledg', u'northern', u'communiti', u'play', u'import', u'role', u'research', u'lot', u'nrcan', u'scientist', 'dk']",Vicki Tschirhart showing some local rock samples to local Nunavumians! The traditional knowledge of northern communities plays a very important role in the research of lots of NRCan scientists – DK #WomenInScience
47,47,34,1.44727e+18,"As a wildland fire researcher, Lynn Johnson is used to feeling the heat! Forest fires are a beneficial ecosystem process, but Lynn’s research helps to predict and manage forest fires that might threaten human lives and infrastructure – DK",https://instagram.fyvr3-1.fna.fbcdn.net/vp/34c785c7fbbf7d947ce82948996b8f92/5AE04443/t51.2885-15/e35/16465269_414306685578891_7008695425100152832_n.jpg,BQVwHWgBUYa,1,GraphImage,"[""womeninscience""]",[],2017-02-10T09:43:02,[],False,2017-02-10_09-43-02,naturalresourcescanada,4211313612,,wildland fire researcher Lynn Johnson used feeling heat Forest fires beneficial ecosystem process research helps predict manage forest fires might threaten human lives infrastructure DK,"['wildland', 'fire', 'researcher', 'Lynn', 'Johnson', 'used', 'feeling', 'heat', 'Forest', 'fires', 'beneficial', 'ecosystem', 'process', 'research', 'helps', 'predict', 'manage', 'forest', 'fires', 'might', 'threaten', 'human', 'lives', 'infrastructure', 'DK']","[u'wildland', u'fire', u'research', u'lynn', u'johnson', u'use', u'feel', u'heat', u'forest', u'fire', u'benefici', u'ecosystem', u'process', u'research', u'help', u'predict', u'manag', u'forest', u'fire', u'might', u'threaten', u'human', u'live', u'infrastructur', 'dk']","As a wildland fire researcher, Lynn Johnson is used to feeling the heat! Forest fires are a beneficial ecosystem process, but Lynn’s research helps to predict and manage forest fires that might threaten human lives and infrastructure – DK #WomenInScience"
48,48,20,1.44729e+18,"That’s all for me here! Thx for following! If you want to see more from me, follow my personal Twitter account, at DLEKirkwood – DK",https://instagram.fyvr3-1.fna.fbcdn.net/vp/a2517f77c14bd90489222543547111f2/5AF82546/t51.2885-15/e35/16465414_1106246189503159_2464134634498162688_n.jpg,BQVzLDOhnpn,3,GraphImage,"[""womeninscience"",""nrcansci"",""stemgirls"",""womenintech"",""girlslovescience""]",[],2017-02-10T10:09:45,[],False,2017-02-10_10-09-45,naturalresourcescanada,4211313612,,Thx following want see follow personal Twitter account DLEKirkwood DK,"['Thx', 'following', 'want', 'see', 'follow', 'personal', 'Twitter', 'account', 'DLEKirkwood', 'DK']","[u'thx', u'follow', u'want', u'see', u'follow', u'person', u'twitter', u'account', u'dlekirkwood', 'dk']","That’s all for me here! Thx for following! If you want to see more from me, follow my personal Twitter account, at DLEKirkwood – DK\n#WomenInScience #NRCanSci #STEMGirls #WomenInTech #GirlsLoveScience"
49,49,31,1.4479e+18,It’s International Day of Women and Girls in Science! Join us in celebrating as we profile some of NRCan’s own women in science!,https://instagram.fyvr3-1.fna.fbcdn.net/vp/68ae203215ecec35cd2a00a0cd589807/5AF56DD7/t51.2885-15/e35/16464705_1530212170352172_7772408921783795712_n.jpg,BQX9fszhOvO,1,GraphImage,"[""internationalwomensday"",""womeninscience"",""nrcansci"",""iwd"",""stemgirls"",""girlslovescience""]",[],2017-02-11T06:18:26,[],False,2017-02-11_06-18-26,naturalresourcescanada,4211313612,,International Day Women Girls Science Join us celebrating profile women science,"['International', 'Day', 'Women', 'Girls', 'Science', 'Join', 'us', 'celebrating', 'profile', 'women', 'science']","[u'intern', u'day', u'women', u'girl', u'scienc', u'join', 'us', u'celebr', u'profil', u'women', u'scienc']",It’s International Day of Women and Girls in Science! Join us in celebrating #InternationalWomensDay as we profile some of NRCan’s own women in science!\n#WomenInScience #NRCanSci #IWD #STEMGirls #GirlsLoveScience
50,50,19,1.44947e+18,"Meet Emily Hope, NRCan Forest Resource Economist. Emily is bridging the gap between economics and traditional science in Canada’s forestry sector.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/f3efec6b45763307dcf5f57bf60a03d5/5AEFCD5C/t51.2885-15/e35/16583735_943181629149150_4052634963302940672_n.jpg,BQdjPurhIbx,0,GraphImage,"[""womeninscience"",""nrcansci"",""stemgirls"",""girlslovescience""]",[],2017-02-13T10:24:31,[],False,2017-02-13_10-24-31,naturalresourcescanada,4211313612,,Meet Emily Hope NRCan Forest Resource Economist Emily bridging gap economics traditional science forestry sector,"['Meet', 'Emily', 'Hope', 'NRCan', 'Forest', 'Resource', 'Economist', 'Emily', 'bridging', 'gap', 'economics', 'traditional', 'science', 'forestry', 'sector']","[u'meet', u'emili', u'hope', u'nrcan', u'forest', u'resourc', u'economist', u'emili', u'bridg', u'gap', u'econom', u'tradit', u'scienc', u'forestri', u'sector']","Meet Emily Hope, NRCan Forest Resource Economist. Emily is bridging the gap between economics and traditional science in Canada’s forestry sector.\n#WomenInScience #NRCanSci #STEMGirls #GirlsLoveScience"
51,51,20,1.4502e+18,"Based in Sidney B.C., NRCan Earthquake Seismologist Alison Bird says:“I enjoy learning about Western Canada’s tectonics, earthquakes and related risks and sharing my knowledge with others”",https://instagram.fyvr3-1.fna.fbcdn.net/vp/f8b0d659b8e3eaee83be9e3b1e24ddaf/5AF38675/t51.2885-15/e35/16584875_578282192373312_6731326892391006208_n.jpg,BQgI9OahojJ,0,GraphImage,"[""womeninscience"",""nrcansci"",""stemgirls"",""girlslovescience""]",[],2017-02-14T10:32:31,[],False,2017-02-14_10-32-31,naturalresourcescanada,4211313612,,Based Sidney NRCan Earthquake Seismologist Alison Bird says enjoy learning Western tectonics earthquakes related risks sharing knowledge,"['Based', 'Sidney', 'NRCan', 'Earthquake', 'Seismologist', 'Alison', 'Bird', 'says', 'enjoy', 'learning', 'Western', 'tectonics', 'earthquakes', 'related', 'risks', 'sharing', 'knowledge']","[u'base', u'sidney', u'nrcan', u'earthquak', u'seismologist', u'alison', u'bird', u'say', u'enjoy', u'learn', u'western', u'tecton', u'earthquak', u'relat', u'risk', u'share', u'knowledg']","Based in Sidney B.C., NRCan Earthquake Seismologist Alison Bird says:\n“I enjoy learning about Western Canada’s tectonics, earthquakes and related risks and sharing my knowledge with others”\n#WomenInScience #NRCanSci #STEMGirls #GirlsLoveScience"
52,52,14,1.45092e+18,Geoscientist Malaika Ulmi is working to reduce risk from natural hazards and support a culture of science-based decision-making,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1ba04cb3cb23f510505b343433a72131/5ADB91AB/t51.2885-15/e35/16584787_331099100619655_5749425771420581888_n.jpg,BQisGNdhozU,0,GraphImage,"[""womeninscience"",""geoscience"",""nrcansci"",""stemgirls"",""girlslovescience""]",[],2017-02-15T10:18:03,[],False,2017-02-15_10-18-03,naturalresourcescanada,4211313612,,Geoscientist Malaika Ulmi working reduce risk natural hazards support culture science based decision making,"['Geoscientist', 'Malaika', 'Ulmi', 'working', 'reduce', 'risk', 'natural', 'hazards', 'support', 'culture', 'science', 'based', 'decision', 'making']","[u'geoscientist', u'malaika', u'ulmi', u'work', u'reduc', u'risk', u'natur', u'hazard', u'support', u'cultur', u'scienc', u'base', u'decis', u'make']",Geoscientist Malaika Ulmi is working to reduce risk from natural hazards and support a culture of science-based decision-making\n#WomenInScience #Geoscience #NRCanSci #STEMGirls #GirlsLoveScience
53,53,16,1.45158e+18,to when Chief Scientist Donna Kirkwood was the st female Director General of the Geological Survey of Canada,https://instagram.fyvr3-1.fna.fbcdn.net/vp/316d3b3fda8ebaceb64fb873a3e523b7/5AD9D17D/t51.2885-15/e35/16464813_722838837879829_827259513512919040_n.jpg,BQlDxUKhBK1,0,GraphImage,"[""tbt"",""womeninscience"",""gsc175"",""stemgirls""]",[],2017-02-16T08:23:24,[],False,2017-02-16_08-23-24,naturalresourcescanada,4211313612,,Chief Scientist Donna Kirkwood st female Director General Geological Survey Canada,"['Chief', 'Scientist', 'Donna', 'Kirkwood', 'st', 'female', 'Director', 'General', 'Geological', 'Survey', 'Canada']","[u'chief', u'scientist', u'donna', u'kirkwood', 'st', u'femal', u'director', u'general', u'geolog', u'survey', u'canada']",#TBT to when Chief Scientist Donna Kirkwood was the 1st female Director General of the Geological Survey of Canada\n#WomenInScience #GSC175 #STEMGirls
54,54,12,1.45165e+18,"Canada’s Minister of Natural Resources, the Honourable Jim Carr, tours the tradeshow floor with Greg Hay, Executive Director, Pulp and Paper Technical Association of Canada (PAPTAC) and Pierre Lapointe, CEO, FPInnovations, at the PaperWeek Canada Conference in Montreal on Wednesday, February , . 🇨🇦",https://instagram.fyvr3-1.fna.fbcdn.net/vp/c31b2fcc03f8ed299fb91fb7a9138f66/5AF4E1AD/t51.2885-15/e35/16788954_620175838174934_1850650297735577600_n.jpg,BQlT0aCBlgW,0,GraphImage,"[""naturalresources"",""pulp"",""paper"",""paperweekcanada"",""montreal"",""innovation""]",[],2017-02-16T10:43:38,[],False,2017-02-16_10-43-38,naturalresourcescanada,4211313612,,Minister Natural Resources Honourable Jim Carr tours tradeshow floor Greg Hay Executive Director Pulp Paper Technical Association Canada PAPTAC Pierre Lapointe CEO FPInnovations PaperWeek Canada Conference Montreal Wednesday February,"['Minister', 'Natural', 'Resources', 'Honourable', 'Jim', 'Carr', 'tours', 'tradeshow', 'floor', 'Greg', 'Hay', 'Executive', 'Director', 'Pulp', 'Paper', 'Technical', 'Association', 'Canada', 'PAPTAC', 'Pierre', 'Lapointe', 'CEO', 'FPInnovations', 'PaperWeek', 'Canada', 'Conference', 'Montreal', 'Wednesday', 'February']","[u'minist', u'natur', u'resourc', u'honour', u'jim', u'carr', u'tour', u'tradeshow', u'floor', u'greg', u'hay', u'execut', u'director', u'pulp', u'paper', u'technic', u'associ', u'canada', u'paptac', u'pierr', u'lapoint', u'ceo', u'fpinnov', u'paperweek', u'canada', u'confer', u'montreal', u'wednesday', u'februari']","Canada’s Minister of Natural Resources, the Honourable Jim Carr, tours the tradeshow floor with Greg Hay, Executive Director, Pulp and Paper Technical Association of Canada (PAPTAC) and Pierre Lapointe, CEO, FPInnovations, at the 2017 PaperWeek Canada Conference in Montreal on Wednesday, February 15, 2017. #NaturalResources #Pulp #Paper #PaperWeekCanada #Montreal #Innovation 🌲🇨🇦"
55,55,8,1.45166e+18,"Canada’s Minister of Natural Resources, the Honourable Jim Carr, speaks on the modernization of the forest products industry at the PaperWeek Canada conference in Montreal on Wednesday, February , . PaperWeek Canada is an annual conference and tradeshow bringing together Canada’s pulp and paper industry leaders. 🇨🇦",https://instagram.fyvr3-1.fna.fbcdn.net/vp/eea770381114e491f070565f2df4a8dd/5ADDE9FB/t51.2885-15/e35/16789505_1165843643513962_5417276270880751616_n.jpg,BQlWUEFg5xs,1,GraphImage,"[""naturalresources"",""modernization"",""forest"",""paperweekcanada"",""paper"",""pulp"",""industry"",""montreal"",""innovation""]",[],2017-02-16T11:05:26,[],False,2017-02-16_11-05-26,naturalresourcescanada,4211313612,,Minister Natural Resources Honourable Jim Carr speaks modernization forest products industry PaperWeek Canada conference Montreal Wednesday February PaperWeek Canada annual conference tradeshow bringing together pulp paper industry leaders,"['Minister', 'Natural', 'Resources', 'Honourable', 'Jim', 'Carr', 'speaks', 'modernization', 'forest', 'products', 'industry', 'PaperWeek', 'Canada', 'conference', 'Montreal', 'Wednesday', 'February', 'PaperWeek', 'Canada', 'annual', 'conference', 'tradeshow', 'bringing', 'together', 'pulp', 'paper', 'industry', 'leaders']","[u'minist', u'natur', u'resourc', u'honour', u'jim', u'carr', u'speak', u'modern', u'forest', u'product', u'industri', u'paperweek', u'canada', u'confer', u'montreal', u'wednesday', u'februari', u'paperweek', u'canada', u'annual', u'confer', u'tradeshow', u'bring', u'togeth', u'pulp', u'paper', u'industri', u'leader']","Canada’s Minister of Natural Resources, the Honourable Jim Carr, speaks on the modernization of the forest products industry at the 2017 PaperWeek Canada conference in Montreal on Wednesday, February 15, 2017. PaperWeek Canada is an annual conference and tradeshow bringing together Canada’s pulp and paper industry leaders. #naturalresources #modernization #forest #paperweekcanada #paper #pulp #industry #Montreal #Innovation 🌲🇨🇦"
56,56,21,1.45173e+18,Research Scientist Vicki Tschirhart takes gravity measurements as part of the Geomapping Energy Minerals program,https://instagram.fyvr3-1.fna.fbcdn.net/vp/986c9a4800177335b270920cd8725031/5AEAE837/t51.2885-15/e35/16790044_380203935691015_3680146846451236864_n.jpg,BQllhu6AC5g,0,GraphImage,"[""womeninscience"",""scienceselfie"",""nrcansci"",""stemgirls"",""girlslovescience""]",[],2017-02-16T13:18:22,[],False,2017-02-16_13-18-22,naturalresourcescanada,4211313612,,Research Scientist Vicki Tschirhart takes gravity measurements part Geomapping Energy Minerals program,"['Research', 'Scientist', 'Vicki', 'Tschirhart', 'takes', 'gravity', 'measurements', 'part', 'Geomapping', 'Energy', 'Minerals', 'program']","[u'research', u'scientist', u'vicki', u'tschirhart', u'take', u'graviti', u'measur', u'part', u'geomap', u'energi', u'miner', u'program']",Research Scientist Vicki Tschirhart takes gravity measurements as part of the Geomapping Energy Minerals program\n#WomenInScience #ScienceSelfie #NRCanSci #STEMGirls #GirlsLoveScience
57,57,15,1.45229e+18,Check out M.-C. Williamson and colleague in front of their field camp on Axel Heiberg Isl.,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fd6cbafb916012ed055ef1de6a21e2ce/5AF85DD3/t51.2885-15/e35/16583833_1336133283111585_7574183669833662464_n.jpg,BQnlGqlA67d,0,GraphImage,"[""fieldpostcards"",""womeninscience"",""nrcansci"",""stemgirls"",""girlslovescience""]",[],2017-02-17T07:53:09,[],False,2017-02-17_07-53-09,naturalresourcescanada,4211313612,,Check Williamson colleague front field camp Axel Heiberg Isl,"['Check', 'Williamson', 'colleague', 'front', 'field', 'camp', 'Axel', 'Heiberg', 'Isl']","[u'check', u'williamson', u'colleagu', u'front', u'field', u'camp', u'axel', u'heiberg', u'isl']",Check out M.-C. Williamson and colleague in front of their field camp on Axel Heiberg Isl. #FieldPostcards #WomenInScience #NRCanSci #STEMGirls #GirlsLoveScience
58,58,12,1.45458e+18,Research scientist Suzanne Paradis is the modern day Indiana Jones! Her research helps to unlock the mysteries of Canada’s deposits ,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0e349a20ed31c1c4a5be1722474baf76/5AF6FDBE/t51.2885-15/e35/16585524_1423085954400490_5667161930633052160_n.jpg,BQvsK_cgfNF,0,GraphImage,"[""mineral"",""womeninscience"",""nrcansci"",""stemgirls"",""girlslovescience"",""indianajones""]",[],2017-02-20T11:28:50,[],False,2017-02-20_11-28-50,naturalresourcescanada,4211313612,,Research scientist Suzanne Paradis modern day Indiana Jones research helps unlock mysteries deposits,"['Research', 'scientist', 'Suzanne', 'Paradis', 'modern', 'day', 'Indiana', 'Jones', 'research', 'helps', 'unlock', 'mysteries', 'deposits']","[u'research', u'scientist', u'suzann', u'paradi', u'modern', u'day', u'indiana', u'jone', u'research', u'help', u'unlock', u'mysteri', u'deposit']",Research scientist Suzanne Paradis is the modern day Indiana Jones! Her research helps to unlock the mysteries of Canada’s #mineral deposits \n#WomenInScience #NRCanSci #STEMGirls #GirlsLoveScience #IndianaJones
59,59,11,1.45458e+18,Dr. Joanne Gamage McEvoy and Derek Smith view rock samples with a micro XRD to obtain mineralogical information,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a7805e355153af98143ff9f8f1a0f06d/5AF9C4D0/t51.2885-15/e35/16585649_1872489626331542_6553081553423958016_n.jpg,BQvsZ6jgsDX,0,GraphImage,"[""womeninscience"",""scienceselfie"",""nrcansci"",""stemgirls"",""girlslovescience""]",[],2017-02-20T11:30:52,[],False,2017-02-20_11-30-52,naturalresourcescanada,4211313612,,Dr Joanne Gamage McEvoy Derek Smith view rock samples micro XRD obtain mineralogical information,"['Dr', 'Joanne', 'Gamage', 'McEvoy', 'Derek', 'Smith', 'view', 'rock', 'samples', 'micro', 'XRD', 'obtain', 'mineralogical', 'information']","['dr', u'joann', u'gamag', u'mcevoy', u'derek', u'smith', u'view', u'rock', u'sampl', u'micro', u'xrd', u'obtain', u'mineralog', u'inform']",Dr. Joanne Gamage McEvoy and Derek Smith view rock samples with a micro XRD to obtain mineralogical information\n#WomenInScience #ScienceSelfie #NRCanSci #STEMGirls #GirlsLoveScience
60,60,21,1.4553e+18,"As a scientist with the Geological Survey of Canada, Michelle Cote has been to many Canadian Arctic locations to investigate research questions related to geohazards & ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/7cdf3fe184fc76a52d477c5d1383ac4d/5AF88A3D/t51.2885-15/e35/16789564_418039551867717_5278986230984343552_n.jpg,BQySB11AnbV,0,GraphImage,"[""climatechange"",""womeninscience"",""nrcansci"",""stemgirls"",""girlslovescience"",""gsc175""]",[],2017-02-21T11:38:07,[],False,2017-02-21_11-38-07,naturalresourcescanada,4211313612,,scientist Geological Survey Canada Michelle Cote many Canadian Arctic locations investigate research questions related geohazards,"['scientist', 'Geological', 'Survey', 'Canada', 'Michelle', 'Cote', 'many', 'Canadian', 'Arctic', 'locations', 'investigate', 'research', 'questions', 'related', 'geohazards']","[u'scientist', u'geolog', u'survey', u'canada', u'michell', u'cote', u'mani', u'canadian', u'arctic', u'locat', u'investig', u'research', u'question', u'relat', u'geohazard']","As a scientist with the Geological Survey of Canada, Michelle Cote has been to many Canadian Arctic locations to investigate research questions related to geohazards & #ClimateChange \n#WomenInScience #NRCanSci #STEMGirls #GirlsLoveScience #GSC175"
61,61,15,1.45586e+18,"“I’m a scientist because life is fascinating and tangible, practical contributions to the world are within our grasp” – Carolyn Smyth, NRCan Research Scientist Carolyn Smyth’s research examines how the forest sector can contribute to mitigation through changes in forest management and wood use ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/4ce1f100a4d78db8f8bddbc6a6016727/5AFAC56C/t51.2885-15/e35/16908540_1208082462593125_5019509114691125248_n.jpg,BQ0QxX8g_7U,0,GraphImage,"[""climatechange"",""womeninscience"",""nrcansci"",""stemgirls"",""girlslovescience""]",[],2017-02-22T06:05:37,[],False,2017-02-22_06-05-37,naturalresourcescanada,4211313612,,scientist life fascinating tangible practical contributions world within Carolyn Smyth NRCan Research Scientist Carolyn research examines forest sector contribute mitigation changes forest management wood use,"['scientist', 'life', 'fascinating', 'tangible', 'practical', 'contributions', 'world', 'within', 'Carolyn', 'Smyth', 'NRCan', 'Research', 'Scientist', 'Carolyn', 'research', 'examines', 'forest', 'sector', 'contribute', 'mitigation', 'changes', 'forest', 'management', 'wood', 'use']","[u'scientist', u'life', u'fascin', u'tangibl', u'practic', u'contribut', u'world', u'within', u'carolyn', u'smyth', u'nrcan', u'research', u'scientist', u'carolyn', u'research', u'examin', u'forest', u'sector', u'contribut', u'mitig', u'chang', u'forest', u'manag', u'wood', u'use']","“I’m a scientist because life is fascinating and tangible, practical contributions to the world are within our grasp” – Carolyn Smyth, NRCan Research Scientist \nCarolyn Smyth’s research examines how the forest sector can contribute to #ClimateChange mitigation through changes in forest management and wood use \n#WomenInScience #NRCanSci #STEMGirls #GirlsLoveScience"
62,62,9,1.45659e+18,NRCan Volcanologist Melanie Kelman studies and monitors Canada volcanoes and prepares to deal with volcanic unrest ,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fae0015ce22af8d9ecdce39c434e549d/5AE9F364/t51.2885-15/e35/16788951_642696739263397_3581568821497954304_n.jpg,BQ22Rpyg-YC,0,GraphImage,"[""womeninscience"",""volcanos"",""nrcansci"",""stemgirls"",""girlslovescience""]",[],2017-02-23T06:11:49,[],False,2017-02-23_06-11-49,naturalresourcescanada,4211313612,,NRCan Volcanologist Melanie Kelman studies monitors Canada volcanoes prepares deal volcanic unrest,"['NRCan', 'Volcanologist', 'Melanie', 'Kelman', 'studies', 'monitors', 'Canada', 'volcanoes', 'prepares', 'deal', 'volcanic', 'unrest']","[u'nrcan', u'volcanologist', u'melani', u'kelman', u'studi', u'monitor', u'canada', u'volcano', u'prepar', u'deal', u'volcan', u'unrest']",NRCan Volcanologist Melanie Kelman studies and monitors Canada volcanoes and prepares to deal with volcanic unrest \n#WomenInScience #Volcanos #NRCanSci #STEMGirls #GirlsLoveScience
63,63,7,1.4567e+18,"The Honourable Jim Carr, Canada’s Minister of Natural Resources, delivers remarks on the role of nuclear energy in Canada’s low-carbon economy during the Canadian Nuclear Association Conference and Trade Show in Ottawa on February , .",https://instagram.fyvr3-1.fna.fbcdn.net/vp/338b9154b1e6fb422b1b9bf8d16cfa17/5AEC543D/t51.2885-15/e35/16228907_276584442778337_5199579788989169664_n.jpg,BQ3PKaygldd,0,GraphImage,"[""nuclear"",""naturalresources"",""lowcarbon"",""economy"",""nuclearenergy""]",[],2017-02-23T09:49:16,[],False,2017-02-23_09-49-16,naturalresourcescanada,4211313612,,Honourable Jim Carr Minister Natural Resources delivers remarks role nuclear energy low carbon economy Canadian Nuclear Association Conference Trade Show Ottawa February,"['Honourable', 'Jim', 'Carr', 'Minister', 'Natural', 'Resources', 'delivers', 'remarks', 'role', 'nuclear', 'energy', 'low', 'carbon', 'economy', 'Canadian', 'Nuclear', 'Association', 'Conference', 'Trade', 'Show', 'Ottawa', 'February']","[u'honour', u'jim', u'carr', u'minist', u'natur', u'resourc', u'deliv', u'remark', u'role', u'nuclear', u'energi', u'low', u'carbon', u'economi', u'canadian', u'nuclear', u'associ', u'confer', u'trade', u'show', u'ottawa', u'februari']","The Honourable Jim Carr, Canada’s Minister of Natural Resources, delivers remarks on the role of nuclear energy in Canada’s low-carbon economy during the Canadian Nuclear Association Conference and Trade Show in Ottawa on February 23, 2017. #nuclear #naturalresources #lowcarbon #economy #nuclearenergy"
64,64,10,1.45679e+18,Minister Carr and Parliamentary Secretary Rudd discuss the role of nuclear energy in a low-carbon economy with nuclear innovation leaders at the Trade Show,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e9905c55b94fcdac8fd6709d0cbe4baa/5ADF7414/t51.2885-15/s1080x1080/e15/fr/16788612_1702440793388360_2523496262259441664_n.jpg,BQ3kFKFARX_,0,GraphImage,"[""cna2017"",""lowcarbon"",""nuclear"",""innovation"",""missioninnovation"",""cleanenergy""]",[],2017-02-23T12:52:03,[],False,2017-02-23_12-52-03,naturalresourcescanada,4211313612,,Minister Carr Parliamentary Secretary Rudd discuss role nuclear energy low carbon economy nuclear innovation leaders Trade Show,"['Minister', 'Carr', 'Parliamentary', 'Secretary', 'Rudd', 'discuss', 'role', 'nuclear', 'energy', 'low', 'carbon', 'economy', 'nuclear', 'innovation', 'leaders', 'Trade', 'Show']","[u'minist', u'carr', u'parliamentari', u'secretari', u'rudd', u'discuss', u'role', u'nuclear', u'energi', u'low', u'carbon', u'economi', u'nuclear', u'innov', u'leader', u'trade', u'show']",Minister Carr and Parliamentary Secretary Rudd discuss the role of nuclear energy in a low-carbon economy with nuclear innovation leaders at the #CNA2017 Trade Show\n#LowCarbon #Nuclear #Innovation #MissionInnovation #CleanEnergy
65,65,11,1.45745e+18,"Meet Lynn Johnston, Wildland Fire Researcher. Lynn’s research helps to predict and manage forest fires that might threaten human lives and infrastructure ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/b4ecb7dbe92713e9b808d6903098a071/5AF04886/t51.2885-15/e35/16908512_253500505106118_3335671567160967168_n.jpg,BQ54vO-AfD_,0,GraphImage,"[""womeninscience"",""nrcansci"",""stemgirls"",""girlslovescience"",""forestfires""]",[],2017-02-24T10:31:03,[],False,2017-02-24_10-31-03,naturalresourcescanada,4211313612,,Meet Lynn Johnston Wildland Fire Researcher research helps predict manage forest fires might threaten human lives infrastructure,"['Meet', 'Lynn', 'Johnston', 'Wildland', 'Fire', 'Researcher', 'research', 'helps', 'predict', 'manage', 'forest', 'fires', 'might', 'threaten', 'human', 'lives', 'infrastructure']","[u'meet', u'lynn', u'johnston', u'wildland', u'fire', u'research', u'research', u'help', u'predict', u'manag', u'forest', u'fire', u'might', u'threaten', u'human', u'live', u'infrastructur']","Meet Lynn Johnston, Wildland Fire Researcher.  Lynn’s research helps to predict and manage forest fires that might threaten human lives and infrastructure \n#WomenInScience #NRCanSci #STEMGirls #GirlsLoveScience #forestfires"
66,66,10,1.45755e+18,Do you love forests? Grab your smartphone and get out into your local forest to record a video selfie elaining how forests energize you — and help mark the International Day of Forests on March .,https://instagram.fyvr3-1.fna.fbcdn.net/vp/994202ae4ba8b0dc6dd8667f17d3c51a/5AD86EED/t51.2885-15/e35/16789470_1947506418811209_941907665410326528_n.jpg,BQ6Q335g1WN,0,GraphImage,"[""intlforestday"",""loveforest""]",[],2017-02-24T14:01:56,[],False,2017-02-24_14-01-56,naturalresourcescanada,4211313612,,love forests Grab smartphone get local forest record video selfie elaining forests energize help mark International Day Forests March,"['love', 'forests', 'Grab', 'smartphone', 'get', 'local', 'forest', 'record', 'video', 'selfie', 'elaining', 'forests', 'energize', 'help', 'mark', 'International', 'Day', 'Forests', 'March']","[u'love', u'forest', u'grab', u'smartphon', u'get', u'local', u'forest', u'record', u'video', u'selfi', u'elain', u'forest', u'energ', u'help', u'mark', u'intern', u'day', u'forest', u'march']",Do you love forests? Grab your smartphone and get out into your local forest to record a video selfie explaining how forests energize you — and help mark the International Day of Forests on March 21. #IntlForestDay #loveforest
67,67,21,1.45968e+18,"NRCan forest officer Katalijn MacAfee promotes CFS science, tools and techniques to help forest and reclamation practitioners in their operations. ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/1c6c8fa583dea48cc51a694c5f9ab497/5AE7CDB8/t51.2885-15/e35/16906392_181420415684294_3082896047253487616_n.jpg,BRBzt27gVcw,0,GraphImage,"[""womeninscience"",""stemgirls"",""girlslovescience"",""nrcansci""]",[],2017-02-27T12:21:06,[],False,2017-02-27_12-21-06,naturalresourcescanada,4211313612,,NRCan forest officer Katalijn MacAfee promotes CFS science tools techniques help forest reclamation practitioners operations,"['NRCan', 'forest', 'officer', 'Katalijn', 'MacAfee', 'promotes', 'CFS', 'science', 'tools', 'techniques', 'help', 'forest', 'reclamation', 'practitioners', 'operations']","[u'nrcan', u'forest', u'offic', u'katalijn', u'macafe', u'promot', u'cfs', u'scienc', u'tool', u'techniqu', u'help', u'forest', u'reclam', u'practition', u'oper']","NRCan forest officer Katalijn MacAfee promotes CFS science, tools and techniques to help forest and reclamation practitioners in their operations. \n#WomenInScience #STEMGirls  #GirlsLoveScience #NRCanSci"
