,Unnamed: 0,likes,mediaid,caption,url,shortcode,comments,typename,caption_hashtags,tagged_users,date,caption_mentions,is_video,id,owner_username,owner_id,video_url,text_filtered,text_tokenized,text_stemmed,text_original
0,0,1,1.40084e+18,What do the Trans Mountain Eansion project and replacement project mean for Canadians?,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e4f5e623340b13bbb71e4d4c85ac2d03/5AE31943/t51.2885-15/e35/15306784_920549001414237_5518701506963963904_n.jpg,BNwzMJJjuy2,0,GraphImage,"[""line3"",""pipeline"",""transmountain"",""jobs"",""canada"",""canadians"",""economy"",""naturalresources""]",[],2016-12-08T08:15:13,[],False,2016-12-08_08-15-13,naturalresourcescanada,4211313612,,Trans Mountain Eansion project replacement project mean Canadians,"['Trans', 'Mountain', 'Eansion', 'project', 'replacement', 'project', 'mean', 'Canadians']","[u'tran', u'mountain', u'eansion', u'project', u'replac', u'project', u'mean', u'canadian']",What do the Trans Mountain Expansion project and #Line3 replacement project mean for Canadians? #pipeline #TransMountain #jobs #Canada #Canadians #economy #naturalresources
1,1,1,1.40085e+18,The Government of Canada approved the Trans Mountain Eansion Project. Visit our website to learn more about the decision (link in bio),https://instagram.fyvr3-1.fna.fbcdn.net/vp/c0d6aa5f3211b0f5d3406eaaf08047a1/5ADF40FC/t51.2885-15/e35/15305982_1721144378202342_6194383069026189312_n.jpg,BNwzc1PDTEo,0,GraphImage,"[""pipeline"",""canada"",""economy"",""expansion"",""tmx"",""transmountain"",""naturalresources"",""canadians"",""britishcolumbia"",""alberta""]",[],2016-12-08T08:17:30,[],False,2016-12-08_08-17-30,naturalresourcescanada,4211313612,,Government Canada approved Trans Mountain Eansion Project Visit website learn decision link bio,"['Government', 'Canada', 'approved', 'Trans', 'Mountain', 'Eansion', 'Project', 'Visit', 'website', 'learn', 'decision', 'link', 'bio']","[u'govern', u'canada', u'approv', u'tran', u'mountain', u'eansion', u'project', u'visit', u'websit', u'learn', u'decis', u'link', u'bio']",The Government of Canada approved the Trans Mountain Expansion Project. Visit our website to learn more about the decision (link in bio) #pipeline #canada #economy #expansion #TMX #TransMountain #naturalresources #canadians #BritishColumbia #Alberta
2,2,2,1.40085e+18,The Government of Canada approved the Enbridge Line Replacement Project. Visit our website to learn more about the decisions (link in bio).,https://instagram.fyvr3-1.fna.fbcdn.net/vp/12beadecb48a7bc28b84826e6ece926e/5AE5E4BF/t51.2885-15/e35/15306519_256932708059005_6692938028022759424_n.jpg,BNwzv_-jlIT,0,GraphImage,"[""pipeline"",""canada"",""economy"",""replace"",""naturalresources"",""canadians"",""alberta"",""saskatchewan"",""sask"",""manitoba"",""line3""]",[],2016-12-08T08:20:07,[],False,2016-12-08_08-20-07,naturalresourcescanada,4211313612,,Government Canada approved Enbridge Line Replacement Project Visit website learn decisions link bio,"['Government', 'Canada', 'approved', 'Enbridge', 'Line', 'Replacement', 'Project', 'Visit', 'website', 'learn', 'decisions', 'link', 'bio']","[u'govern', u'canada', u'approv', u'enbridg', u'line', u'replac', u'project', u'visit', u'websit', u'learn', u'decis', u'link', u'bio']",The Government of Canada approved the Enbridge Line 3 Replacement Project. Visit our website to learn more about the decisions (link in bio). #pipeline #canada #economy #replace #naturalresources #canadians #Alberta #Saskatchewan #Sask #Manitoba #line3
3,3,3,1.40086e+18,"Funding from Budget will increase charging/refuelling infrastructure for electric, natural gas and hydrogen vehicles.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/e875d15c934f0dd3fb468e8d50907d45/5A639865/t51.2885-15/e15/15306616_108255179668603_2983581091811557376_n.jpg,BNw2nP5Degw,0,GraphVideo,"[""electricvehicles"",""naturalgas"",""electricity"",""cars"",""vroom"",""electric"",""ecofriendly"",""battery"",""electriccars"",""canada"",""driving"",""future"",""infrastructure""]",[],2016-12-08T08:45:08,[],True,2016-12-08_08-45-08,naturalresourcescanada,4211313612,https://instagram.fyvr3-1.fna.fbcdn.net/vp/028b6c5e422b10449472ef37c452f362/5A6391AB/t50.2886-16/15439673_1812567962311400_5540341394742181888_n.mp4,Funding Budget increase charging refuelling infrastructure electric natural gas hydrogen vehicles,"['Funding', 'Budget', 'increase', 'charging', 'refuelling', 'infrastructure', 'electric', 'natural', 'gas', 'hydrogen', 'vehicles']","[u'fund', u'budget', u'increas', u'charg', u'refuel', u'infrastructur', u'electr', u'natur', u'gas', u'hydrogen', u'vehicl']","Funding from Budget 2016 will increase charging/refuelling infrastructure for electric, natural gas and hydrogen vehicles.\n#electricvehicles #naturalgas #electricity #cars #vroom #electric #ecofriendly #battery #electriccars #canada #driving #future #infrastructure"
4,4,28,1.40086e+18,December is Arctic Science Month! Join us in celebrating Canada’s Northern research with the hashtag,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f49177516cfb554fc77d79a5a256a160/5AFD8572/t51.2885-15/e35/15258675_180688029063542_4452934479454928896_n.jpg,BNw2_3_DrGS,5,GraphImage,"[""arcticscience"",""arctic"",""canada"",""science"",""canadianarctic"",""adventure"",""research"",""climatescience"",""ship"",""voyage""]",[],2016-12-08T08:48:30,[],False,2016-12-08_08-48-30,naturalresourcescanada,4211313612,,December Arctic Science Month Join us celebrating Northern research hashtag,"['December', 'Arctic', 'Science', 'Month', 'Join', 'us', 'celebrating', 'Northern', 'research', 'hashtag']","[u'decemb', u'arctic', u'scienc', u'month', u'join', 'us', u'celebr', u'northern', u'research', u'hashtag']",December is Arctic Science Month! Join us in celebrating Canada’s Northern research with the hashtag #ArcticScience #arctic #canada #science  #CanadianArctic #adventure #research #ClimateScience #ship #voyage
5,5,4,1.40087e+18,Safety is an important aspect of Canada’s pipeline infrastructure.,https://instagram.fyvr3-1.fna.fbcdn.net/vp/9ee8687efc8b0982bdee4541262f1901/5AE8914F/t51.2885-15/e35/15306780_205731803213711_1668121738208083968_n.jpg,BNw4H7iDFTj,1,GraphImage,"[""pipeline"",""safety"",""infrastructure"",""naturalresources"",""naturalgas"",""petroleum"",""canada"",""transmountain"",""tmx"",""line3""]",[],2016-12-08T08:58:20,[],False,2016-12-08_08-58-20,naturalresourcescanada,4211313612,,Safety important aspect pipeline infrastructure,"['Safety', 'important', 'aspect', 'pipeline', 'infrastructure']","[u'safeti', u'import', u'aspect', u'pipelin', u'infrastructur']",Safety is an important aspect of Canada’s pipeline infrastructure. #pipeline #safety #infrastructure #naturalresources #naturalgas #petroleum #Canada #transmountain #tmx #line3
6,6,21,1.40166e+18,Our satellite station in Inuvik receives data in real time from polar-orbiting satellites,https://instagram.fyvr3-1.fna.fbcdn.net/vp/311b645f65fdcef5f5261beebd02d98c/5AE9D1BD/t51.2885-15/e35/15403481_285748735156359_6060867417855229952_n.jpg,BNztXvkjKyW,1,GraphImage,"[""arcticscience"",""arctic"",""north"",""satellite"",""inuvik"",""northernlights"",""auroraborealis"",""wow"",""science"",""canada""]",[],2016-12-09T11:22:06,[],False,2016-12-09_11-22-06,naturalresourcescanada,4211313612,,satellite station Inuvik receives data real time polar orbiting satellites,"['satellite', 'station', 'Inuvik', 'receives', 'data', 'real', 'time', 'polar', 'orbiting', 'satellites']","[u'satellit', u'station', u'inuvik', u'receiv', u'data', u'real', u'time', u'polar', u'orbit', u'satellit']",Our satellite station in Inuvik receives data in real time from polar-orbiting satellites #ArcticScience #arctic #north #satellite #Inuvik #NorthernLights #AuroraBorealis #wow #science #canada
7,7,7,1.40389e+18,Mission accomplished! was the final Arctic survey to map Canada's outer limits,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1707f96727c95ca311b4061fa5e7595c/5ADF927A/t51.2885-15/e35/15276618_111460736015333_1985213860797218816_n.jpg,BN7oXFdDxsC,0,GraphImage,"[""arcticscience"",""north"",""arctic"",""science"",""survey"",""mapping"",""map"",""canada"",""team""]",[],2016-12-12T13:12:14,[],False,2016-12-12_13-12-14,naturalresourcescanada,4211313612,,Mission accomplished final Arctic survey map Canada outer limits,"['Mission', 'accomplished', 'final', 'Arctic', 'survey', 'map', 'Canada', 'outer', 'limits']","[u'mission', u'accomplish', u'final', u'arctic', u'survey', u'map', u'canada', u'outer', u'limit']",Mission accomplished! 2016 was the final Arctic survey to map Canada's outer limits #ArcticScience #north #arctic #science #survey #mapping #map #canada #team
8,8,13,1.40461e+18,Our researchers monitor accelerated coastal change in Canada’s Western Arctic using drones,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2fdde948cec07bc39ca552453f52562e/5AEE5D35/t51.2885-15/e35/15538523_1621022034866135_3244337090451734528_n.jpg,BN-LFBUg3kp,0,GraphImage,"[""arcticscience"",""north"",""science"",""drones"",""coast"",""arctic""]","[""parkscanada_ert""]",2016-12-13T12:54:05,[],False,2016-12-13_12-54-05,naturalresourcescanada,4211313612,,researchers monitor accelerated coastal change Western Arctic using drones,"['researchers', 'monitor', 'accelerated', 'coastal', 'change', 'Western', 'Arctic', 'using', 'drones']","[u'research', u'monitor', u'acceler', u'coastal', u'chang', u'western', u'arctic', u'use', u'drone']",Our researchers monitor accelerated coastal change in Canada’s Western Arctic using drones #ArcticScience #north #science #drones #coast #arctic
9,9,18,1.40607e+18,NRCan scientists deploy seismometers on drifting ice floes in the - a first for ship-based science program! Seismometers measure sound waves as they move through the layers of Earth’s crust layers below the ocean,https://instagram.fyvr3-1.fna.fbcdn.net/vp/ccaedb3189f6cf6656649266fccc09e8/5AF695CC/t51.2885-15/e35/14553328_358184184541614_3105923428511645696_n.jpg,BODWno-AhOJ,0,GraphImage,"[""arcticocean"",""arcticscience"",""north"",""ice"",""helicopter"",""arctic"",""science"",""canada"",""seismology"",""views"",""ocean""]",[],2016-12-15T13:11:08,[],False,2016-12-15_13-11-08,naturalresourcescanada,4211313612,,NRCan scientists deploy seismometers drifting ice floes first ship based science program Seismometers measure sound waves move layers crust layers ocean,"['NRCan', 'scientists', 'deploy', 'seismometers', 'drifting', 'ice', 'floes', 'first', 'ship', 'based', 'science', 'program', 'Seismometers', 'measure', 'sound', 'waves', 'move', 'layers', 'crust', 'layers', 'ocean']","[u'nrcan', u'scientist', u'deploy', u'seismomet', u'drift', u'ice', u'floe', u'first', u'ship', u'base', u'scienc', u'program', u'seismomet', u'measur', u'sound', u'wave', u'move', u'layer', u'crust', u'layer', u'ocean']",NRCan scientists deploy seismometers on drifting ice floes in the #ArcticOcean - a first for ship-based science program! Seismometers measure sound waves as they move through the layers of Earth’s crust layers below the ocean #ArcticScience #north #ice #helicopter #arctic #science #canada #seismology #views #ocean
10,10,13,1.40678e+18,"A helicopter is landing with more supplies for the ice camp. Even though this picture was taken at about :30 pm, there is bright sunshine since the sun never sets in the during the summer. John Shimeld, Natural Resources Canada",https://instagram.fyvr3-1.fna.fbcdn.net/vp/25186d6bbe64e9a5d36b6eee0951d2a9/5ADC9FAA/t51.2885-15/e35/15535395_143343429484940_9031567795371900928_n.jpg,BOF4-CmAJiH,0,GraphImage,"[""arctic"",""arcticscience"",""science"",""helicopter"",""camp"",""camping"",""ice"",""snow"",""canadiancoastguard""]",[],2016-12-16T12:49:46,[],False,2016-12-16_12-49-46,naturalresourcescanada,4211313612,,helicopter landing supplies ice camp Even though picture taken 30 pm bright sunshine since sun never sets summer John Shimeld Natural Resources Canada,"['helicopter', 'landing', 'supplies', 'ice', 'camp', 'Even', 'though', 'picture', 'taken', '30', 'pm', 'bright', 'sunshine', 'since', 'sun', 'never', 'sets', 'summer', 'John', 'Shimeld', 'Natural', 'Resources', 'Canada']","[u'helicopt', u'land', u'suppli', u'ice', u'camp', u'even', u'though', u'pictur', u'taken', '30', 'pm', u'bright', u'sunshin', u'sinc', u'sun', u'never', u'set', u'summer', u'john', u'shimeld', u'natur', u'resourc', u'canada']","A helicopter is landing with more supplies for the ice camp. Even though this picture was taken at about 7:30 pm, there is bright sunshine since the sun never sets in the #Arctic during the summer. #ArcticScience 📷 John Shimeld, Natural Resources Canada\n\n#science #helicopter #camp #camping #ice #snow #CanadianCoastGuard"
11,11,12,1.40962e+18,Want a chance to be featured in a GoC Polar Continental Shelf Program exhibition? Enter your photos on the website. Check out this geological field camp on the Cumberland Peninsula,https://instagram.fyvr3-1.fna.fbcdn.net/vp/39e1c75214d5f43370c70e010727c224/5AFD52F6/t51.2885-15/e35/15538460_203537060107938_8818030362241269760_n.jpg,BOP-YAfg3HM,0,GraphImage,"[""arcticscience"",""north"",""science"",""canada"",""ice"",""explore"",""geology"",""camp""]",[],2016-12-20T10:49:25,"[""cangeo""]",False,2016-12-20_10-49-25,naturalresourcescanada,4211313612,,Want chance featured GoC Polar Continental Shelf Program exhibition Enter photos website Check geological field camp Cumberland Peninsula,"['Want', 'chance', 'featured', 'GoC', 'Polar', 'Continental', 'Shelf', 'Program', 'exhibition', 'Enter', 'photos', 'website', 'Check', 'geological', 'field', 'camp', 'Cumberland', 'Peninsula']","[u'want', u'chanc', u'featur', u'goc', u'polar', u'continent', u'shelf', u'program', u'exhibit', u'enter', u'photo', u'websit', u'check', u'geolog', u'field', u'camp', u'cumberland', u'peninsula']",Want a chance to be featured in a GoC Polar Continental Shelf Program exhibition? Enter your photos 📷 on the @CanGeo website. Check out this geological field camp on the Cumberland Peninsula #ArcticScience #north #science #canada #ice #explore #geology #camp
12,12,48,1.41041e+18,"With no roads to the field, scientists have to take another form of transportation",https://instagram.fyvr3-1.fna.fbcdn.net/vp/59d8a8a88bca450ad3f8fe73d48ef576/5ADCADDA/t51.2885-15/e35/15535309_1770030706655362_3786245505168703488_n.jpg,BOSzGfUAMDX,5,GraphImage,"[""arcticscience"",""fieldpostcards"",""arctic"",""north"",""research"",""helicopter"",""canada"",""science""]",[],2016-12-21T13:08:37,[],False,2016-12-21_13-08-37,naturalresourcescanada,4211313612,,roads field scientists take another form transportation,"['roads', 'field', 'scientists', 'take', 'another', 'form', 'transportation']","[u'road', u'field', u'scientist', u'take', u'anoth', u'form', u'transport']","With no roads to the field, scientists have to take another form of transportation #ArcticScience #FieldPostcards #arctic #north #research #helicopter #canada #science"
13,13,61,1.4111e+18,"Frozen ground in Canada’s North, called permafrost, is warming, which can cause the land to sink damaging buildings, roads and other infrastructure.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/1c1f6f54bdb624fb9ba1efe4c9cf630c/5AEC789E/t51.2885-15/e35/15535565_1121739727945369_7551774437448613888_n.jpg,BOVOdUBA3Ja,6,GraphImage,"[""climatechange"",""adaptation"",""climate"",""science"",""environment"",""innovation"",""climatechangeawareness"",""climatechangeisreal"",""climateadaptation"",""themoreyouknow"",""climatescience"",""climateresilience"",""north"",""arctic"",""canadianarctic""]",[],2016-12-22T11:46:09,[],False,2016-12-22_11-46-09,naturalresourcescanada,4211313612,,Frozen ground North called permafrost warming cause land sink damaging buildings roads infrastructure,"['Frozen', 'ground', 'North', 'called', 'permafrost', 'warming', 'cause', 'land', 'sink', 'damaging', 'buildings', 'roads', 'infrastructure']","[u'frozen', u'ground', u'north', u'call', u'permafrost', u'warm', u'caus', u'land', u'sink', u'damag', u'build', u'road', u'infrastructur']","Frozen ground in Canada’s North, called permafrost, is warming, which can cause the land to sink damaging buildings, roads and other infrastructure.\n\n#climatechange #adaptation #climate #science #environment #innovation #climatechangeawareness #climatechangeisreal #climateadaptation #themoreyouknow #climatescience #climateresilience #north #Arctic #CanadianArctic"
14,14,18,1.41171e+18,Who let this jolly old fellow aboard? Our science team paid a special visit to Santa at the North Pole in August!,https://instagram.fyvr3-1.fna.fbcdn.net/vp/aea8ddf1989f91e590027da90113fba7/5ADAB236/t51.2885-15/e35/15538235_1686809311609161_6523654365952081920_n.jpg,BOXatxtgSP2,0,GraphImage,"[""santa"",""arcticscience"",""arctic"",""adventure"",""nicelist"",""canada"",""santaclaus""]",[],2016-12-23T08:11:44,[],False,2016-12-23_08-11-44,naturalresourcescanada,4211313612,,let jolly old fellow aboard science team paid special visit Santa North Pole August,"['let', 'jolly', 'old', 'fellow', 'aboard', 'science', 'team', 'paid', 'special', 'visit', 'Santa', 'North', 'Pole', 'August']","[u'let', u'jolli', u'old', u'fellow', u'aboard', u'scienc', u'team', u'paid', u'special', u'visit', u'santa', u'north', u'pole', u'august']",Who let this jolly old fellow aboard? Our science team paid a special visit to Santa at the North Pole in August! #santa #arcticscience #arctic #adventure #nicelist #canada #santaclaus
15,15,7,1.41533e+18,Calling all photographers! We’re looking for photos of Canada’s northern science adventures. Enter your photos on the website. This photo shows us loading field gear and fuel at Lake Hazen.,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6a82e9a9e854cddcbbee329d81875449/5AE8A1B2/t51.2885-15/e35/15803620_1363044067063774_826758110440849408_n.jpg,BOkQn0QA5Ae,0,GraphImage,"[""arcticscience"",""arctic"",""science"",""north"",""plane"",""canada"",""ice"",""landscape"",""packing""]",[],2016-12-28T07:53:40,"[""cangeo""]",False,2016-12-28_07-53-40,naturalresourcescanada,4211313612,,Calling photographers looking photos northern science adventures Enter photos website photo shows us loading field gear fuel Lake Hazen,"['Calling', 'photographers', 'looking', 'photos', 'northern', 'science', 'adventures', 'Enter', 'photos', 'website', 'photo', 'shows', 'us', 'loading', 'field', 'gear', 'fuel', 'Lake', 'Hazen']","[u'call', u'photograph', u'look', u'photo', u'northern', u'scienc', u'adventur', u'enter', u'photo', u'websit', u'photo', u'show', 'us', u'load', u'field', u'gear', u'fuel', u'lake', u'hazen']",Calling all photographers! We’re looking for photos of Canada’s northern science adventures. Enter your photos 📷 on the @CanGeo website. This #ArcticScience photo shows us loading field gear and fuel at Lake Hazen. #arctic #science #north #plane #canada #ice #landscape #packing
16,16,39,1.41606e+18,"Icebreakers, ice camps, autonomous underwater vehicles...our scientists collect data in one of harshest environments on Earth",https://instagram.fyvr3-1.fna.fbcdn.net/vp/544ddf1beb3b4674a1c9376fbc22d8f1/5AE849CD/t51.2885-15/e35/15802502_1629833620646937_7156662296897388544_n.jpg,BOm3vKgghcE,1,GraphImage,"[""arcticscience"",""scientist"",""underwatervehicle"",""datacollection""]",[],2016-12-29T08:13:56,[],False,2016-12-29_08-13-56,naturalresourcescanada,4211313612,,Icebreakers ice camps autonomous underwater vehicles scientists collect data one harshest environments Earth,"['Icebreakers', 'ice', 'camps', 'autonomous', 'underwater', 'vehicles', 'scientists', 'collect', 'data', 'one', 'harshest', 'environments', 'Earth']","[u'icebreak', u'ice', u'camp', u'autonom', u'underwat', u'vehicl', u'scientist', u'collect', u'data', u'one', u'harshest', u'environ', u'earth']","Icebreakers, ice camps, autonomous underwater vehicles...our scientists collect data in one of harshest environments on Earth #ArcticScience #Scientist #UnderwaterVehicle #DataCollection"
17,17,34,1.41678e+18,"North of Iqaluit, scientists identify fossils on an eed limestone ridge",https://instagram.fyvr3-1.fna.fbcdn.net/vp/06c3100fd724987fa0b9479b5e4543be/5AE06669/t51.2885-15/e35/15624560_654410658053720_9078025550374633472_n.jpg,BOpaJkBgRoM,4,GraphImage,"[""fieldpostcards"",""arcticscience"",""iqaluit"",""fossil"",""limestone"",""north""]",[],2016-12-30T07:53:07,[],False,2016-12-30_07-53-07,naturalresourcescanada,4211313612,,North Iqaluit scientists identify fossils eed limestone ridge,"['North', 'Iqaluit', 'scientists', 'identify', 'fossils', 'eed', 'limestone', 'ridge']","[u'north', u'iqaluit', u'scientist', u'identifi', u'fossil', u'eed', u'limeston', u'ridg']","North of Iqaluit, scientists identify fossils on an exposed limestone ridge #FieldPostcards #ArcticScience #Iqaluit #Fossil #Limestone #North"
18,18,19,1.41981e+18,"Tekle Technical Services in Drayton Valley, Alberta, has implemented a new manufacturing process to produce the world’s first engineered wood fibre mat! Wood and agricultural fibre residues can now be made into environmentally friendly building-insulation materials and ultra–light-weight interior-trim car parts",https://instagram.fyvr3-1.fna.fbcdn.net/vp/3a9e779871097b53c829869d4296c74f/5ADACD42/t51.2885-15/e35/15803233_718057048343384_3417197420897894400_n.jpg,BO0Ljx8B7II,0,GraphImage,"[""innovation"",""firstofitskind"",""canada"",""ecofriendly"",""wood"",""fibres"",""greenbuildings"",""cars""]",[],2017-01-03T12:17:17,[],False,2017-01-03_12-17-17,naturalresourcescanada,4211313612,,Tekle Technical Services Drayton Valley Alberta implemented new manufacturing process produce first engineered wood fibre mat Wood agricultural fibre residues made environmentally friendly building insulation materials light weight interior trim car parts,"['Tekle', 'Technical', 'Services', 'Drayton', 'Valley', 'Alberta', 'implemented', 'new', 'manufacturing', 'process', 'produce', 'first', 'engineered', 'wood', 'fibre', 'mat', 'Wood', 'agricultural', 'fibre', 'residues', 'made', 'environmentally', 'friendly', 'building', 'insulation', 'materials', 'light', 'weight', 'interior', 'trim', 'car', 'parts']","[u'tekl', u'technic', u'servic', u'drayton', u'valley', u'alberta', u'implement', u'new', u'manufactur', u'process', u'produc', u'first', u'engin', u'wood', u'fibr', u'mat', u'wood', u'agricultur', u'fibr', u'residu', u'made', u'environment', u'friend', u'build', u'insul', u'materi', u'light', u'weight', u'interior', u'trim', u'car', u'part']","Tekle Technical Services in Drayton Valley, Alberta, has implemented a new manufacturing process to produce the world’s first engineered wood fibre mat! Wood and agricultural fibre residues can now be made into environmentally friendly building-insulation materials and ultra–light-weight interior-trim car parts #innovation #FirstOfItsKind #canada #ecofriendly #wood #fibres #greenbuildings #cars"
19,19,70,1.4247e+18,"Can you find our NRCan technician? Sébastien Dagnault, forest productivity technician for the Canadian Forestry Service, is collecting needles to create a model of coal power plant impacts in Western Canada, as part of collaborative projects with the Geological Survey of Canada",https://instagram.fyvr3-1.fna.fbcdn.net/vp/ff7c6fd3af2a35b37c28cca8bf2e499f/5AEFFC20/t51.2885-15/e35/15876585_1823473811244269_1436412195368861696_n.jpg,BPFidzDBkpm,6,GraphImage,"[""forest"",""work"",""trees"",""geography"",""canada"",""impact"",""highup""]",[],2017-01-10T06:04:31,[],False,2017-01-10_06-04-31,naturalresourcescanada,4211313612,,find NRCan technician bastien Dagnault forest productivity technician Canadian Forestry Service collecting needles create model coal power plant impacts Western Canada part collaborative projects Geological Survey Canada,"['find', 'NRCan', 'technician', 'bastien', 'Dagnault', 'forest', 'productivity', 'technician', 'Canadian', 'Forestry', 'Service', 'collecting', 'needles', 'create', 'model', 'coal', 'power', 'plant', 'impacts', 'Western', 'Canada', 'part', 'collaborative', 'projects', 'Geological', 'Survey', 'Canada']","[u'find', u'nrcan', u'technician', u'bastien', u'dagnault', u'forest', u'product', u'technician', u'canadian', u'forestri', u'servic', u'collect', u'needl', u'creat', u'model', u'coal', u'power', u'plant', u'impact', u'western', u'canada', u'part', u'collabor', u'project', u'geolog', u'survey', u'canada']","Can you find our NRCan technician? Sébastien Dagnault, forest  productivity technician for the Canadian Forestry Service, is collecting needles to create a model of coal power plant impacts in Western Canada, as part of collaborative projects with the Geological Survey of Canada 🌲#forest #work #trees #geography #canada #impact #highup"
20,20,27,1.42567e+18,LEED Platinum is the highest performance rating of LEED green building standards. The solar panels on our CanmetMATERIALS Laboratory roof are one of the ways that we work to ensure our building is as green as possible.,https://instagram.fyvr3-1.fna.fbcdn.net/vp/233a27c0b9a84fbd2ad48b0801be4481/5AF45240/t51.2885-15/e35/15877482_1638944449735213_5537612209313546240_n.jpg,BPI-1VhBelU,3,GraphImage,"[""leed"",""platinum"",""greenbuilding"",""innovation"",""lab"",""science"",""ontario"",""solar"",""solarenergy""]",[],2017-01-11T14:10:08,[],False,2017-01-11_14-10-08,naturalresourcescanada,4211313612,,LEED Platinum highest performance rating LEED green building standards solar panels CanmetMATERIALS Laboratory roof one ways work ensure building green possible,"['LEED', 'Platinum', 'highest', 'performance', 'rating', 'LEED', 'green', 'building', 'standards', 'solar', 'panels', 'CanmetMATERIALS', 'Laboratory', 'roof', 'one', 'ways', 'work', 'ensure', 'building', 'green', 'possible']","[u'leed', u'platinum', u'highest', u'perform', u'rate', u'leed', u'green', u'build', u'standard', u'solar', u'panel', u'canmetmateri', u'laboratori', u'roof', u'one', u'way', u'work', u'ensur', u'build', u'green', u'possibl']",LEED Platinum is the highest performance rating of LEED green building standards. The solar panels on our CanmetMATERIALS Laboratory roof are one of the ways that we work to ensure our building is as green as possible. #LEED #platinum #greenbuilding #innovation #lab #science #ontario #solar #solarenergy
21,21,18,1.4262e+18,Did you know that our CanmetMATERIALS Laboratory in Hamilton is LEED Platinum Certified? This green laboratory provides key technology and innovation support to industries that manufacture mineral and metal products in southwestern Ontario and across the country.,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e3c08a73e40c7f2ecbd926e75d709d23/5AD8D328/t51.2885-15/e35/15877082_961463697288049_3389771142725107712_n.jpg,BPK3-0ChMZy,0,GraphImage,"[""leed"",""platinum"",""greenbuilding"",""innovation"",""lab"",""science"",""ontario""]",[],2017-01-12T07:48:44,[],False,2017-01-12_07-48-44,naturalresourcescanada,4211313612,,know CanmetMATERIALS Laboratory Hamilton LEED Platinum Certified green laboratory provides key technology innovation support industries manufacture mineral metal products southwestern Ontario across country,"['know', 'CanmetMATERIALS', 'Laboratory', 'Hamilton', 'LEED', 'Platinum', 'Certified', 'green', 'laboratory', 'provides', 'key', 'technology', 'innovation', 'support', 'industries', 'manufacture', 'mineral', 'metal', 'products', 'southwestern', 'Ontario', 'across', 'country']","[u'know', u'canmetmateri', u'laboratori', u'hamilton', u'leed', u'platinum', u'certifi', u'green', u'laboratori', u'provid', u'key', u'technolog', u'innov', u'support', u'industri', u'manufactur', u'miner', u'metal', u'product', u'southwestern', u'ontario', u'across', u'countri']",Did you know that our CanmetMATERIALS Laboratory in Hamilton is LEED Platinum Certified? This green laboratory provides key technology and innovation support to industries that manufacture mineral and metal products in southwestern Ontario and across the country. #LEED #platinum #greenbuilding #innovation #lab #science #ontario
22,22,28,1.42994e+18,Researchers are studying waves off the coast of British Columbia to determine their renewable energy potential and the ideal locations for wave energy conversion,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b575c2332125f2bfa78e109506eef7a9/5AD9FFDC/t51.2885-15/e35/15876887_1039492506174122_7880758461191946240_n.jpg,BPYK0a3htHh,0,GraphImage,"[""waves"",""water"",""renewableenergy"",""renewables"",""energy"",""scienceatwork"",""bc"",""science"",""canada""]",[],2017-01-17T11:43:28,[],False,2017-01-17_11-43-28,naturalresourcescanada,4211313612,,Researchers studying waves coast British Columbia determine renewable energy potential ideal locations wave energy conversion,"['Researchers', 'studying', 'waves', 'coast', 'British', 'Columbia', 'determine', 'renewable', 'energy', 'potential', 'ideal', 'locations', 'wave', 'energy', 'conversion']","[u'research', u'studi', u'wave', u'coast', u'british', u'columbia', u'determin', u'renew', u'energi', u'potenti', u'ideal', u'locat', u'wave', u'energi', u'convers']",Researchers are studying waves off the coast of British Columbia to determine their renewable energy potential and the ideal locations for wave energy conversion 🌊#waves #water #RenewableEnergy #renewables #energy #ScienceatWork #BC #science #Canada
